Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299938845,6.308116697,4.003476013,4.324062754,2.613423005,3.270947301,5.044144542,3.970099106,4.607673202,4.461575085,5.181603459,3.644121242,3.812004035,2.503060562,3.658346471,5.164609466,1.24860126,2.340117313,2.997272562,1.189613767,6.817473228,4.133009273,-1.122641485,4.813362867,5.612108175,5.915288884,3.945683805,3.696541843,3.825921667,10.82062144,10.30000049,6.358491927,5.646175568,6.988559971
"Gambia, The",,,,,,,,0,9.576143464,2.435522882,6.153846574,-0.065877033,0.24170478,9.250329251,5.878793617,12.39342908,7.351225734,3.439576058,6.316446315,-1.328183166,6.270079608,3.32189401,-0.764582639,10.88322777,3.535257305,-0.812264661,4.091070738,2.454332596,4.476826924,5.895721872,3.558879369,3.107039222,3.378688791,3.012101374,0.15434596,0.881848241,2.223545638,4.89999911,3.499998702,6.39999905,5.500000216,5.800000243,-3.25000015,6.869999622,7.050000001,-2.351729362,-0.555580977,3.043249508,6.255905534,6.665724308,5.90833581,-8.130444223,5.241569246,2.87276879,-1.407382495,4.058073804,1.943359655,4.822611249,7.234890333,6.056765744,0
Guinea-Bissau,,,,,,,,,,,,-3.910967458,6.374860894,1.10989279,4.559241048,7.84558432,4.943455305,-7.170069971,13.12604338,1.994144363,-15.9526515,18.16752815,4.200082135,-3.398287429,9.109222986,4.166492897,-0.793847626,2.900000007,4.599999988,6.100000021,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-28.09997973,1.025537409,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.266098931,2.309357998,3.262955456,3.203567307,3.368974958,4.6109709,8.084779734,-1.712683012,3.255904265,0.964560751,6.134082941,6.262805638,5.919176626,1.283736703,4.499999992,-2.399999999
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,5.769420503,2.201675946,5.004387196,1.011381671,12.90517887,-2.330556357,4.436737362,2.655262182,-1.229178079,-1.758564084,-1.022238878,34.74532003,11.03321304,16.66883554,17.48626373,66.57999722,149.9729635,23.77448233,25.66401544,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.415066302,-9.110041149,-8.816417232,-5.667502957,-6.236550982,-5.978936905,-4.893356474
Greece,,13.20384119,0.364810538,11.84486767,9.409676638,10.76801051,6.494502347,5.669485467,7.2037189,11.56366729,8.648471425,7.841176285,10.16015163,8.092378271,-6.438240362,6.366807956,6.851898631,2.941001775,7.246863387,3.282079878,0.677130794,-1.553720873,-1.132647437,-1.078622361,2.010579905,2.509557265,0.517660051,-2.258864016,4.287862019,3.799999597,0,3.100000288,0.69999994,-1.60000021,2.000000356,2.09971959,2.862129007,4.484199227,3.894904809,3.072596359,3.919770794,4.131611977,3.922871898,5.794531643,5.060992425,0.599142172,5.652433373,3.273746857,-0.33517238,-4.300733885,-5.479036989,-10.14931457,-7.082353942,-2.741772076,0.698145275,-0.411901538,-0.489852889,1.280824834,1.558977652,1.856675112,-8.247736115
Grenada,,,,,,,,,,,,,,,,,,,5.341402126,5.60208353,-0.534784049,1.534187499,4.124261647,3.632574876,3.56846524,5.979708166,7.194273812,9.097425042,2.966791702,3.767730787,4.012611902,1.385545812,-0.851148756,-1.958815581,1.693556044,2.12947515,4.438234716,5.015494609,11.75350299,6.898362434,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27618833,-3.995328244,6.123450947,0.947542625,-6.613281348,-0.511262754,0.764976824,-1.155143735,2.351418773,7.344076522,6.443143733,3.735614132,4.442740288,4.141152838,1.981554122,-11.23075823
Greenland,,,,,,,,,,,,13.06085135,6.177273562,6.806008991,5.706253994,0.646240141,5.959208507,8.822315281,6.016717205,4.860597459,8.676006268,0.665279563,-4.41966084,3.457216668,-5.179615486,3.656387978,7.097322746,5.515872099,5.603610711,6.659545024,-11.71953298,-0.113464597,-5.111700032,-5.027932629,5.924369801,3.728677489,1.529637361,1.468926381,7.757981745,1.377884445,7.101596882,1.269035079,-0.971177311,4.430045721,6.906582837,4.987491771,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.298280693,4.742135673,-2.529318024,4.68195411,0.468546638,3.218027331,,
Guatemala,,4.298518348,3.536501264,9.541043929,4.632992432,4.361769315,5.512103989,4.112175617,8.766035054,4.736909015,5.707883599,5.58375455,7.333051621,6.782834332,6.375029904,1.949990826,7.387265623,7.809220685,4.996689821,4.713456087,3.759978164,0.646858611,-3.530089009,-2.572091444,0.496697749,-0.609338954,0.143049598,3.543983305,3.89238706,3.942589519,3.10256318,3.658248724,4.838338846,3.927131982,4.033741482,4.948547512,2.957779892,4.364089915,4.99352783,3.847062178,3.608868735,2.332574853,3.839287086,2.560377668,3.137916836,3.276026926,5.351397787,6.33771869,3.293524,0.476898107,2.884175428,4.163906883,2.974708568,3.694819199,4.443977583,4.092170816,2.677802555,3.079851491,3.322097997,3.866856575,-1.519328029
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879314135,6.493789497,3.642316349,-3.652517275,0.717213115,2.034587996,0.438683948,2.263251936,0.077654824,2.13385063,1.690408357,1.793051924,0.825688073,0.181983621,0.890099909,-0.900252071,1.980377907,
Guyana,,4.689524309,1.104925811,-12.27865726,11.36028238,10.54101876,5.233273894,4.31362183,1.024827553,6.994386657,4.255456893,3.112850845,-3.317670936,1.244719353,7.70283995,8.483021513,1.536913278,-2.63867966,-1.806188772,-1.835696261,1.733889727,1.49616592,-13.19013449,-6.792386689,-5.028737864,2.399667458,-0.900602236,0.899396595,-3.693533101,-4.916666667,-3.067484663,6.057866184,7.757885776,8.175105493,8.532423167,5.031446558,7.955517541,6.18066561,-1.679104492,2.960151803,-1.363803903,2.279521659,1.132626962,-0.632225388,1.56335211,-1.950957595,5.12960934,7.191272927,1.605258868,3.877460611,3.779631771,5.339206232,5.382259989,3.653298082,1.686400111,0.687398061,3.807483433,3.734494656,4.440980724,5.352830787,43.47951463
High income,,4.360528566,5.662682706,5.293991215,6.348853993,5.480314515,5.897833665,4.348678838,5.982768034,5.35836654,2.769103019,3.878781857,5.538807944,6.303679941,1.009496534,-0.109894141,5.141102431,4.006483585,4.249347369,4.112389331,1.250046416,1.895541095,-0.142320808,2.810310076,4.681343689,3.542556458,3.315179211,3.484243677,4.79216812,3.919961846,3.114183483,1.484795992,2.225360031,1.343866747,3.276204954,2.854081012,3.077277412,3.509659019,2.889036444,3.457885217,4.100811556,1.502944316,1.587788551,2.273700107,3.391712716,2.95702349,3.161883946,2.763392785,0.403322084,-3.196104832,2.977712146,1.926845364,1.372456848,1.518770467,2.146750218,2.486294456,1.790264525,2.351739527,2.316933543,1.712743763,-4.640703116
"Hong Kong SAR, China",,,14.29143054,15.76359092,8.628377713,14.64227905,1.794821111,1.603390978,3.397530756,11.34324417,9.206769307,7.293100827,10.61177071,12.27950756,2.415207004,0.492018229,16.16407294,11.72567216,8.260861078,11.5566665,10.10811433,9.260727235,2.94977126,5.976998369,9.973847013,0.757103885,11.05617622,13.39856322,8.511584142,2.277010721,3.830529937,5.701964313,6.23498354,6.201089125,6.036070169,2.373748194,4.258445311,5.099660481,-5.882622876,2.506689764,7.663462103,0.560880517,1.656652582,3.056254298,8.700065555,7.388176852,7.032611619,6.464804513,2.127917031,-2.459140302,6.767668588,4.814682268,1.700325218,3.101546766,2.762376595,2.387802316,2.169494388,3.791005986,2.846447939,-1.67975617,-6.081467784
Honduras,,1.855659321,5.764846041,3.580436708,5.416645571,9.037156489,5.373842271,5.977542858,6.598183245,0.655438847,3.62672094,3.995003607,5.762304882,7.869852503,-1.227641731,2.130681763,10.50069306,10.38388909,5.966211808,5.609926691,0.599354052,-1.222035023,-2.074660896,0.905693885,6.32729576,5.626234849,5.330774418,6.63835598,1.746033806,2.72784893,2.791748949,-3.319308423,6.073687877,6.495718208,0.211903499,6.189304558,1.870776294,4.598083062,3.590233034,-0.735651085,7.291288159,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.892972197,4.842913911,3.84499477,2.653066255,-8.964760184
Heavily indebted poor countries (HIPC),,-0.359571136,7.479977834,3.311106977,3.350899326,3.713031752,2.962112733,1.877486917,4.5475188,4.864305142,4.461781337,4.522305346,1.681920182,3.385797844,5.442814912,1.846596182,3.954236379,3.868681457,2.49349994,0.692008126,0.111975925,3.120584504,0.560080846,0.45625745,1.171018548,1.575221373,3.142928009,3.098972794,1.075038312,1.925366352,-0.318189357,0.366993515,-0.927201571,0.459579781,-0.063490393,5.009028668,5.06340063,3.883382094,3.406204492,3.02620664,2.457919224,4.015913732,3.366645637,4.167722796,5.392082486,5.863335712,6.109689941,6.173831395,6.043981247,4.458162347,5.841952674,4.970327474,5.953675583,6.050110127,6.083507619,4.834805676,4.506067324,5.287479057,4.707893491,4.296948794,0.414910375
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.90533971,6.203341583,2.290762788,-0.948053455,2.861746843,2.957710083,5.67815671,5.635798518,4.154576856,4.308493379,4.993287632,5.067625135,1.8934529,-7.323537319,-1.31656298,-0.198369263,-2.391774269,-0.447092177,-0.341452517,2.431888573,3.498134992,3.439217352,2.807609701,2.858925968,-8.367378217
Haiti,,-2.93198029,7.887575894,-1.892792551,-1.64735737,2.161797861,-0.5757868,-2.117686202,3.181617322,3.811943286,0.651153708,6.480380499,0.977107761,4.75532209,5.779889153,1.122754491,8.438835431,3.708146436,6.208863537,7.560421401,7.37468792,-2.852709712,-3.563745223,0.908181461,0.300917035,0.603631295,-0.497504789,-0.7936487,0.200426838,-2.913424397,1.038122801,1.880544724,-5.309932915,-5.426295999,-11.95062928,9.897707474,4.140773333,2.704713924,2.181840333,2.710248016,0.870059253,-0.334251278,0.924492705,3.359387776,-1.233191515,3.617614016,1.744562258,5.570125758,2.478297341,6.31289037,-3.805275685,6.154225158,0.553166536,3.085008621,3.401777226,1.616915115,1.722544838,2.286127252,1.667826664,-1.68198513,-3.373750496
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.064180346,-0.576108517,2.947154558,1.489525475,0.0824118,3.143129062,3.899998395,3.071029889,4.479191193,4.074092624,4.741283466,4.084523985,4.822853473,4.243622884,4.031013267,0.242181101,1.05828925,-6.699554137,1.12217825,1.937107794,-1.380623328,1.860751624,4.228950735,3.819428379,2.139995712,4.316780987,5.399709209,4.641297075,-4.956748517
IBRD only,,1.397132066,2.882034726,4.63786421,8.013060375,6.122998561,5.173201379,4.256752891,6.238370148,8.009914723,7.541177731,6.43115747,6.646645206,7.237475195,5.794227033,4.48415663,5.984758028,4.407683622,3.554090543,4.753629301,4.73395853,2.325323721,2.937802618,1.838111219,4.929839432,4.497472698,4.295324879,5.102378033,4.068363465,3.208395899,2.130240698,1.303095536,1.702341913,3.783618202,3.64325576,4.084622638,5.516345165,5.311806336,2.604715314,3.736489441,5.900978224,3.612576497,4.608678387,5.974618753,7.716293976,7.2366716,8.303355786,9.015371001,5.975731517,2.918576081,7.854328684,6.431546985,5.355580996,5.365268954,4.839443405,4.437121701,4.670083305,5.215187694,4.819859439,3.969727384,-1.567938214
IDA & IBRD total,,1.351344648,3.285018739,4.718372313,7.572322179,5.890321112,4.605859596,3.240272507,5.943783585,8.194560331,7.999093579,6.452302686,5.97259045,6.898990984,6.001495223,3.798562274,5.948604837,4.409905385,3.228910161,4.65353067,4.570595908,1.946530589,2.57632448,1.509357297,4.59532083,4.457167801,4.180300491,4.945160932,4.105808076,3.152464944,2.297579898,1.328501123,1.716345097,3.51534818,3.400121778,4.027960468,5.456541413,5.135763225,2.658266708,3.679514758,5.736305965,3.684769745,4.674110782,5.896675921,7.629025096,7.153364055,8.135311606,8.807350715,5.915240986,3.093946865,7.726688108,6.270184353,5.295513942,5.409479872,4.910065193,4.370007885,4.565957255,5.150697641,4.808640378,3.958084256,-1.488795852
IDA total,,1.072498875,5.746576258,5.196820591,4.96699457,4.474985432,1.056106991,-3.441574373,3.869512777,9.532604463,11.27127472,6.5981483,1.330692837,4.445723056,7.543888558,-1.220307795,5.668662794,4.427203503,0.703093847,3.854009419,3.255447565,-1.174600249,-0.435710049,-1.290580392,1.655983477,4.090848776,3.14449597,3.533630531,4.442091182,2.660893228,4.097513818,1.604793514,1.868181185,0.611240168,0.707288051,3.381908233,4.766567468,3.090165087,3.294121013,3.007528372,3.773717288,4.556904567,5.457299012,4.978329182,6.591037621,6.152030244,6.094828323,6.228875553,5.145774317,5.310037001,6.150373374,4.245425975,4.525993904,5.98036191,5.813734139,3.519133898,3.226064804,4.309231807,4.66098272,3.802040567,-0.427520073
IDA blend,,1.352680991,4.329138947,7.953605447,5.173566834,5.69190572,-0.420992441,-8.128730066,2.186353171,16.10918997,18.33470898,10.74932213,4.043853794,5.689756649,8.673824887,-2.188441518,6.42678453,5.188564368,-0.747800274,5.962918185,5.515216124,-4.457391232,-1.230243516,-3.173848544,1.591048672,6.131078721,2.802887835,3.776008442,6.410122264,3.044751389,6.569835966,1.952223001,3.030202388,-0.250439824,0.843454189,1.934344932,4.647269583,2.03933421,2.686542633,2.086156097,3.699516572,4.36740707,7.138824529,5.081815565,7.513651465,5.947443157,5.777687307,5.777813059,4.142250865,5.909952324,6.137815551,4.779820504,4.582569915,5.706113166,5.896329379,3.858210561,1.772827537,2.911406803,3.650267771,2.304659171,-0.997948224
Indonesia,,5.740645823,1.841977702,-2.237029986,3.52969815,1.081589466,2.791346825,1.380402806,10.91517857,6.822298249,7.554634514,7.023997197,7.037643208,8.103975535,7.634672906,4.977300867,6.886564974,8.761325601,6.767069858,7.324309486,9.880077522,7.927156824,2.24644534,4.192967368,6.975527809,2.462143564,5.875045104,4.925927365,5.780498488,7.456586925,7.242131639,6.911982836,6.497506517,6.49640812,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126082,4.920067747,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033069183,5.069785901,5.17429154,5.018159715,-2.069543499
IDA only,,,,,,,,,5.326738786,4.008570396,4.648053623,2.210030259,-1.776945717,2.936372756,6.13629929,0.014553944,4.722972545,3.462020884,2.580867268,1.213188004,0.29804915,3.25791246,0.50501947,0.847455411,1.726763073,1.890365017,3.517786032,3.27815804,2.161304712,2.217857735,1.220963983,1.211473532,0.543045524,1.618183,0.553804627,5.018269266,4.896941371,4.235825292,3.942570157,3.978997112,3.850528217,4.750838926,3.743287423,4.871087314,5.633021268,6.368249856,6.428675529,6.70079455,6.186617253,4.717227862,6.162923784,3.711473199,4.468882344,6.257507965,5.731240566,3.179945823,4.707234747,5.693997575,5.635894672,5.266206978,0.115040805
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,0.418923061,19.10553834,9.896346726,11.82935653,6.845213163,4.186976816,1.604992886,0.80000249,2.599995708,4.000001204,4.299998206,7.700006207,8.599994333,13.50000596,13.69999702,5.300001526,5.399999031,6.199998195,5.999999688,5.200003104,5.899999336,7.699998713,7.50000023,4.900001001,2.100000272,3.399998424,1.999999382,7.303757302,4.141718551,5.155303088,-0.385798408,6.952311475,2.837739696,2.213405599,,
India,,3.722742533,2.931127737,5.994353261,7.452950122,-2.63577011,-0.05532877,7.82596303,3.387929176,6.539700296,5.157229736,1.642930384,-0.553301312,3.295521135,1.18533626,9.149912015,1.663103637,7.254764586,5.712532089,-5.238182703,6.735821528,6.006203624,3.47573324,7.288892901,3.820737856,5.254299223,4.77656417,3.965355634,9.62778292,5.947343328,5.533454563,1.056831433,5.482396022,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381476,7.922936613,7.923430621,8.060732573,7.660815065,3.08669806,7.861888833,8.497584702,5.241315001,5.456388753,6.386106401,7.410227605,7.996253786,8.256305502,6.795383419,6.532989011,4.041554187,-7.964610411
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,3.469886457,6.489810315,4.721428751,4.260229404,5.656643887,1.394807601,8.21130137,7.186728668,3.073036304,3.079328587,3.325216537,2.283467576,-0.244299977,4.354372344,3.085614492,-0.428330496,4.663091273,5.217414154,5.813918567,8.466528286,1.929639323,3.343274236,2.692609133,5.75582725,9.634422043,7.373225503,11.01486831,8.757198511,10.52254164,9.399418006,5.304484392,5.896231721,3.009584321,6.785872817,5.73621145,4.980502016,5.30546835,-4.486599314,-5.100471121,1.755080743,1.068526654,-0.052354785,1.267014661,8.713697808,25.17624519,2.042232527,8.940012772,9.0301611,4.917006978,5.866975509
"Iran, Islamic Rep.",,11.44500961,8.58870976,7.259384768,9.213794845,17.22022225,11.23106528,11.62760987,14.80090086,16.29780905,11.1267679,14.41127326,14.42176897,8.554323679,6.54277771,-2.327966645,17.26633056,-4.030789573,-13.95116371,-10.46675907,-27.32955745,-5.167804432,26.97773961,8.596106726,-8.719210461,2.137611297,-10.22039437,0.607073786,-5.453824249,6.027315491,13.83815676,12.39686143,2.862382628,1.028345454,-1.474029871,2.284076815,5.197121181,0.498325524,2.174202824,0.934516318,5.808898853,0.853698459,7.287152062,8.711978686,4.383944068,3.189804087,4.999795262,8.155773524,0.250856553,1.007385458,5.797938302,2.645717918,-7.44455703,-0.194073471,4.60341888,-1.32064512,13.39624262,3.755196452,-6.025971803,-6.78422367,1.66179376
Iraq,,,,,,,,,,3.244186461,4.544357064,5.374552533,3.735303787,4.418755565,16.11336735,12.49066468,17.17510373,1.899959395,17.05696466,20.86925543,24.75372685,-0.728727509,3.433978031,-13.0733124,-1.485241697,1.453896263,4.647590574,9.305281391,-0.019036937,-3.118535215,57.81782835,-64.04710697,32.5922112,30.28982949,3.854532449,2.120021498,11.02078564,21.23793613,34.85709513,17.58226601,16.92166569,1.761480089,-8.198469828,-36.65815267,53.38179418,1.671889622,5.646297801,1.885572141,8.228107104,3.379299094,6.402564845,7.5464712,13.93643017,7.628571185,0.19701671,4.722864019,13.78737302,-1.753660845,-1.213963399,4.445049635,-10.36509018
Iceland,,-0.084661946,8.313712744,10.28338287,9.916544014,7.371729299,8.735933476,-1.267261863,-5.474906346,2.374588027,,,,,,,,,,,,,,,,,,,,,,,,,,,4.567123522,5.771525453,7.362790331,4.034923527,4.98504277,4.013497555,0.559519082,2.142688379,7.802399508,6.124438965,6.316993086,8.454860096,2.209496419,-7.66380956,-2.832774915,1.845779156,1.063636607,4.55246032,1.687215018,4.436663719,6.303687107,4.194948829,4.892180731,2.434823,-6.50391225
Israel,,11.20388562,10.15611716,10.69571298,7.937191975,9.093965599,-0.079644772,2.995020166,16.24195681,13.56570351,,,,,,,,,,,,,,,,,,,,,,,,,,,4.998515157,3.876010138,3.982470917,3.090237414,7.546501633,0.099450952,0.04897357,1.123803391,4.20130921,3.829403549,5.593636168,5.742456602,2.999678667,0.925296246,5.58024614,4.626407467,2.430918053,4.199807588,3.92086116,2.218113151,3.826574872,3.555612725,3.479370319,3.450279281,-2.440010792
Italy,,8.207245914,6.203650458,5.609727978,2.797702279,3.26802372,5.984794225,7.178612466,6.544554655,6.098059996,5.268692979,1.818107934,3.690485825,7.125862304,5.500141101,-2.090162915,7.125385137,2.560500845,3.240139752,5.959159426,3.430016414,0.844227607,0.413585695,1.169203495,3.225852315,2.798085767,2.859971864,3.191960628,4.194377308,3.388383454,1.985774943,1.538447558,0.834275454,-0.852805764,2.151023638,2.886836759,1.266784802,1.830212234,1.810615162,1.625727599,3.786955143,1.951371556,0.253942999,0.138626891,1.423594158,0.817848974,1.790639681,1.48707298,-0.962012841,-5.280937208,1.713295839,0.707333347,-2.980905768,-1.841065451,-0.004547542,0.778304351,1.293462732,1.667859041,0.941737193,0.287449937,-8.871146348
Jamaica,,,,,,,,1.808638519,5.744132216,5.574673871,12.06440904,2.458073452,18.00855529,-5.485509091,-4.22926131,-0.256092257,-6.694245095,-2.597548698,-0.053700315,-1.060041317,-5.714159246,2.639447994,2.069231624,1.909078402,-1.5423458,-2.943635575,1.882588185,7.850354827,3.974302015,7.173304346,4.200535115,4.838238753,1.955542502,9.417102567,1.383389803,2.349957041,-0.113731206,-1.140459872,-2.334553543,1.047673871,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.811736703,-4.345301858,-1.457147209,1.730376267,-0.61363604,0.517686013,0.689822357,0.921487125,1.375223064,0.997123062,1.889923681,0.892291654,-10.2
Jordan,,,,,,,,,,,,,,,,,,8.298408865,14.67956601,20.80290927,11.18484646,17.17871742,7.025943389,-2.219738555,4.291687767,-2.706947165,5.504634251,2.323274371,1.462169823,-10.72921928,-0.275903906,1.608530148,14.3497778,4.486988992,4.971477325,6.200874441,2.087020215,3.308475912,3.012172148,3.389530747,4.245712344,5.269957377,5.783808113,4.161666999,8.567214798,8.146594891,8.092974944,8.176170351,7.232318964,5.023710073,2.314834221,2.737179886,2.429358001,2.609947375,3.384078099,2.496528793,1.994180849,2.087114551,1.934091701,1.955466358,-1.551384325
Japan,,12.04353641,8.908972996,8.473642383,11.6767082,5.819707873,10.63856156,11.08214232,12.88246814,12.47789451,2.512953307,4.698992042,8.413547255,8.032599975,-1.225239827,3.091575916,3.974984091,4.39033795,5.271941503,5.484041833,2.817591208,4.209336465,3.312456737,3.523044985,4.501994816,5.233380947,3.326525616,4.73066586,6.785020109,4.858037686,4.892713066,3.417496762,0.848069581,-0.517919847,0.993066363,2.630999616,3.133870993,0.981228732,-1.270330495,-0.333929958,2.764647551,0.386103426,0.041962499,1.535125499,2.186115694,1.803900872,1.372350128,1.483969412,-1.224289001,-5.693236359,4.097917919,0.023809524,1.374750999,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.558851275,0.270304645,-5.809905571
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-5.299999999,-9.200000002,-12.6,-8.200000001,0.500000002,1.699999999,-1.899999999,2.699999998,9.800000002,13.5,9.8,9.3,9.600000001,9.699999999,10.7,8.9,3.3,1.199999999,7.3,7.400000001,4.8,5.999999999,4.200000001,1.2,1.1,4.1,4.1,4.5,-2.6
Kenya,,-7.774634904,9.457358742,8.778340216,4.964467288,2.009094171,14.7285664,3.361232032,7.98268997,7.959224456,-4.655446914,22.17389193,17.08242935,5.896580215,4.065617347,0.882203178,2.153964497,9.453797849,6.912493547,7.615226042,5.591976207,3.773544197,1.506478254,1.309050242,1.755216977,4.30056182,7.177555391,5.937107446,6.20318382,4.690348768,4.192050974,1.438346791,-0.79949396,0.353197256,2.632784519,4.406216526,4.146839267,0.47490192,3.290213723,2.305388596,0.599695392,3.779906496,0.54685953,2.932475546,5.104299776,5.906666082,6.472494299,6.850729771,0.232282746,3.306939815,8.405699224,6.10826372,4.563209131,5.878680567,5.357125644,5.718507131,5.8789493,4.805696525,6.318450702,5.365748965,-0.30749749
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299968375,13.20003006,2.789750936,5.702796635,-7.943925229,-13.83783782,-15.45932822,-20.08515884,-5.42382191,7.084502408,9.915253894,2.121835264,3.65578939,5.443336633,5.321621422,-0.017324602,7.030293201,7.026812415,-0.175515413,3.102898745,8.542874764,8.40161606,2.886294575,-0.471566601,5.956274309,-0.088150201,10.91546945,4.024038626,3.875825448,4.335855917,4.739937225,3.757910128,4.600625657,-8.616551018
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.80863877,9.903468902,5.89750561,4.006621073,4.681632108,12.70538113,9.993580322,8.148386098,6.578939502,8.505895557,10.34052878,13.25008691,10.77108367,10.21257391,6.691577475,0.086696959,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,7.115694555,6.939060604,6.8414315,7.469169207,7.054106932,-3.141034806
Kiribati,,,,,,,,,,,,-2.290060344,12.07922685,20.90988292,45.30275362,5.344419884,-26.76823252,-4.612629567,1.05959334,-11.58499423,-16.50773235,-3.305785124,6.837606838,-0.8,4.838709677,-6.923076923,-0.826446281,-9.166666667,9.174311927,-3.361344538,-0.869565217,0,0.877192982,0.869565217,1.724137931,0,1.694915254,1.666666667,6.557377049,-1.538461538,6.25,-1.470588235,3.787462687,2.006324636,-1.629360204,4.951631626,-0.049295323,2.034947265,-2.091436758,0.802751509,-0.923884657,1.594561102,4.713319136,4.214773912,-0.697828087,10.40540793,5.135383281,0.89150817,2.313157811,2.247365963,2.538071066
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,3.909904182,7.597675028,8.440121037,1.546903384,0.547738045,1.18672047,8.865807457,8.550068267,10.85699385,6.550345228,9.225374976,5.479794077,4.877251516,-1.864689129,4.268973825,6.801949416,5.301719051,5.383142657,5.842838026,6.823966776,-0.486745779,3.219886422,10.04280842,5.25344983,1.367715073,-3.93339486,3.996346661,9.732820703,3.149788354,0.600605778,6.121597843,-4.047892071,-0.609318192,1.828435302,-2.228012307,5.383690734,6.284804235,1.033704225,2.826378868,-1.977829212,2.924450454,2.054103135,-10.74339098
"Korea, Rep.",,6.935992652,3.895272531,9.020568283,9.473824718,7.31843358,11.99395661,9.079606554,13.16576829,14.5613667,10.05273481,10.54551355,7.214360722,14.89832266,9.511835434,7.839933338,13.2214478,12.3359822,10.9529857,8.671226707,-1.64568764,7.246176285,8.338078087,13.37617449,10.55164035,7.838864022,11.3272612,12.72369212,11.98771556,7.072893605,9.877552502,10.77805613,6.198642798,6.877474129,9.268666338,9.614565393,7.890703326,6.170552427,-5.129448165,11.46694243,9.060833325,4.852399572,7.725142675,3.147291194,5.197391363,4.308542714,5.264326595,5.799548415,3.012984873,0.79269899,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.039348227,-0.957766224
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.99046756,8.436165645,4.858291252,0.605127159,2.473325258,3.662054728,-1.789009125,4.694581871,0.213332576,3.014283152,17.32602042,10.24029806,10.60904498,7.514773,5.991575511,2.479756943,-7.076056431,-2.37026412,9.628406975,6.6258183,1.149300437,0.500876982,0.593019617,2.925868226,-4.712106209,1.246129323,0.427464008,
Latin America & Caribbean (excluding high income),,6.750704806,3.912310451,1.736069712,7.527949586,6.064877628,3.854183042,4.666419359,7.885771915,7.072925426,6.310578654,7.0402177,7.719467705,8.700160424,6.972655942,4.228625397,5.347133142,4.619407831,3.556352046,7.285905433,6.730378994,0.584250736,0.046252677,-1.887373623,3.819052648,3.259211783,3.919052636,3.083117559,0.262442095,1.515633442,0.01213845,3.085672288,2.171152861,4.024096712,5.222293589,0.509938035,3.976278448,5.163844761,2.471746816,0.497016652,3.551278117,0.208562631,0.439751005,2.513760865,5.451621799,4.09931014,5.20280256,5.512946073,3.895763707,-2.049391581,6.717485399,4.551883726,2.451344457,2.907528246,1.400602499,0.472203424,-0.232603559,2.052553375,1.652908748,0.811748538,-6.68914708
