Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
China,,-27.27,-5.57999999,10.3,18.17999999,16.95,10.65,-5.770000004,-4.099999992,16.94,19.3,7.060000003,3.809999998,7.760000002,2.31,8.72,-1.570000003,7.569999999,11.32597799,7.59132468,7.834145016,5.112761091,9.017113914,10.77020251,15.19154002,13.43067752,8.949961764,11.65742779,11.22259498,4.206334355,3.920251368,9.262786084,14.22452959,13.8837293,13.03680663,10.95395434,9.922556752,9.236779892,7.845951788,7.661651501,8.490093406,8.335733478,9.13363079,10.03803048,10.11362138,11.39459181,12.72095567,14.23086093,9.65067892,9.398725632,10.63587106,9.550832179,7.863736449,7.766150098,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.949714233,2.3
Cote d'Ivoire,,9.932555156,1.22699449,14.49035586,17.61308783,-3.109654273,11.57735969,4.598151785,12.54824864,9.539218771,10.37503184,9.456637661,4.236625012,5.939197536,4.327380857,8.252886369,12.91639744,7.314459155,10.90945365,2.394407464,-10.95769727,3.500498907,0.200822352,-3.900240442,-2.701261434,4.501223175,3.259348767,-0.348972909,1.136483964,2.948004945,-1.095908411,0.040925168,-0.244560612,-0.1924851,0.811206685,7.125744724,7.729327422,3.743553144,4.930679628,1.617527443,-2.068400057,0.121371916,-1.667642138,-1.359535943,1.23177284,1.721247367,1.515842363,1.765036784,2.542841476,3.251453718,2.017638592,-4.387254789,10.7065041,8.889421302,8.79407739,8.84285995,7.179207824,7.359638088,6.89028432,6.231709513,1.816441461
Cameroon,,1.183680812,3.041559051,3.74255032,3.547159696,2.026053715,4.614955621,-10.91206559,6.346323856,4.901479523,3.092068236,3.479707817,2.673843292,5.355680778,10.73426226,11.24505877,-5.495138397,13.73987152,22.00300492,6.035118773,-1.965291669,17.08268225,7.516202606,6.866830566,7.474572543,8.063161672,6.77166308,-2.146650212,-7.823631975,-1.819120513,-6.105697646,-3.808599372,-3.100003211,-7.932066575,2.123935444,3.469792148,4.361086518,5.231320709,4.502291241,4.292016945,3.553374364,4.368084242,4.237203677,4.567195256,6.780955924,2.020662307,3.457668793,4.902201732,3.488800919,2.198664102,3.422507641,4.129277161,4.543265016,5.40426571,5.884059327,5.651463744,4.648481551,3.549087318,4.06248684,3.720711423,0.730339198
"Congo, Dem. Rep.",,-10.85137608,21.20069751,5.213990134,-2.440223564,0.997348794,6.775485302,-0.985738661,4.332698464,9.328837439,-0.245056575,6.005018067,0.151135514,8.137275887,3.130585879,-4.981631005,-5.309002081,0.760793602,-5.345291528,0.430088262,2.194912924,2.350524075,-0.457677609,1.411703688,5.541074022,0.467850951,4.717209653,2.675642451,0.470381337,-1.266050636,-6.568310695,-8.421051499,-10.50000856,-13.46905054,-3.899996803,0.69999883,-1.023172642,-5.617046599,-1.624154045,-4.270140831,-6.910927317,-2.100173025,2.947765184,5.577822311,6.738373933,6.135151155,5.320979565,6.259477764,6.225894269,2.85506401,7.107976576,6.87467089,7.086898947,8.481956636,9.470288097,6.91618781,2.399379098,3.726947653,5.8211211,4.384528881,0.773457032
"Congo, Rep.",,8.350726724,5.202308789,-4.029300398,3.816796268,3.676467736,1.358982462,2.116272058,7.631326238,7.548525194,6.358470188,7.753035853,8.617550844,8.231188944,7.885520809,7.731596839,0.916286753,-8.953427981,6.35974701,9.813224739,17.63660548,17.61972247,23.59769996,5.85396284,6.976131056,-1.185660855,-6.861526437,0.189376641,1.766263429,2.599876517,1.000003567,2.395367453,2.611948055,-0.979683209,-5.493075745,3.985324378,4.290481559,-0.624812152,3.73755277,-2.582199358,7.575980395,3.802601899,4.581870061,0.813264076,3.476631621,7.755758978,7.986238363,-6.613994804,6.306375956,11.63728886,9.931265431,2.205919363,9.947153143,-0.712434452,6.716679334,-3.550581765,-10.70209626,-4.373500998,-4.846001061,0.232123661,-7.948712902
Colombia,,5.089216984,5.411889614,3.286707554,6.166941324,3.600011392,5.236735857,4.134864166,5.933118002,6.102517307,6.207796963,5.960727944,7.669147549,6.722954965,5.745757189,2.323255285,4.728368731,4.158505455,8.469900839,5.379118988,4.087353673,2.276872747,0.948420786,1.573956038,3.350683739,3.107106194,5.824076138,5.368932148,4.064173245,3.414096109,4.281998332,2.001607597,4.044929438,5.385409939,5.814661908,5.202437593,2.055854712,3.430293678,0.56978409,-4.204015244,2.924861483,1.677898308,2.503980466,3.918271904,5.333022067,4.828761108,6.716868698,6.738194691,3.283446186,1.139648645,4.494658971,6.947891982,3.912635767,5.13399352,4.499030001,2.955901375,2.087382502,1.359360868,2.564324283,3.281116805,-6.847314206
Comoros,,,,,,,,,,,,,,,,,,,,,,3.864928957,6.38331701,4.821401883,4.110299989,2.279960777,1.867612167,1.637784181,2.687379404,-3.180256516,5.091236413,-5.395637149,8.530981788,3.006061307,-5.276782997,3.610206432,-1.291688926,4.030153668,1.282515793,1.924408712,10.84787862,2.332907102,2.324944861,2.103871636,1.919659807,2.83754787,2.646955476,0.800042349,3.999971991,3.200113112,3.799933455,4.099846955,3.200272903,4.499874215,2.100006438,1.116140583,3.320680025,3.815702113,3.430764136,1.986109505,4.910777475
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,8.451562412,2.825030083,9.520749753,3.783270681,8.642086617,2.871455425,4.309063729,5.996854915,5.697949367,0.692171874,1.404146852,10.93764724,8.708311376,19.18264182,14.21163626,11.34652473,11.11842604,12.51728567,11.22264853,14.28486883,2.231654493,5.250891246,4.176259302,10.19707261,6.912457988,7.983750447,15.17068797,6.650520523,-1.270425968,1.466790097,3.968886345,1.081918279,0.802797601,0.611212666,1.006863707,4.705791509,3.702039188,4.531161684,5.66775246,-14.78340501
Costa Rica,,1.879276559,5.442391373,6.898923445,3.659048312,8.190527594,6.969319032,5.650125921,8.473304346,5.491799943,7.503134343,6.778505427,8.178045133,7.708915812,5.54489999,2.10007105,5.517564403,8.904474432,6.267686825,4.939123955,0.751895403,-2.261655507,-7.285568847,2.862992702,8.024107907,0.721601729,5.536250843,4.764533279,3.43214738,5.665975549,3.553063365,2.26565499,9.201103732,7.09719124,4.519028377,4.153953043,1.350459539,5.476165774,7.155308577,4.21481117,3.868718088,3.491169873,3.41687639,4.317179866,4.424599597,3.976666368,7.326695432,8.215131984,4.738174878,-0.873455943,5.360343526,4.40315924,4.882592369,2.494766108,3.542109878,3.652080968,4.204323252,4.157698963,2.05620273,2.167951807,-4.539965917
Caribbean small states,,,,,,,,4.453150956,5.913318447,5.594436956,4.477938177,2.155858115,7.209352455,-0.588978229,-3.208503864,-1.224658904,1.227680857,3.843969322,5.778490004,5.186980041,2.471575675,0.94630067,1.039013726,-2.420089661,0.989255734,0.076745384,1.328251785,1.845187786,2.178936501,4.151825699,0.925012997,1.2904151,2.163534752,2.94779845,2.806548021,2.923206259,3.499662373,4.065505773,1.184027577,5.059955743,3.732848154,2.02976197,3.59065294,5.601963369,3.948285716,3.625894669,6.807759016,3.312888803,1.279719704,-3.5541936,1.357916716,1.139840196,1.337170717,0.773549808,0.505758349,0.849638201,-1.053363445,0.294998838,1.911361141,0.667680198,-8.132554825
Cuba,,,,,,,,,,,,8.583859012,4.826685845,3.434488533,0.984491816,9.476426069,5.427960463,8.709502857,6.595998567,1.088183302,-4.849442952,19.68833433,8.918234965,5.411470724,7.929716515,1.596674599,0.095303386,-2.402172538,3.705539907,0.680083233,-2.948564945,-10.69269711,-11.58060308,-14.87818069,0.71693031,2.457201172,7.838749659,2.783425042,0.159146052,6.188755304,5.914760174,3.185029904,1.424821261,3.792740223,5.77053807,11.20165642,12.06586311,7.262136966,4.116828042,1.451305431,2.390352297,2.802300836,3.014900289,2.747602563,1.047576632,4.438141959,0.513761468,1.809054399,2.248480393,-0.217448488,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.695752956,0.397065105,0.288184819,0.208461863,0.676426257,1.63593427,2.469962305,2.188044622,-0.53130945,0.08230596,0.612608577,-0.138917069,-0.794106769,-1.138838621,0.278694931,-0.986569701,-1.73976542,-2.166131078,-3.4,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.162625227,-0.357401201,-7.200482447,-2.715635262,1.169062198,1.229753657,1.27933102,2.654527985,2.833122226,3.239976888,3.184043376,4.19434091,3.817100404,
Cyprus,,,,,,,,,,,,,,,,,20.26629219,16.36200095,7.777403359,9.905569384,5.753244701,2.516998441,6.021708985,5.582181702,8.757894384,4.882540772,3.70395029,7.065250812,8.646777846,7.947425531,7.403999506,0.739501203,9.399999016,0.700000488,5.899998701,8.362469305,1.248581576,2.64089464,6.110846746,4.997960422,5.965310315,3.952560541,3.722956499,2.623286123,5.026343926,4.853003838,4.713828666,5.098068453,3.646811991,-2.015262359,2.014695707,0.401437941,-3.446822086,-6.553078255,-1.829309109,3.21856901,6.438058481,5.154777146,5.240747828,3.075791962,-5.103479519
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.61494233,-0.50654237,0.061904269,2.909309433,6.500813529,4.265416645,-0.518331043,-0.356566596,1.384148943,4.001028635,3.042976563,1.569855328,3.583688459,4.814261001,6.60161753,6.766932681,5.570338859,2.686411951,-4.657331092,2.434902159,1.760359624,-0.785004299,-0.045903674,2.262102897,5.388380838,2.53728452,5.168724304,3.198656101,3.029478257,-5.793571284
Germany,,,,,,,,,,,,3.132699738,4.300341334,4.777486892,0.890068741,-0.866738894,4.949258377,3.34721812,3.008492857,4.150363341,1.408828636,0.529240557,-0.394840775,1.57241017,2.82294781,2.327935262,2.287339221,1.402151627,3.707235659,3.896551692,5.255006083,5.108261522,1.923076559,-0.976849818,2.391892071,1.544146496,0.805822891,1.792160821,2.013932785,1.887261154,2.912502964,1.681468481,-0.197973835,-0.700116686,1.175088132,0.731707164,3.816441913,2.976455131,0.959879134,-5.693836336,4.179882499,3.925192705,0.418497594,0.437591303,2.209543431,1.491931528,2.229999868,2.680231114,1.086024514,1.055508247,-4.569616717
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.061543242,7.696085576,6.652650372,5.403099843,8.407662666,7.770497257,0.5
Dominica,,,,,,,,,,,,,,,,,,,10.5357458,-18.35928549,13.38318227,10.829331,4.127683495,2.556318037,4.19664683,1.420933217,7.073356496,6.307561115,7.816623013,-0.191136506,5.417983567,1.347765,2.029420826,2.161414103,0.034481485,3.030862602,3.104202263,2.185627702,3.774226839,0.354079012,2.340219321,-0.06384473,-2.827998893,6.353137122,3.050690295,0.655862269,4.659455486,6.352972439,7.121057986,-1.169590643,0.6726344,-0.223550688,-1.059000243,-0.999940631,4.447947365,-2.691108924,2.556494913,-6.79942797,2.29808023,3.459333649,-16.70916029
Denmark,,6.378832476,5.666822173,0.637021234,9.269938215,4.555254814,2.740910109,5.530370008,5.553076576,6.509248385,1.596841805,3.004995574,3.929385341,4.092946092,-1.12239425,-1.456644936,5.924606187,1.87029103,2.22630854,3.869111483,-0.482986337,-0.666124156,3.684572968,2.596071919,4.166137923,4.003751815,4.904178355,0.254266315,-0.013601205,0.645187432,1.475244277,1.393633997,1.957006712,0.010687631,5.332462712,3.027587267,2.900099769,3.260890158,2.218158742,2.948022161,3.746862595,0.823152998,0.466345571,0.390058556,2.668219267,2.336641308,3.913007978,0.909238928,-0.512016745,-4.90654773,1.870991147,1.336777767,0.226499792,0.933340972,1.619393811,2.342591108,3.245956985,2.821736341,1.989537315,2.114664208,-2.062124959
Dominican Republic,,-2.31324875,17.04724093,6.50290263,6.764865116,-12.48183392,13.46334483,3.327542288,0.238860485,10.89144583,18.22668288,10.87146607,10.39416408,12.89576373,6.001902902,5.193253357,6.728122643,4.981783949,2.140684677,4.531399217,7.968738509,4.279867479,1.69870863,4.627946349,1.252895975,-2.122534978,3.5219932,10.11736736,2.155963331,4.400538815,-5.454312395,0.944138889,11.22093274,7.364513042,2.600354268,5.685430737,5.977825114,8.885269066,6.714477712,5.940049136,4.66176228,2.459516368,4.495103403,-1.345706185,2.570134279,9.428236947,9.174355406,7.415951715,3.209504262,0.946155168,8.33965106,3.133423003,2.717367897,4.875205093,7.05046369,6.927018772,6.659200263,4.666704677,6.982527585,5.05216802,-6.720239373
Algeria,,-13.60544133,-19.68504183,34.31372878,5.839413007,6.20689821,-4.804970943,9.452962563,10.79623857,8.433280282,8.862657109,-11.33171917,27.42396948,3.813176297,7.494917703,5.045341613,8.386756484,5.258585987,9.214835701,7.47782655,0.790606973,2.999996087,6.400004116,5.400003024,5.59999653,3.699997255,0.400001003,-0.699997526,-1.00000549,4.40000216,0.80000058,-1.200000586,1.800002303,-2.100000758,-0.899996552,3.79999479,4.09999847,1.099999939,5.100003609,3.200001552,3.8,3,5.6,7.2,4.3,5.9,1.7,3.4,2.4,1.6,3.6,2.899999999,3.4,2.8,3.8,3.7,3.2,1.3,1.2,0.8,-5.480991935
East Asia & Pacific (excluding high income),,-13.31053518,-0.641603256,6.447930743,10.77715801,10.76262404,7.99364585,-1.39980943,1.767100884,11.36934796,13.43766462,6.772512821,4.910653799,8.276472955,3.961511822,6.729671615,2.820367389,7.671056692,9.228982516,7.139003059,7.532609471,5.603938549,6.424402854,7.685129446,9.926448045,7.869388142,7.165417718,9.154364891,9.779857286,5.700812074,5.162149562,8.02329926,11.19681941,11.29586924,10.94549634,9.877940587,9.060811743,7.339410484,2.879355792,6.385871442,7.644261635,6.983036183,8.067825675,8.952587571,9.12702685,9.985397306,11.09347011,12.50751372,8.625524559,7.992927423,9.932603992,8.647252953,7.582776857,7.302042767,6.978707562,6.701690386,6.555992083,6.705204439,6.515008003,5.751065735,1.277811247
Early-demographic dividend,,4.448123609,3.414332772,4.774848643,8.076524737,5.572112788,4.077745287,5.500772198,6.627010274,6.621654291,8.710344063,6.076821276,6.946069796,7.569362596,6.768969057,2.110970113,7.1746097,3.952649927,0.996699831,4.114923914,2.889341251,3.821755206,-0.068783726,0.279814358,2.092791739,0.727880681,2.995967693,2.75453099,3.545066213,2.390067,5.471228813,4.624463036,4.000564965,3.509705239,3.402891022,2.373803129,5.784738274,4.711091731,2.308006844,2.044502551,4.388414517,0.963018208,1.768227103,5.385378627,6.231188326,5.875901088,5.980725753,5.763515326,3.522080099,0.855968265,6.562263663,5.010570575,4.082177919,4.405900056,4.272498829,4.512359345,4.645172642,4.562296275,3.64095037,2.263297385,-4.828442942
East Asia & Pacific,,3.766514309,5.494490696,7.816460057,10.53315652,7.011178304,8.65829958,7.719934978,9.548460461,11.51114646,5.432572674,5.309369225,7.228126121,7.661492303,0.880894904,3.697690365,4.248215712,5.445513842,5.788404199,5.922983382,3.786599225,4.646065609,4.17199133,4.35752137,6.210606507,5.734786589,4.943236581,6.300742635,7.682312602,5.111942354,5.099658433,4.793793405,4.206320778,4.162665346,5.193370664,5.664044507,5.619695705,4.054853476,0.434700393,3.741800076,5.394057241,3.288595594,4.376983629,4.934422368,5.850966986,5.902672097,6.459675976,7.475108332,4.390964184,2.5605463,7.60352645,5.466823995,5.181984027,5.242939979,4.748092314,4.721483165,4.646292266,5.049646954,4.734014961,4.037068487,-0.444543972
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.435908798,-5.342223437,-10.55632982,-5.510357665,-10.26541298,-1.290521018,0.190294033,2.301525315,-1.59254774,2.177738317,7.993668742,2.874427932,5.490176424,6.639460862,8.418234569,7.223625304,8.16893306,7.744661956,4.548610249,-5.693898741,4.98889642,6.003286591,3.873439052,4.049716701,2.293170425,1.022294663,1.758203253,4.142735387,3.226700889,2.308378866,-1.563010305
Europe & Central Asia,,,,,,,,,,,,3.68387113,4.742053143,6.019447399,2.185809057,-0.529924208,4.701412173,2.84894778,3.224412423,3.764141634,1.354414289,0.481508864,0.944699201,1.962175228,2.64718122,2.797215802,2.753879149,3.075340528,4.241017721,3.538518809,2.345550325,0.447181066,-0.51431758,-0.74204392,1.229281655,2.139968015,1.776225568,3.0809443,2.667788637,2.912386696,4.239308444,2.283608262,1.641554457,1.814305432,3.169688038,2.711087852,3.904284071,3.61477546,1.006156709,-4.376477768,2.647861839,2.34246083,0.337982655,0.937510957,1.894358873,2.083484033,1.891364169,2.770517502,2.120599845,1.730385793,-5.614261256
Ecuador,,5.124414881,4.919146942,2.106368246,7.407245362,3.275082488,-0.339525639,4.621073941,1.909438399,4.66923798,6.87192933,6.292606196,5.017640704,13.95068213,11.20850963,10.972154,7.397187619,1.604842112,5.706824945,3.734048401,3.708682969,5.61286412,0.614845354,-0.336868771,2.625273268,3.935001412,3.464782516,-0.259098708,5.89046729,1.005777946,3.679914053,4.291342398,2.114310675,1.973218079,4.258250468,2.252548774,1.731747514,4.327864764,3.266529404,-4.739385791,1.091801564,4.0156299,4.096776659,2.722877337,8.211020917,5.291308267,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.946511267,3.788868549,0.098872608,-1.226383985,2.368386526,1.289291933,0.012105103,-7.750123377
"Egypt, Arab Rep.",,5.161114145,3.875616723,10.51809262,11.50757747,4.914042294,5.046403712,0.805264127,-1.606792349,5.279517513,5.59851504,4.057346327,3.055680624,3.506830163,1.558938571,8.939147158,13.27968944,9.003044267,8.628767646,4.547689628,10.01132904,7.348553897,9.907171134,5.09440684,9.745762712,5.791505792,4.744525547,3.832752613,5.461320498,4.920868605,5.667029151,1.125404595,4.472859189,2.900790794,3.973172185,4.64245877,4.98873057,5.49235474,5.575497461,6.053438783,6.370003834,3.535251969,2.390204028,3.193454739,4.092071612,4.471744469,6.843838197,7.087827427,7.156283564,4.6735998,5.147234859,1.764571949,2.226199797,2.185466054,2.91591188,4.372019078,4.346643456,4.181221,5.314121037,5.557683888,3.569669475
Euro area,,,,,,,,,,,,3.773163172,4.89095448,6.151421592,3.213296854,-0.771888728,5.027816821,3.085556908,3.12322523,3.873762993,2.159433767,0.523800187,0.712504765,1.390048564,2.377968359,2.312738309,2.506627267,2.53304438,4.305125261,4.098407077,3.602957657,2.676332475,1.417393529,-0.662811566,2.459521425,2.419689762,1.689623284,2.706967124,3.032456475,2.963465946,3.868233597,2.192875002,0.941122114,0.677312406,2.290375808,1.682998753,3.226100885,3.000714604,0.413493625,-4.52621019,2.180210306,1.734587012,-0.854106128,-0.222648588,1.410472085,2.06569248,1.863451751,2.622958182,1.838157325,1.51714702,-6.370359408
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4547625,21.22141119,2.858379059,9.258838563,7.908684578,1.772583091,0.013480096,-3.141985903,8.755435528,3.005429192,-2.655515925,1.451735566,2.574449551,-0.969217111,1.426822211,-9.783030018,3.876501528,2.194190349,8.679800101,,,,,,,,,
Spain,,11.83867419,9.953438103,9.596498874,5.308510246,6.253134899,7.24606031,4.340338417,6.597020138,8.907015555,4.290639268,4.649473604,8.149745791,7.788465361,5.618785814,0.542203214,3.303791505,2.83857436,1.463003446,0.041546345,2.208728277,-0.132468611,1.246461705,1.770115663,1.78468758,2.321435758,3.253321842,5.547122515,5.094324298,4.827030312,3.781393378,2.546000548,0.929215549,-1.031491863,2.383195397,2.757493994,2.660524453,3.702580285,4.393037351,4.490491316,5.24599468,3.932948843,2.731022232,2.981894836,3.122795242,3.652032674,4.102727115,3.604687971,0.887145182,-3.763231927,0.163010231,-0.814373455,-2.959441302,-1.435394259,1.383907943,3.83517266,3.03130133,2.973641191,2.288785676,2.085191421,-10.82288649
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.943010129,13.05001238,4.339837156,-0.425026059,10.08763283,6.0036753,6.771363493,7.600266336,6.80400699,9.524412641,9.76558337,7.57914052,-5.132000958,-14.62905503,2.444265118,7.263084581,3.228200494,1.458428636,3.011366587,1.853020046,3.155564814,5.792044675,4.133819798,4.096342644,-2.951069313
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,0.916013858,8.235005718,-2.848021453,-11.14435298,9.661612359,13.8593304,0.503674879,-0.36104418,2.726451783,-7.1374797,-8.672480148,13.14283398,3.189964582,6.127511414,12.42617378,3.133906851,-3.458139134,5.162145821,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,8.364085699,6.056617792
European Union,,,,,,,,,,,,3.634716494,4.759410509,6.008768937,3.095265628,-0.661320937,4.89278748,2.874268688,3.04976845,3.872420442,2.07526762,0.511489145,0.812215432,1.448586515,2.495592285,2.352749171,2.584896106,2.519500871,4.160912976,3.917739752,3.382928767,1.85882928,1.160862143,-0.574726371,2.651973404,2.662636496,1.879920039,2.654162853,3.009497815,2.948796595,3.903869084,2.17266706,1.110927352,0.903728546,2.587454339,1.925843859,3.490663323,3.154599821,0.637455727,-4.353835811,2.247309977,1.873043529,-0.71958898,-0.030492314,1.586921321,2.316299589,2.00963802,2.824975822,2.07190965,1.76470512,-5.937361135
Fragile and conflict affected situations,,,,,,,,,,13.76232965,14.40943673,9.909856015,2.578656462,4.677153144,9.351105091,-1.489203533,6.828489189,4.403743739,-1.296279374,6.41988685,6.117073282,-4.972550885,-1.649073258,-5.419001624,-0.14364495,3.407653802,2.263407387,3.927321816,3.216065531,-0.732745898,11.63799308,-7.940753732,2.255335256,1.144768343,0.504318928,1.888031601,5.720854429,5.113151518,7.049273507,4.247297903,5.741164088,4.222200567,4.800440841,-0.356591485,11.59951408,6.707107312,6.668348241,6.85318105,6.337548256,6.183992468,7.31174702,0.260824175,7.107975676,5.55923975,4.025434834,1.790437342,2.216977492,2.212839136,2.472221562,2.52236848,-4.669243503
Finland,,7.604670479,2.981945536,3.285099636,5.238686598,5.302857802,2.372823015,2.168828883,2.303289984,9.593287785,4.813736796,2.356921358,7.735485502,6.983827845,3.23653304,1.804898277,0.344382485,0.239510829,2.919707412,7.121926371,5.38904788,1.315878854,3.108088693,3.116581514,3.237691996,3.548896587,2.755633459,3.574826138,5.217150323,5.087143674,0.670275844,-5.886328069,-3.294660066,-0.66199803,3.963052424,4.21686747,3.66717983,6.333795654,5.457180501,4.379575723,5.773362458,2.610019124,1.707148962,2.003784203,3.99209129,2.779850556,4.027409658,5.299336507,0.783995061,-8.074447432,3.185958654,2.547664838,-1.397545728,-0.901696316,-0.364908157,0.543659212,2.811457767,3.19240963,1.141947509,1.343755373,-2.870690593
Fiji,,3.517582004,3.606102141,6.358771974,4.877280731,-2.70026696,0,13.35182833,7.916221558,2.596410512,12.70271113,6.888986665,7.485276672,11.6128685,2.60114991,0.530211189,2.736163248,5.904011844,1.863401451,12.22481977,-1.603456934,6.329990548,-5.9784862,-3.960123009,8.393024471,-4.613474867,7.749907965,-6.615019994,0.955754872,7.438632436,5.800002719,-2.700003729,6.10000191,2.130032421,5.099999609,2.499998538,4.80000043,-2.199999369,1.300000452,8.799998719,-1.699998416,2.000000147,3.199999114,0.999999345,5.299999705,0.700000402,1.852483872,-0.85065431,1.03279422,-1.386037708,2.954672422,2.705143029,1.411314382,4.73421949,5.603141161,4.502018108,2.444752967,5.353631074,3.812637219,-0.4453347,-19.04875649
France,,4.980111849,6.843469985,6.233679952,6.652099508,4.861507696,5.251837046,4.921148915,4.491308886,7.109475345,6.108679813,5.316715897,4.511374019,6.344580675,4.300919143,-0.959884746,4.356758903,3.464312004,3.978543722,3.549989157,1.57874526,1.069019839,2.505396616,1.240864862,1.513721603,1.622781367,2.33727635,2.561900335,4.743142194,4.343861063,2.923935081,1.048175847,1.599342677,-0.628666352,2.358342181,2.106695253,1.412993673,2.336296529,3.588659425,3.421373799,3.923669227,1.983721419,1.135531482,0.823160757,2.829752929,1.66321998,2.449323601,2.424736243,0.25494596,-2.873313828,1.949437623,2.192700633,0.313134751,0.576326675,0.956183052,1.112912341,1.095464404,2.291419994,1.865066071,1.842971814,-7.855256037
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.014464845,-3.182371519,-6.060937437,2.85051586,1.37443839,4.833903786,2.167602441,0.546997672,1.572115067,-3.080153047,2.041867164,-0.081055293,-1.836185294,-2.408492587,1.093099241,2.259389956,3.188574755,-1.866819755,-3.679767791,-2.305775745,4.621884004,0.900180417,2.682185944,0.2116536,1.20028899,
Gabon,,14.76684319,7.449211597,6.092435284,4.554453634,8.33333566,4.508004567,4.115152854,2.508800881,8.082910434,8.679342176,10.25873091,11.33697068,10.18243362,39.48709518,19.19011491,35.62533797,-12.58209117,-24.04920607,0.47440528,2.552937158,5.095329279,-3.097520398,5.608240679,7.508902308,-2.332949333,-0.803597734,-17.14604221,12.84535325,8.54530999,5.192237277,6.112503483,-3.090145652,3.946555008,3.712754841,4.973847763,3.62504902,5.738367395,3.477833587,-8.932622802,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676203333,-2.806578356,6.008108025,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.638699003,4.314964441,3.878899395,2.091442208,0.472642031,0.842950946,3.944946204,-1.323936553
United Kingdom,,2.677118943,1.102909649,4.874383998,5.533659386,2.142176544,1.573100414,2.786474642,5.441083438,1.924096835,3.38084999,3.504717313,4.321667607,6.523848492,-2.484404001,-1.473649493,2.910266166,2.457750493,4.204260468,3.749016637,-2.031367786,-0.787743812,1.994891182,4.221856422,2.269105144,4.147414952,3.150340586,5.392738342,5.732413648,2.577602729,0.733755503,-1.103121655,0.401082104,2.48983093,3.846009131,2.531670077,2.491610855,4.975295008,3.707771046,3.29520162,3.506217426,2.730335651,2.178744368,3.321881725,2.286278175,2.955691743,2.693800367,2.360575861,-0.278780161,-4.113949331,2.074050953,1.275708411,1.430396029,2.186113352,2.862728671,2.363069511,1.722385904,1.740309443,1.252590613,1.370814722,-9.790240362
Georgia,,,,,,,7.535631294,6.249999544,4.456334814,4.778149725,12.05211625,2.470936125,2.836873807,6.482761546,8.80829341,7.380945301,6.097564234,6.896550161,7.429127692,7.370346072,4.576266275,5.267423656,2.001538541,4.301886844,5.426922971,4.94165542,-8.175275893,1.282042848,5.555558079,-7.195201896,-14.7882259,-21.10000073,-44.89999946,-29.30000197,-10.39999397,2.599996724,11.20000201,10.51904122,3.104902718,2.869257044,1.838341066,4.805453273,5.473836801,11.05872319,5.794496346,9.589574062,9.419770648,12.57895343,2.418571659,-3.650513631,6.249487768,7.399999867,6.369008306,3.621305352,4.431924823,3.02220738,2.90643878,4.842603225,4.842919885,4.982350475,-6.159672928
Ghana,,3.429674012,4.109158606,4.405974201,2.209327505,1.36899887,-4.258290372,3.075364052,0.368860329,6.006174964,9.723472587,5.216124557,-2.4876554,2.884584195,6.852516832,-12.43162902,-3.530182806,2.274107244,8.475935599,-2.514941418,0.471695943,-3.503066947,-6.92365041,-4.563737506,8.647569458,5.091617273,5.199160679,4.794898878,5.628168765,5.0858727,3.328817883,5.281826369,3.879419072,4.850000569,3.299999809,4.112418929,4.60246109,4.196357458,4.700390844,4.399996886,3.70000004,4.000000099,4.499999578,5.200000074,5.599999989,5.900003916,6.399912502,4.346819164,9.149798975,4.844486998,7.899711889,14.04712363,9.292789405,7.312525007,2.856240199,2.12075931,3.373465725,8.128894916,6.200077672,6.507774788,0.414443468
