Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sub-Saharan Africa,,,,3.523868636,4.203991035,5.036336956,4.802119599,4.98710593,7.878867715,6.280392685,6.595596795,4.569385009,3.870510316,
Small states,,,11.33783653,,8.823351974,6.551868116,6.007252582,6.2207774,9.3304764,7.026542569,8.219945189,7.249477666,,
Sao Tome and Principe,,,,,2.001836969,14.54785828,14.51788571,1.38764213,46.95713857,68.14284925,34.66415585,45.96726967,17.03026394,
Suriname,,,,14.22401616,6.935176211,25.08869068,10.88441202,14.93506503,10.81283568,20.03224728,10.27714639,5.821902288,12.52179912,
Slovak Republic,5.392435084,5.085142922,6.356168205,7.354641744,7.523075635,9.577895165,11.02396828,11.14764922,11.15859177,10.75113426,11.76540286,10.63636485,9.912570585,
Slovenia,5.685398149,6.483709635,6.847766281,6.08031907,6.217701465,6.663193774,6.73855967,6.417225503,7.025375595,7.151213694,6.509791222,6.825121199,7.354029839,
Sweden,16.87960968,17.35715,18.8582209,19.68053311,18.78196492,18.03573508,18.03452882,17.99858922,18.09032289,18.27160547,15.40393423,14.37504015,,
Eswatini,,0.349978057,0.274186678,0.23130849,0.076379794,0.065735529,0.097260248,0.081342713,0.232643859,0.199860512,0.29324389,0.924127066,0.274638735,
Sint Maarten (Dutch part),,,,,,,,,,,,,,
Seychelles,,,,,,,10.88018219,5.862670478,8.107838676,3.738239991,49.63209016,5.243567539,2.19832182,
Syrian Arab Republic,,1.881492192,1.572221094,1.507287506,,,,,,,,,,
Turks and Caicos Islands,,,,,2.100620439,2.19852999,,,,,,,,
Chad,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),29.7152629,28.0724465,32.56867663,30.703915,29.07292924,29.66243906,30.3757652,29.16046214,29.86545371,29.85603143,31.56870931,32.12342532,31.68634888,
Europe & Central Asia (IDA & IBRD countries),5.382168714,5.522088495,8.60291743,9.273660759,7.872293324,8.806537734,10.31162256,10.99037422,12.13293528,11.2226578,9.744084994,9.363865718,10.39560205,
Togo,,0.039613626,0.076542176,0.048432554,0.302255197,0.171441645,0.220281691,0.154375376,0.430004083,0.09980307,0.74055702,0.266495429,0.147649582,
Thailand,27.89899842,26.34128517,27.5067049,26.29237293,22.71110277,22.84198202,22.14121394,22.68617529,23.94521256,24.1869014,25.12417341,23.72269295,23.61064719,
Tajikistan,,,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),,13.18938005,14.26960855,13.69893041,13.35187661,13.05260209,13.26295831,13.27005047,13.80481556,14.72680244,14.63624205,14.13732055,14.18218774,
Timor-Leste,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),,,,,3.141284955,,,,2.083907096,2.136939012,2.252229846,,,
Tonga,,,1.09134111,0.038762918,0.07884325,6.630684691,5.973503093,2.696506088,,,,,,
South Asia (IDA & IBRD),,,8.360391493,6.937177599,6.947837763,6.816393752,7.78877275,8.471228041,6.865746724,7.063714222,6.857583095,8.736968496,9.894824409,
Sub-Saharan Africa (IDA & IBRD countries),,,,3.523868636,4.203991035,5.036336956,4.802119599,4.98710593,7.878867715,6.280392685,6.595596795,4.569385009,3.870510316,
Trinidad and Tobago,1.604635611,0.774398407,0.259351813,0.092252728,0.123158048,0.762964138,0.181789479,0.136127589,0.137844786,,,,,
Tunisia,,5.606503597,6.85508417,8.006293808,8.326128465,7.057662263,6.458873599,6.765407908,7.785447378,7.930065621,7.389962485,6.797048517,6.885865649,
Turkey,2.172191965,1.857103725,2.023809682,2.200943062,2.115045777,2.164143057,3.277001678,3.557398907,3.610654636,3.197307947,3.402770225,2.816013916,3.043544219,
Tuvalu,,,,,,,,,,,,,,
Tanzania,,2.23014988,3.482623806,3.866558456,5.902994821,11.34277516,6.714585786,3.384020409,0.853175014,2.319270394,2.559571657,6.891609053,,
Uganda,,1.48889549,1.305182037,2.570754844,22.55284519,21.88364964,2.107997372,2.678430137,2.297024304,2.046649447,2.053875668,3.530151591,,2.102593394
Ukraine,,,,,5.069675872,7.033270678,6.853414779,7.691961601,8.7462997,7.409918601,6.438007168,5.578933779,,
Upper middle income,20.14035346,18.8437929,23.286315,23.38084047,21.70406952,22.16416293,23.08414796,22.69438978,23.95490213,23.7939695,23.79597435,23.77404197,23.81373624,
Uruguay,3.678288222,5.328904091,6.360343323,7.260326909,6.697487371,9.903988677,9.228398711,8.553454711,14.74248759,10.59605342,8.491142633,7.621977974,8.191826777,
United States,30.37322923,28.85784981,24.86777418,23.001461,20.98457948,20.55940432,20.52684609,20.86079735,21.75986712,22.72374714,19.5199017,18.74174054,18.93354799,19.75239403
Uzbekistan,,,,,,,,,,,1.611452236,0.464918974,0.725248058,1.56866082
St. Vincent and the Grenadines,,,0.819113296,0.155865233,0.026135304,0.050756063,0.214005,0.046039138,,0.003988753,0.000819764,0.001089288,9.926151019,
"Venezuela, RB",,,,,,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,
Vietnam,,8.829579032,10.52367722,13.12845176,18.81052406,27.16079684,33.59562197,32.05589553,36.36841281,38.05584795,41.73807003,40.75124077,40.43606065,
Vanuatu,,,,,,,,,,,,,,
World,20.41333844,19.50288755,21.18521857,20.75814753,18.90346904,18.84500251,19.1850749,18.9765514,19.95435884,20.05007829,20.52726782,20.52669011,21.04089828,
Samoa,,,0.573530825,1.270792386,1.030545546,0.301258665,0.695837344,1.976740084,0.814942122,1.018478814,1.394586109,3.095229539,2.279035222,
Kosovo,,,,,,,,,,,,,,
"Yemen, Rep.",,,0.579934003,0.572957491,0.665766124,0.673180158,3.301955175,1.450963852,8.016892182,,,,,
South Africa,5.954104058,5.482520236,5.915976686,6.23054382,6.20210557,6.685170637,6.524672378,6.662134573,7.420193549,6.657803321,5.679586456,5.287441295,4.894529683,5.628044981
Zambia,,1.437535833,1.456437465,0.756216108,1.735641026,3.97659305,2.248590388,1.69861411,6.786930823,27.41333278,4.109835547,2.002261683,2.313785373,1.366546222
Zimbabwe,,14.36418329,2.794786,1.950834496,2.781006711,6.219149744,2.952924567,1.464182709,3.28237683,5.168145724,2.591861149,2.065818145,4.954689112,
