"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Guam","GUM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411706","70848.0000000001","16213","74241","95679.0000000001","41530","119766","105393","90066.9999999996","161359","254735.000000001","82703","95124.0000000003","1133987",
"High income","HIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201630110225","","1386583200125","1372672281890","1399879254324","1437123342280","1354375796272","1358176933458","1653884843953","1785024860726","","",
"Hong Kong SAR, China","HKG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2650435083","2354314069.00001","1999988430.00001","2527688328.00001","1223155019.99998","962302375","680836567.999989","540930247.999996","453113873.999983","469855937.000006","293614183698","330093815142","322038776661","340139388530",
"Honduras","HND","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9813708","","15498509","19523512","12063500","39629273","","44610834","18698692","37769500","45740961","29002647","12634974","",
"Heavily indebted poor countries (HIPC)","HPC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","815928180","665751940","708011208","595087626","593392558","","",
"Croatia","HRV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","803505740","936982483","792991353","817139880","776016219","913351649","999788842","915592300","915710065","1336108842","923411397","1011939688","954203937","1079692875",
"Haiti","HTI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19947348000","21676178000","18119039000","20250342000","22847603000","17580685760","17144182548","15686910823","14668166894","15922190961","16903987958","18065921731","18527224783","18080536428",
"IBRD only","IBD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","536673632533","696729693892","785534570509","854527647967","938836300971","952580072854","948792941312","899996055104","1039696817319","1155790984598","1142327117309","",
"IDA & IBRD total","IBT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940146676938","954009921011","950884328998","901940604411","1041709822754","1157793177302","","",
"IDA total","IDA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513619823","","566610081","608358741","551409825","712536566","",
"Indonesia","IDN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7065519398","7291773259","7242007286","6520318705","6603091281","5900470886","5418668848","5974888118","6389604745","6285817887","6415055077",
"IDA only","IDX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11347424854","10778725729","14546206697","13927179245","17965366385","18344917155","14615780664","14300754797","15161028362","20273090235","23643556632","21662006256",
"Not classified","INX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31642374025","31031561099","26463470196","23348668172","27793208823","26223319165","25029015199","25865024116","30632324601","37990080238","34827021587","36493794777","39356223019","42492086043",
"Iran, Islamic Rep.","IRN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710992017","","280498131","308948526","277896224","249197112","278924957","175291017","","",
"Iraq","IRQ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","774999866","417158537","246432607","142439834","157704167","111298114","94980249","119694467","111536289","136816468","167559778","143430802","305002021","146593791",
"Israel","ISR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3121661000","9662205000","10540545000","10584992000","11681717000","11565015000","11744185000","12408980000","13753939000","12199784000","12057719000","12971903000","12564551000","12780723000",
"Italy","ITA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30352903213","32850608496","28148836006","29719447144","34153221516","29851307796","32431629494","33222989923","30511569124","31317931725","32232276659","32581025234","32869409059","34865442787",
"Jamaica","JAM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6447307","4303754","2935421","4141872","4638187","4359115","3313970","552512.000000001","2140177","2485946","10887824","1518794","",
"Jordan","JOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38758062","42631517","50931443","122345003","117330940","107823091","81697863","93168512","121230000","149415963","83323220","74306903","71400169","78697324",
"Japan","JPN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128727363860","130663627323","104428943952","130195143315","133518227403","129759453736","111570711084","107607055831","98537259154","99291270316","106424106354","111010395630","104021031779","102966232360",
"Kazakhstan","KAZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1812739413","2364844859","2599205989","3571435540","3112444089","3396247933","2856234330","2076559972","1787720485","1762977653","2251491437","",
"Kenya","KEN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80113877","98505674","117836309","","","78074332","","81208728","136063973","48617464","54899301","82475871","85972271",
"Kyrgyz Republic","KGZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11470412","11019696","2970808","11909204","16118188","17236761","6232732","43740657","67844909","88959757","40023711","29880952","27637566",
"Cambodia","KHM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1604572","3806890","9960158","8239391","7198370","13857078","73018956","31192962","121425750","171116016","177204852","164816025","160372353","",
"Kiribati","KIR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38747","23848","42923","","","","",
"St. Kitts and Nevis","KNA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11420","302278","34590","12585339","10761053","7944481","4863484","5702668","6842006","","","",
"Korea, Rep.","KOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106536575954","110796256042","103496484580","132079020904","133473672851","130689572360","143484623384","149059893806","147118868911","135914291176","166675269584","192789656676","153561173548","163988797604",
"Kuwait","KWT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128299623","131438847","","97593423","5504361","4070227","3788702","5445870.99999998","231363392","26496303","",
"Latin America & Caribbean (excluding high income)","LAC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52009101606","63548325046","72295546965","75090623457","76380254322","76938680803","74669771387","78020677537","86480171051","89769186876","87995058368","",
"Lao PDR","LAO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19433467","21093611","11789240","45042419","153548989","298095467","275176774","389702541","467981186","229427369","",
"Lebanon","LBN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51309079","77054015","161873124","605177111","61167596","44875795","50373171","46480137","37644903","38914218","272165501","39529301","","76215323",
"Liberia","LBR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1513358","2882323","2100682","2083156","4560982","3921940","9939617","5351934","",
"Latin America & Caribbean","LCN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75913515907","","","","","87265501752","","","",
"Least developed countries: UN classification","LDC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","912622413","1233812582","","","","",
"Low income","LIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103072547","46943091","62430399","71718329","60090697","72434479","71161857","63227844","67493901","79026656","","90992774","83151757",
"Lower middle income","LMC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66495189483","73794924854","80277753270","134262950834","148690173009","","",
"Low & middle income","LMY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","924359301691","935063480308","932195722275","882328559496","1020732543668","1133744300185","","",
"Lesotho","LSO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","682350","827952","1254081","","","",
"Late-demographic dividend","LTE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510039516673","649658996259","729651213840","796874050001","876165135865","890290165463","896039720781","852983394155","947428563804","1057423784858","1039918394334","",
"Lithuania","LTU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1262795529","1547215041","961309552","1263667492","1583461183","1712087878","1907024595","2093093373","1920341226","1963431129","2317936056","2516321413","2527024759","2619235798",
"Luxembourg","LUX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1411406502","1146674832","1044151971","962856325","1135855717","925030454","743238936","679502822","702202236","811594546","786641159","858269925","791663677","615737844",
"Latvia","LVA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356719940","430105241","375922456","430707595","633815820","777098343","1082425231","1329488674","1291458329","1203458453","1413240988","1881856793","1471919256","1814600262",
"Macao SAR, China","MAC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44444052","38773741","21512694","","","","","38252.999999997","","","","","","",
"St. Martin (French part)","MAF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","564392253","602597558","691266542","838959900","1018014031","",
"Monaco","MCO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10339499","20511411","19863856","26511802","16758559","26543277","20759441","15491763","30060831","18944087","24973388","36904904",
"Madagascar","MDG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7358033","7433359","9755514","5518024","52264343","2053172","2591337","4418113","1571831","5124798","3682713","2999286","2679401","",
"Maldives","MDV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","708","","","",
"Middle East & North Africa","MEA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12855211763","","15462817915","14858375853","15026288940","16793396109","17886257654","15757322103","15808945275","17228632490","","",
"Mexico","MEX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43707714823","38972532897","49291367742","52313656570","57666698884","58572112528","61551701430","60285844432","62455529343","69687047762","74886123830","75234337293","69544184531",
"Marshall Islands","MHL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775188514584","842941821708","924170799190","934868714748","932029155515","882224561483","1020593705543","1133628551385","1121798108507","",
"North Macedonia","MKD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23018887","36728604","43323149","81123806","129994717","117341815","122677707","130746438","125087059","82150897","186204272","234170143","252593569","232386369",
"Mali","MLI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3373034","","3204182","7320665","3974159","","","","10105788","3021238","","","",
"Malta","MLT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1491753348","1346504920","1006510130","1185240215","1318065057","1276145313","1017479267","858230375","635089986","592218559","655819653","762250697","758632076","",
"Myanmar","MMR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58189","3743377","15467021","6071366","15846766","9486539","252834721","285995159","246079374","211591215","202309315",
"Middle East & North Africa (excluding high income)","MNA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1097279349","","","","","","1942689784","","","","","",
"Montenegro","MNE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6279001","16652965","8629674","8063951","9889196","6909504","11118361","11848593","5165276","5133057","4246458","9697706","9914687",
"Mongolia","MNG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7109238","","","","","","22669722","33796542","3152908","35523919","3779198","6763250","39589730","",
"Northern Mariana Islands","MNP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104748497","83888558","44098230","31400309","12601457","32198905","27220071","4329719","",
"Mauritania","MRT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","","","3399","",
"Mauritius","MUS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102798711","22748806","6212760","9788104","10637134","6397088","355021.999999997","1289245.99999998","1053133","28412079","31292622","24298902","20091030",
"Malawi","MWI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124185","3758804","2106796","22773567","1672462","11023851","9848473","4022059","26903867","8406539","1679969","4437252","",
"Malaysia","MYS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55657598669","65679346179","66508233664","66500014332","67099495956","70965144695","64474611125","63220193892","74136279705","90395903009","86554988404","92123577046",
"North America","NAC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275284617911","277422812880","180258479429","196187238536","197599327154","206164224253","204917535568","208797486542","207197935424","203143980771","184240930715","187076387152","188498772664","169530871713",
"Namibia","NAM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85745572","23868952","44645778","50444955","48113447","108419186","72295515","114014386","6256557","24271281","2161539","2888323","2508912","3763325",
"New Caledonia","NCL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5592609","141296676","6491337","160695824","85540787","99288063","137707111","38232166","","","","","",
"Niger","NER","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4864092","4619872","3285632","4743782","53489210","72921955","11881005","2506150","17879182","4597297","","",
"Nigeria","NGA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53325602","63825351","40835778","81309415","93865047","150719079","509929276","7388348","18315636","41631961","85424676","",
"Nicaragua","NIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5557868","8213173","7447275","6233877","7559400","4660294","7987567","9951099","11891363","17030802","12612402","14952958","24126468","",
"Netherlands","NLD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83800265539","78401590953","67926426677","77648849738","86017434688","81614077707","81183698811","84729328813","69866168731","71152272667","78188526043","85690573245","87120587840","87609061205",
"Norway","NOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4479570005","5511497126","4890835994","4968407206","5394091752","5166856017","5383358032","5713622241","5051355645","4323546006","4272827826","4349108039","4636646551","4134524341",
"Nepal","NPL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2526185","4313163","2783697","816353","1909800","4400040","2850013","4241243","5993527","","","",
"Nauru","NRU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","662664983","637514818","521135131","614260663","925352727","762141618","775319268","699198668","657268111","640393735","564489409","606940905","572752440","590425989",
"OECD members","OED","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1196053571181","1303386257434","1060898534989","1209626592863","1307525947268","1294788402621","1318208858258","1355706464860","1276829040059","1286477995725","1285830972960","1376446942612","1344485227779","1261456348915",
"Oman","OMN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167104202","159946807","230872190","138986752","50129889","48362449","73302558","","",
"Other small states","OSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3029994283","","","",
"Pakistan","PAK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279153356","233457654","268284611","330173896","316873000","354220535","264492175","267621853","311291847","360255497","374587947","396193878","309393334",
"Panama","PAN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1108996.99999997","900026.000000071","696666.999999899","4877488001","1969956852","2031204424","752236127","655095419","923062482","1361750579","","","",
"Peru","PER","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121646969","121960054","267465444","322872161","202759364","203768303","206109067","224263734","187310528","212444388","210950542","179330470","",
"Philippines","PHL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33502479344","33903553364","35825933401","32818761665",
"Palau","PLW","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1105649","2231245","3509603","1277066","401591","","",
"Papua New Guinea","PNG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67790100","17574763","","","","","","","","",
"Poland","POL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4192741568","7161585686","7698093652","9588658776","9701793641","10847206586","13842329476","17075505272","16877959173","17382613883","19261853887","22236772391","20354175965","20276511776",
"Pre-demographic dividend","PRE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1213806921","869586760","643266332","","","",
"Puerto Rico","PRI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3502609819","3575980157","1618308116","1498673592","1834211630","1919330026","2135760004","2315726875","2096407037","2457329643","2816236487","2978219490","3595047498","3359568309",
"Paraguay","PRY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25475195","39796552","40885859","41672311","59112923","56616781","66156749","62065736","50417841","60873339","62253535","102336648","76176090","",
"West Bank and Gaza","PSE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167530","489469","358718","974636.999999999","696891","1128720","376541","1101491","5860647","4340427","4292150","6243920","6637323","",
"Pacific island small states","PSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1262030147445","1331301754912","1073271202172","1243540870332","1331423693705","1316974644660","1339827541636","1370072900287","1283008056299","1280964310414","1577479677483","1702308968143","1657621384269","1604144153081",
