"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"French Polynesia","PYF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11343822","6207963","20506495","2388577","8801278","20726119","11000066","","","","","",
"Qatar","QAT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950860.999999997","","112596","218668.000000005","27939.0000000003","33370.9999999992","205330905","62631.0000000231","292251.999999993","155183661","122141.000000003","465899482",
"Romania","ROU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417646339","2623560851","3329566907","4856823006","5673719563","3649893276","3679007733","4473329971","4437963902","5254485304","5558653635","6637140086","6994469377","6984613434",
"Russian Federation","RUS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4365678062","5534576218","4796518942","5369759303","5810785524","7797725492","9309774146","10482099237","11542728872","11290145982","10483802377","10183007833","10864829654","",
"Rwanda","RWA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14878279","1237490","3358226","1097404","2392668","6763640","8666023","5547308","3552188","3489244","6816497","",
"South Asia","SAS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11674908636","11151712419","14994861712","14410422904","","","","","","","","",
"Saudi Arabia","SAU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134397210","180686093","209615941","202105320","213847736","258048056","289531027","254585411","278105527","421118895","261725653","252680849","270579693","",
"Sudan","SDN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35371.9999999998","10731495","64633","584912","6500","1401074","1230308","1014184","1526016","549176","869554","","",
"Senegal","SEN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48941472","105118317","14627177","9068038","8550765","11616694","14516361","28135399","23026460","18809131","28155692","9412110","7555947",
"Singapore","SGP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109439797761","123853063584","99762941900","131971304322","132291714560","136622285147","143758756182","145601846763","139341724308","135616252594","147178835744","155446548683","150958791008","161271294760",
"Solomon Islands","SLB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193415","525542","305201","171263","","",
"Sierra Leone","SLE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2251","552.999999999997","1151.00000000001","1348.99999999993","378767","","",
"El Salvador","SLV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190282218","202277691","178006148","235605826","238653934","225446747","227689954","226164846","209056904","223937030","251219313","277848371","230311113","235841503",
"San Marino","SMR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264460846","318766457","293928985","309509259","326374280","461948405","438205346","449012575","390638512","406369789","396951920","458079442","","",
"Sub-Saharan Africa (excluding high income)","SSA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3832924482","4211906168","3376655791","2994464351","2915979107","","",
"South Sudan","SSD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3833591011","4213295293","3377713782","3029578419","2921500397","","",
"Small states","SST","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4359","101787","117701","4081","222420","739677","386566","1332855","191951","",
"Suriname","SUR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5516346","5886909","11675458","4466089","7305535","2471126","2519617","1028529","1169002","2914164","",
"Slovak Republic","SVK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2684224202","3057611784","3066060303","4113247653","5012465108","6439164997","8092166008","8401134883","7461127959","7484803091","8812917854","8967347835","8048293470","7978617512",
"Slovenia","SVN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1322105036","1647570246","1331655554","1260209893","1500641554","1492976482","1586935544","1622659448","1556407125","1673787135","1755384350","2089386354","2333334083","2542444403",
"Sweden","SWE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22034880513","23863033813","18679723978","23223913842","25945757020","22234439753","21894362861","21452765399","18980418742","19144559630","17434042461","17442088069","17554657808","17805945123",
"Eswatini","SWZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2317409","2101944","2330102","1354477","694569","1155806","1058006","2766946","2243950","3620867","11432106","3567980","",
"Sint Maarten (Dutch part)","SXM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1105728","666529","1389125","1057991","35114068","5521289.99999999","1946595","",
"Syrian Arab Republic","SYR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89352342","47288927","42302624","","","","","","","","","","",
"Turks and Caicos Islands","TCA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142047","208171","","","","","","","","",
"Chad","TCD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21586193360","26745767166","31163072101","34447291314","39996995686","45525730803","44673148381","44753138165","46809722156","50688929463","50512073534","35241539869",
"Togo","TGO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97772","255620","164313","1326705","685092.000000001","939714","531886","1245120","289271","3202735","1293398","710008","",
"Thailand","THA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32485960815","33513927457","30091240025","37211031831","36167465191","37195246417","37090554338","38523244046","38877663111","39083699792","43987099050","44795081987","40263648711","45968349192",
"Tajikistan","TJK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52561387905","64224159617","72998909380","75909650750","77324782064","77893353247","75566949149","78913772560","87240085869","90569672953","88787024432","",
"Timor-Leste","TLS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1096920631","","","","","","1936829137","","","","","",
"Tonga","TON","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8644","242","1264","152533","56675.9999999999","28003","","","","","","",
"South Asia (IDA & IBRD)","TSA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11674908636","11151712419","14994861712","14410422904","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3833591011","4213295293","3377713782","3029578419","2921500397","","",
"Trinidad and Tobago","TTO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61152611","36207870","3466997","2859229","6491931","33519356","10410762","6663099","5675253.00000003","","","","","",
"Tunisia","TUN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775079197","746372378","999867622","1088158471","856102212","805692837","871477651","838438493","879283155","850853009","832918092","840507140","",
"Turkey","TUR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1885162261","1930191471","1583107140","1948819658","2206768903","2337357015","3793480827","4310898804","3881365447","3439090645","4102967451","3765481188","4302066914","4196985792",
"Tuvalu","TUV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16341411","18568819","27507643","44767416","105568119","54800135","28112715","9849468","17983736","16962666","186258425","","",
"Uganda","UGA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5462447","3637333","6763440","153379164","177393165","9211171","11574770","9670945","8440320","8123723","19912643","","11771659",
"Ukraine","UKR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170226921","2877410336","2491983569","2222441328","1626367584","1245921696","1267145051","1247555874","1247990022","1248167887",
"Upper middle income","UMC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","511677355481","660293325053","736347588399","795287162484","861787029939","868373525265","858234230661","801946808213","886330754709","984938378376","960293417469","",
"Uruguay","URY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49306191","82005246","81823095","116183372","136348949","198244856","194422906","178779704","273942982","153433875","129215276","120197863","115768291","113421790",
"United States","USA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244479591930","246884073465","154108484413","168939400532","169464157156","172387240523","172145368079","179263970137","178349526944","176346133543","156640128842","156037130461","156074126641","143489383252",
"Uzbekistan","UZB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41086846","12428993","20483658","50754263",
"St. Vincent and the Grenadines","VCT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44381.0000000003","8505","1400.00000000003","2654","11118.9999999999","2092.99999999985","","185.000000000059","55.0000000000068","110.99999999999","1120024","",
"Venezuela, RB","VEN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3013196849","3533737534","6068690971","11706749291","21344684276","32759458404","36377184989","47523875603","55215295475","74113940404","82613421026","90436077041","101537104671",
"Vanuatu","VUT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2215930464367","2324238556015","2372186822588","2286571518547","2240505492954","2674617387621","2918769160911","","",
"Samoa","WSM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183567","591471","365979","114963","210811","429821","146345","171154","74642","142117","105679","",
"Kosovo","XKX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","382625","398147.999999999","678968.000000001","584721","2668283","1319726","5030503","","","","","",
"South Africa","ZAF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1933241745","2088731883","1491786653","2504909082","2743512237","2861663843","2614982073","2808161581","2823858584","2398334403","2198489231","2097575871","1832937779","1837384291",
"Zambia","ZMB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9075537","6210779","4744232","15301948","54715143","40338876","21085881","53313918","256257250","36465219","25805507","22478701","10697410",
"Zimbabwe","ZWE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58986684","7581241","9513492","8996040","20209902","19021956","12140907","11830010","13735166","11206210","9719357","27810712","8277373",
