"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia (excluding high income)","ECA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","676568384520.542","604957552365.728","692947774171.527","636071891083.253","519282608238.149","598479261800.002","538729531130.545","588147662083.843","599121108516.884","643175400702.907","596528611598.93","493964735683.315","517692069479.589","518566226185.073","601862217413.758","761263493519.543","987534015429.777","1237402945254.18","1488900888154.17","1928047466948.26","2377749122570.98","2007110259032.66","2302773138386","2753245434161.7","2958978408189.63","3204495340977.26","2966765047677.39","2265341651283.47","2197536902807.99","2439158976978.19","2440737988541.91","2537614522571.83","2368769211480.85",
"Europe & Central Asia","ECS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","742894979739.284","849202584911.053","1021582513928.28","1291064449684.53","1478449095234.16","1780910101699.47","1843076247735.86","2089607251385.69","2550555778475.62","3120021465693.38","3580378125928.4","3231692494812.18","3117305502935.25","3019838880191.69","2877295459573.19","2968750259160","4027215313289.71","5006937623067.01","5516531344300.01","5518810117360.7","6786005213982.76","7018615527317.92","7574674936153.14","7049642344499.78","7341968052857.58","8321276838739.03","8532646392285.54","8095326337749.76","8276262045526.93","8203256699537.61","7668517275036.79","7763214431482.18","8512440848144.02","10410876830863.6","12068476283771.3","12829762279388.1","13725809776193.4","15866496049795.1","17513185222024.2","16010160820730","16190562927924.7","17702366306950.4","17130087603287.3","17920161946203.8","18054240270444","15454890505952.6","15400525745331.5","16163020756628.1","17222771749842","17003274557327.9","16527770696210.3",
"Ecuador","ECU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1551874061.85502","1324710379.46315","1150255241.02111","1382784426.36906","1721001340.66412","1836736457.9885","1900843188.19069","2017859281.02495","2182416163.0119","2524446118.49136","2404757744.67249","2305581203.40566","2545242087.24694","3045537909.05208","4715637487.98624","6393201645.14061","7354173296.51142","8528523232.89692","9207582746.86554","10982660648.2083","13474450112.4059","16326063061.5892","16209975413.8144","13566028011.1874","13449445126.0156","13273906980.05","11988363742.0434","11378211259.3493","10251015926.9948","10759414632.9985","11428569399.0271","12877652826.4132","13366034017.0085","15533934967.4837","18605633816.9085","20404561280.6403","20466505252.6263","22991046523.2616","23397216608.3041","15091047523.7619","13549882941.4707","20051882000","23606958000","26742603000","29770074000","32884561000","35842793000","38775487000","45298051000","47494560000","53193172000","58748321000","64735024000","70265165000","74555251000","75319038000","74486286000","77675205000","80031510000","80080014000","74208173000",
"Egypt, Arab Rep.","EGY","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","4261904761.90476","4631772069.93309","4945157010.17249","5496261682.24299","6024213075.06053","7151469480.03014","7892629431.26753","8686918304.03309","9232945932.28904","8494494078.53729","10635686102.5866","11867527308.8381","12354148395.0184","12654032747.1195","15189857142.8571","18384677668.2033","17805810810.8108","22252586206.8965","24912689173.4575","27520963233.7132","31200921369.4901","32553788587.4649","34014139827.1799","29642248722.3169","32940933756.7121","35800807761.3279","31472249916.9159","34754611380.2546","39315726290.5162","44039145907.4733","51135358301.386","59050707547.1698","69410029498.5251","74645808736.7178","78590386316.7207","86922060766.1823","83719676549.8652","73528089887.6404","68807692307.6923","66509740259.7403","75524126455.9068","89043478260.8696","109211908931.699","135472727272.727","165408348457.35","187749546279.492","205352839931.153","256483333333.333","265720930232.558","289670014347.202","310229110512.129","314208588957.055","231528532608.696","234226223972.988","272853075170.843","342432938240.798",
"Euro area","EMU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","463276657262.894","531458809238.687","644300370774.778","833119638704.872","952307389332.678","1145034821854.76","1192017211234.13","1362242902698.53","1661560921459.9","2020767933986.32","2293672673162.09","2028428795085.25","1966194150033.75","1916140578752.85","1825097075383.1","1874869958833.48","2599929475194.67","3238697358987.45","3518002407009","3571479362936.44","4469828043272.82","4657848447468.93","5183161250735.79","4770625533943.84","4999706230541.71","5725765345998.2","5824641898148.77","5285111655111.71","5398998519327.24","5386957911426.12","4900394217641.36","4977925033340.86","5410070136935.55","6722474351486.55","7669792003818.13","7988941987456","8414279693420.75","9563334753011.5","10605366258219","10043630525285.3","9780140165615.16","10469040663225","9741904399248.8","10138397569348.1","10276789373088.6","8770736252621.23","8961508410161","9402551764581.59","10142322135726.7","9890562956632.25","9680769294198",
"Eritrea","ERI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","599807998.603626","582115811.213952","691087662.337662","799125000","905485550.678811","857456353.560466","991339097.243918","907145708.117656","893865402.597403","866638277.554269","900557772.492155","1171172475.66274","1483439434.27017","1410765114.29668","1426515069.9187","1454283089.43089","1504266341.46341","2035887056.91057","2313015811.38211","2576888266.66667","","","","","","","","","",
"Spain","ESP","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","30151687663.4181","34461485029.9401","43396632151.1778","57471587664.1919","72117980963.3689","85897568115.942","91365834369.5598","101538135815.991","122000588107.639","165366492315.32","183729853794.384","162952753649.306","157194891715.887","136777218097.448","134856245083.834","141661594911.937","194459622193.18","248254925212.236","289466999000.143","322396992269.852","416317249428.665","451367828662.93","503367360637.088","421359105765.46","421459673332.505","483097144382.172","500923420464.994","455631818181.818","473887960797.416","484878542510.121","455508568269.762","475576733780.761","531211180124.224","676424379232.506","804746709709.461","869768685486.88","946134738426.797","1109043252121.54","1239736340998.97","1152339538760.77","1118418178645.57","1170468966168.8","1053220787774.63","1068300061119.3","1081804098305.89","931754727386.873","951891108425.217","1007929456111.85","1090861505227.96","1061223773160.78","997452449238.913",
"Estonia","EST","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3148507541.67769","3367785473.97586","3624102281.66798","3855509168.94265","4040453110.91073","4430291467.34898","4496548126.06474","4205885930.15756","4591668606.21251","5423313553.73458","7219660117.43451","8841968944.09938","10046340007.4618","11911317275.1223","15333926909.3895","17464694594.9905","14504137260.3501","14055135355.8919","15908035622.9908","15881394858.6522","17598148332.3239","18448799183.3264","16239487015.5191","17125885401.2697","18661044765.6632","21136088363.2886","21537716745.2784","21775997372.0234",
"Ethiopia","ETH","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26441409677.4194","34980052338.4526","39272855426.4546","44191766062.7411","51838253125.0622","57655158036.3785","63486796022.0758","63972813139.167","74692274240.5772","85133040140.5431",
"European Union","EUU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","526202893940.086","602018884016.75","728514167275.639","939521639637.259","1073174807557.55","1292666379187.29","1352334821299.01","1541465934506.48","1871267823058.62","2270041455382.95","2571192274417.53","2279304032219.19","2201200786255.91","2136782003968.17","2041074348876.55","2099492005002.97","2903157820741.56","3615199456259.69","3922065531378.19","3980821805293.8","4968910937908.96","5153629037502.15","5720049516736.49","5248542390642.88","5508935300328.54","6313753032744.13","6451252489356.1","5876009673022.3","6018807546380.76","6000525892979.52","5488010513804.83","5581533037992.3","6087158170002.82","7541788768599.73","8622515047798.69","9039480596737.54","9555415985834.58","10928892249665.7","12201635188624.4","11436907865501.3","11230572028241.8","12057713031466","11247396203828.2","11716031387304","11868534509260.3","10143497377660.2","10367980950701.2","10928628820949.3","11813408337751.8","11546995138882.7","11343839580153",
"Fragile and conflict affected situations","FCS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","1088025772994.97","1187403391820.18","1273001804189.99","1167346603329.77","1282397953722.95","1316239777055.05","1368981425094.08","1366352976424.3","1307063289418.13","1622757656365.46","1085989984592.48","1154061555478.31","1155833079215.57","1148457269786.09","1346157996723.83","1385398998257.21","1548778014690.53","1655382311874.05","1685995735514.34","1803564671111.83","1933500783076.71","1925317405236","2002070929664.55","2456195999885.54","2959786449182.23","3453608103566.55","4646515631704.68","5673017298383.35","6136481185754.05","6540713050545.05","6620458787896.1","1253784345007.18","1372844126864.57","1577791233990.35","1288670813033.46","1187607823866.99","1169371482012.25","1235032398102.36","1306646733528.88","1255998540425.72",
"Finland","FIN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","7783236126.84032","8591969309.46292","10191073989.1024","13155031896.6859","16404951945.8012","20553038629.3842","22696284043.699","24177922384.5359","26040934296.0289","31276777591.2074","37333439591.9669","36789749242.2155","37605772788.9478","36380230572.1605","37407004352.9877","40102647735.9939","53008444757.2132","66369538752.8743","76787491115.8493","82929194956.3531","100315658529","98503161299.8089","88095301300.7699","68848756115.3326","77425156516.79","97761437908.4967","97385451721.46","90624212575.8791","93375611927.0138","93441295546.5587","84899576193.1085","87330648769.575","96252587991.7184","121177200902.935","139093618077.974","145514239522.447","154305607828.378","177552696413.906","201710853962.209","192435398721.867","190166161129.348","210626111701.858","201837712291.137","213555120718.977","216931580516.537","184869232261.14","187680760132.273","193677596885.279","209433255833.756","203329035741.176","203731235561.09",
"Fiji","FJI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","894127139.364303","974782354.317809","952826040.32604","963401179.941003","959728431.553667","945310332.871013","993748786.300644","976570463.863655","948710060.8264","1063567720.62294","1208124113.71463","1241365546.21849","1326246174.31803","1358953171.61759","1456160781.36739","1580830548.24717","1586973562.31739","1582046131.46776","1182252868.93497","1277467506.09261","1249412759.56027","1210225775.27892","1283231972.19809","1568519886.06393","1764512406.23197","2768866883.50089","2919347966.72828","3034012792.64733","3287996737.15254","2652227233.21573","2741880154.30329","3205195181.7979","3407651879.9933","3560302704.46399","3786928102.15111","3621853546.91076","3960758103.78575","4288693212.0567","4512216154.06726","4475513793.7419","3789452692.73331",
"France","FRA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","44795063219.0235","48968318255.9789","55049498868.5689","62125830077.3637","67997085731.0747","72733683695.6548","78604939349.3657","85240162416.7186","93863029398.5209","102155661247.064","105796622180.229","118923878299.988","145644993498.049","188092221567.472","205536006546.645","267489674162.46","277267140125.649","306004279219.043","378204941860.465","458894542090.657","531504191244.955","479838261919.131","460047908972.951","439592047508.391","417337686707.198","438082201781.282","604556302680.178","736456400742.115","787732628565.136","783436150524.368","969333815202.988","973684455295.896","1084320941759.6","1042068566133.89","1089929111531.19","1247045603890.13","1261992563149.12","1126495841762.19","1150978430064.49","1138054549328.79","1037805417357.66","1049729753914.99","1146033314511.58","1424306997742.66","1631188229451.2","1701161547071.26","1785213900388.91","2034081576786.2","2247985938186.61","2137603500972.49","2096777146615.92","2252701974260.49","2111348464148.98","2213650235147.89","2237113226062.06","1898245426280.08","1927495897145.81","2009597906874.89","2152265501634.99","2090116003003.92","2057126031512.85",
"Faroe Islands","FRO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","851405802.292264","897867033.628623","827071296.903416","873996731.869082","984723928.711667","1254443887.8516","1429069786.8505","1554986743.15063","1659884307.52674","1925363263.9565","2119142425.60954","2031916282.71372","1962198396.18783","2178218190.62343","1997065170.47907","2135587486.42345","2211759465.47884","1956271644.94122","1936509351.27828","2048675581.94127","2120736071.96022","2133580232.10484","",
"Micronesia, Fed. Sts.","FSM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","151500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","182342431.211673","206278475.121852","219816892.92465","442820861.236868","524293945.931698","770368931.301616","813139142.465261","1168594782.95602","1198284856.0618","1393840297.86013","1684971360.81739","1582812721.76391","1557791416.91773","1594999140.67588","1714586499.43904","1760661495.94391","2489706329.434","2499529488.184","2591588437.42504","2892714708.30495","3758473534.85676","3174431750.16279","3641546751.35384","2788346088.12551","2305517067.66892","2630460199.81232","2869289636.79967","2368095706.2337","2783001933.37829","2544457186.96032","2120366146.25574","2615371402.72287","2869364457.81917","3484918194.14952","3897113426.30343","4079172565.1028","4488434333.99895","5380310663.45725","6152170403.58744","6199791449.3378","6342562172.19964","7350999677.66482","7465027387.77291","8224186301.0215","8981745995.45161","7573397773.75854","7724418616.69886","7942704348.88636","8295386304.35154","8212291798.07172","8449554565.26045",
"United Kingdom","GBR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","110125877129.83","125677614991.482","146289223276.723","164220627143.557","183980000000","220648404867.257","208849874213.836","228745149136.578","288447992329.818","375761728081.321","488801287473.855","472391780546.624","449369778127.184","426617735334.243","401122428837.457","420020287474.333","528009293462.328","643750303971.237","782716565279.26","787362607984.293","935975374644.886","996451089947.09","1047141142506.14","943972297540.492","1009561848790.94","1092411235600.44","1151990639625.58","1280573018991.49","1367851937727.72","1407717197864.42","1386680284460.58","1381764790557.07","1507934652278.18","1737929795918.37","2059137678506.04","2153541818181.82","2282912603495.86","2597953181272.51","2487038602941.18","2099493690606.01","2137477052520.36","2278239010451.82","2319726696197.84","2378839736657.14","2599420745891.11","2479250185409.98","2282494378618.88","2241112197336.67","2416485288608.54","2390828631212.57","2299576888996.72",
"Georgia","GEO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5996071539.3363","","","3195032786.88525","3738720813.5971","3038354856.57326","3497869829.58637","3938811021.1946","3440259965.46266","2570096962.21289","3028480293.44801","2869121225.27738","2974831625.44974","3529617374.28345","4541266694.49082","5608925911.62354","7532857784.76747","9777072732.71476","13420713710.7593","11619994013.7683","11810694047.0179","14498250815.298","15339792890.4499","15671215582.5418","16128787449.7366","13570660556.1186","12881734060.0837","13594461048.0175","14522434000.2368","14622075689.2942","15123278139.6783",
"Ghana","GHA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1008522010.99289","1175208287.80977","1204623513.1304","1348898189.70299","1462356915.93969","1883975145.53533","1959614296.3598","1611269359.62789","1489433260.34882","1742411391.46797","1931654722.11137","2184098525.17756","1846661789.25845","2118309859.15493","2617391304.34783","2426595744.68085","2529237288.13559","2870285714.28571","3514310645.72426","3754558404.5584","4225829875.51867","4053313717.8306","3885294117.64706","3922707144.56113","4229158512.72016","4205482130.82716","5395264984.09633","4876353741.4966","4916255575.23351","4957224428.35276","5566939670.81174","6113828804.34783","6333194508.00915","5605363636.36364","4766503138.07531","5715750625.52127","6018220183.48624","6600153320.3125","6713978806.22837","7452874343.5859","4706233070.28813","4941824514.86807","5707354114.0838","7097537609.59852","8231800889.38299","10344006186.4781","18924808873.3472","25056160840.6605","29528557540.6253","25157044270.4626","32417242587.4126","39184781862.4227","39406282097.6492","53466147471.4848","43922188427.8119","40030174231.4112","44807421249.1688","49654529571.3136","52762226222.9298","56215265898.7235","57642379648.6588",
"Gibraltar","GIB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1637198701.46423","1690598444.2201","2077095750.00453","1982264388.59196","2075818274.38433","2347842796.67486","2626985694.03392","2618985154.95134","2778103920.0464","3028755557.3039","3263680927.08826","3112909994.42631","3101446140.21082","2926343502.12876","2514940658.08793","2403956383.76971","2594826720.61425","2674850861.53863","2925199158.9493","2372877548.30218","4100773334.6152","6319574307.20061","6594076365.60125","6950461882.83094","6342114152.0774","6561014527.89806","7208635429.03784","8710944864.37159","8829245358.93233","9259030549.00672","8632625701.52917","9257161551.49475","10555437359.417","11796920770.0858","10723208765.0391",
"Gambia, The","GMB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","43871310.9704878","45518988.72119","41330485.2877646","45465799.4527912","50324005.1840829","55294461.2089944","59017188.8272623","74555333.6466165","94633935.3556608","104080088.495575","104949409.174642","134646096.816398","177118809.032939","205469921.626774","227018012.783266","213212290.222088","200589648.394846","198741756.992344","169094054.29536","214360897.81453","172418758.122744","204615571.638584","244623516.784926","255287726.145894","283271988.83107","659317184.046902","670101633.373428","782340965.944001","787209250.871444","748097964.229959","889580951.700486","755160065.488912","826930471.385217","795167054.260164","791554763.990115","636343777.092152","569220270.310978","467978377.525806","949081088.641063","1040335393.38032","992813291.669191","1218289417.61078","1606991582.70399","1450098332.10731","1596494359.56019","1341615328.47954","1233029170.34271","1304326837.71998","1183486312.98972","1240191153.29058","1297964551.27097","1412964159.20565","1592542145.88032","1716554307.1161","1685381259.2594",
"Guinea-Bissau","GNB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","76068940.8766012","80231357.1371263","95177085.7074873","101687118.644068","115976644.736842","114832129.91615","119583894.334765","119015308.680268","129804899.135447","131262819.746098","","152843787.878788","174106837.789491","169437836.452229","138694496.502438","176224993.752754","133897666.755422","160580792.177149","154632483.659438","209554980.678228","237064470.964951","248971090.656163","219750201.545621","220275378.418142","226393773.63989","256951132.05301","265712549.754156","254766588.585936","227235718.070527","227039683.182905","396665758.059611","398618583.45541","417434966.928696","474674840.411425","547105534.590718","611006773.908201","620569045.621042","705550916.285251","869498539.686099","876373389.462833","930897383.013507","1048545127.34892","1024128472.41333","1049660885.12726","1052400847.5419","1012693716.65006","1143314586.46358","1300194800.98998","1327204514.20614","1360160042.56619","1404763677.7128",
"Equatorial Guinea","GNQ","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1373365340.38741","2761727559.95954","3562735453.40508","4482742834.88829","5129712573.1941","5725563565.09197","6863705658.90921","7100977359.27827","9060172925.6208","9520932076.46611","8024648389.38222","8214380485.54855","8622426250.19567","9418731402.27939","9268686864.61766","9802853015.50126",
"Greece","GRC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","3788106235.26093","4101947194.80287","4366163598.0604","4740492223.43822","5327476100.03579","5972012649.25709","6611617410.34868","7280446026.06699","7876960679.77105","8657672281.7032","9744829545.45455","10578170454.5455","11716579545.4545","14580264672.0368","18158125000","20860308182.7843","22242733208.9552","27121239592.9695","33143283858.9981","40621131554.7378","43234892086.3309","41207410824.1082","42929938775.5102","39772801857.5851","37689915356.711","37390685911.6704","43927874878.2863","54173653749.3709","61647276002.8825","65472152748.6362","82285965176.2683","87302011590.9516","97853594923.1319","92652537158.1451","98496390449.4382","117422092954.846","124811520385.051","120809005366.28","122041247549.867","120754422544.215","110813172102.451","115587161521.253","131330990965.556","169062953724.605","200053661534.641","213532267130.954","230544384644.336","271846705447.577","312263254723.89","301757431230.897","266008469390.712","259517545834.775","223837138945.703","216193338572.375","210837664246.114","173983457907.904","171027360795.752","178395232211.224","188661869985.209","182826732164.76","174893209834.653",
"Grenada","GRD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1439516067.82337","1699704561.76662","1728242925.51151","1830900652.45174","2071275051.89485","2327082638.63008","2329646141.50609","2253000480.07681","2430588410.60219","2303875701.33794","2427594679.77138","2488071269.48775","2097043654.03766","2160598362.96923","2258689363.76441","2411142431.82466","2411971091.85234","",
"Guatemala","GTM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","955900000","997300000","1061900000","1150300000","1167700000","1191800000","1243800000","1313400000","1393700000","1513300000","1644700000","1727300000","1838700000","2200200000","2676500000","3125100100","3693300000","4481000100","5109500000","5919499800","6843999900","7702000100","7824000200","8189000200","8577600300","8704608782.6087","6379132191.78082","6555520160","7224733206.10687","7708557776.98864","6901317825.1371","8401504265.3463","9491242834.48729","10388377506.4769","11899096658.0887","13353452018.7244","14434319575.7815","16358853356.8613","17588802811.8354","16669144381.4063","17537427079.0396","17481597332.8583","19297132707.7234","20626869876.2105","22594597734.8518","26178270988.6166","29061477547.1549","32727010464.8587","38465881640.2116","36262840558.2239","39918429658.2194","45512294127.4694","48519308976.7157","51325179844.2114","55841098264.4008","59329031457.3862","62754070974.6181","68417675662.4342","70934474545.1644","73929597100.0559","73814308729.3519",
"Guam","GUM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","136090532.578895","142973808.551595","139590503.412472","116549028.758094","156507029.108091","170941176.470588","185941176.470588","191470588.235294","171500000","187900000","208300000","219000000","232476190.47619","274761904.761905","311000000","331333333.333333","397520000","389080000","403160000","416000000","480120000","524821428.571429","445066666.666667","476166666.666667","349131578.947368","353720906.976744","336953488.372093","283979602.040816","344099990","322647040.441176","341139248.101266","272611716.457961","267944898.481215","346461701.228879","463828107.736804","482863190.84507","523670099.002849","583792740.219521","595958788.591473","576955236.013888","647335270.514718","657032198.239598","662654538.588624","660264341.599859","677947831.524274","827522201.37586","","","","","","","","","","","","","","","",
"High income","HIC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","1772998306784.48","1976496423037.71","2285689769195.19","2726621068947.9","3087511792898.14","3561693664372.41","3843810911152.93","4345716912695.38","5170884905926.04","5973102463938.03","6721937491079.96","6815252779570.71","6903592361352.33","7171937393123.36","7361539169155.84","7769829699470.79","9419572136064.46","10904675181491.8","12145134320080.8","12665782541555.2","14296439139353.8","15180557017798.9","16445050439740.7","16606003741764.6","17739837092915.2","19514721998570.2","19732149938334.6","19365523122151.4","19542851125401.7","20628997611452","21031017368585.1","21136766393308.2","22202137590383.7","24920397927075.2","27549679779533.8","29041027687700.8","30486249928911.4","33192019774297.7","35619470641161.2","34405044518692.4","35673725022539.5","38177693149657.9","38083310623926.4","38411565603336.2","39098239206720.1","36921096721501.2","37746738252189.5","39207529449448","41547868297028.1","41918465728175.5","41065240321900.1",
"Hong Kong SAR, China","HKG","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1036782137.42158","1156872935.14978","1287724117.45054","1424885853.22395","1575782323.0261","1669109947.64398","1889611408.44825","2025750326.2288","2119274950.28841","2386602336.87804","2732386952.44518","3198342532.16796","3919239904.98812","5685611580.6859","6668256618.17315","7180458745.3396","8232955472.19051","10523380523.3805","12867391165.1045","14883362983.9886","18951588593.4768","20676292201.1701","22104153280.9437","21391152342.6747","22646840624.2006","24440108846.3316","27711224738.2518","32154700383.4169","37449654112.2214","42659393069.1419","49458394310.5086","58961550339.7159","69469291786.1664","79438311184.6528","91623621965.7368","101532356058.843","111297984303.686","122652122809.057","118997198300.905","115798388656.139","116749281240.374","118274606349.695","114218671863.981","110585606410.849","116563559322.034","121150013500.829","128804552125.441","143735098828.415","150832049108.748","150433060708.481","160583457756.268","178946428571.429","193424655768.14","207791387313.048","221429179401.865","235345855156.222","244504077399.74","262484601960.684","282903234037.124","291335392233.183","274588511318.517",
"Honduras","HND","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","294500000","311400000","328400000","355550000","400600000","432000000","469750000","492650000","534950000","557900000","616800000","612000000","666500000","746500000","887000000","1012000000","1149000000","1358500000","2590512502.18228","2961107228.05688","3497669262.91711","3682687203.27397","3965482922.98033","4234466674.79364","4593305779.67735","4872992077.02069","5301457073.89065","5572808018.11665","5128730445.86901","4890508675.74221","4250263246.64818","3921588410.10401","4197924643.95497","3873040714.53784","3508948946.34193","4153568769.55162","4117355168.91892","4433104722.43346","5082589800.59084","5235583421.60279","5978529119.77149","6595822235.05648","6863825021.41414","7226885424.7408","7802865750.36074","8787511264.38495","10048199031.6252","11586525010.8409","13380232504.2478","14087048415.4572","15107413363.0003","16480334549.02","17447088078.4796","18126495060.2038","18768289833.661","19128254121.7602","19627865161.0065","20862758954.0995","22483013540.5813","23784226977.0242","22851742666.1906",
"Heavily indebted poor countries (HIPC)","HPC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124376440464.235","119624625398.636","125486047788.996","123933754700.32","120284868194.573","122658606278.527","102911516125.976","121442934641.219","131169625851.164","136388628630.953","147851724806.808","149798956087.359","161239533066.563","154602545329.347","167711392897.365","187894787474.588","213283252676.812","243872651365.806","280197120187.822","335893191518.051","391772515296.849","390084184889.54","417002290137.992","462780847692.311","478094131502.825","532616174943.264","551011448403.896","538439543207.18","543867523940.881","576059950150.361","617650935770.917","638257356223.109","646272469504.512",
"Croatia","HRV","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20688800059.5382","20724346731.9208","21048680679.5763","21928136323.7063","20080898449.9677","18449083494.4574","19538160465.0807","22996325442.6851","28860404368.9764","34349686745.5824","37514769969.399","40446450029.9592","48142209913.3445","56351565239.6849","50846791828.5947","48781829140.7133","51769087736.891","47459711380.7528","48782329214.8916","47603690574.9023","39843852166.0718","40863043062.7395","43670509284.7914","48337737769.4313","48253916829.6516","47392862011.3188",
"Haiti","HTI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2575067800","2618652000","3179097800","3293493716.6135","2150460236.44375","2126632986.53065","2342955195.94145","2630204735.72238","2600351542.04792","3053738577.77008","3378160301.23722","3728070438.50126","7094079647.73156","6678337012.30848","6384249003.88844","5172028172.32157","6429681784.84939","7587984886.10712","7994831482.84864","9982683915.42201","11053216502.1193","11905182208.5663","12166775137.9324","13399113675.5679","14180363765.1462","15169624614.7853","15729314399.4909","15491919416.522","14697006337.27","15547500089.8856","17594076468.2323","15586007505.7497","15147858705.006",
"Hungary","HUN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27770333471.5997","32361532670.0283","35141693004.3444","36107109664.3224","35683524941.396","34862299676.3114","34411448841.796","35484923860.2119","37086876512.2553","35709354197.6163","40342168506.4793","51682112188.9001","67671884076.5791","80127474897.1372","86984249621.084","87075977945.7199","105232636154.614","118632528688.951","98992748405.2966","97952759755.2226","104362318768.496","95016730772.7902","97611564853.9306","98898801241.0342","86099948985.528","90112178978.652","100612085509.535","110714090805.356","113180296566.435","110323349819.803",
