Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575067800,2618652000,3179097800,3293493717,2150460236,2126632987,2342955196,2630204736,2600351542,3053738578,3378160301,3728070439,7094079648,6678337012,6384249004,5172028172,6429681785,7587984886,7994831483,9982683915,11053216502,11905182209,12166775138,13399113676,14180363765,15169624615,15729314399,15491919417,14697006337,15547500090,17594076468,15586007506,15147858705
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27770333472,32361532670,35141693004,36107109664,35683524941,34862299676,34411448842,35484923860,37086876512,35709354198,40342168506,51682112189,67671884077,80127474897,86984249621,87075977946,1.05233E+11,1.18633E+11,98992748405,97952759755,1.04362E+11,95016730773,97611564854,98898801241,86099948986,90112178979,1.00612E+11,1.10714E+11,1.1318E+11,1.10323E+11
IBRD only,,2.43178E+11,2.61624E+11,2.75502E+11,3.03574E+11,3.22542E+11,3.29648E+11,3.47128E+11,3.6573E+11,3.99989E+11,4.32773E+11,4.77684E+11,5.36059E+11,6.73269E+11,8.36306E+11,9.0515E+11,9.80065E+11,1.10798E+12,1.2108E+12,1.42763E+12,1.6856E+12,1.87411E+12,1.88328E+12,1.86089E+12,1.87236E+12,1.95952E+12,2.09677E+12,2.08943E+12,2.25274E+12,2.24686E+12,2.61269E+12,2.53478E+12,2.6344E+12,2.91016E+12,3.21976E+12,3.66288E+12,3.99443E+12,4.25688E+12,4.15948E+12,4.02401E+12,4.303E+12,4.36167E+12,4.37333E+12,4.83841E+12,5.59616E+12,6.61422E+12,7.67977E+12,9.43144E+12,1.11942E+13,1.10992E+13,1.31294E+13,1.54579E+13,1.65247E+13,1.75887E+13,1.82852E+13,1.70756E+13,1.73426E+13,1.90395E+13,1.99974E+13,2.06853E+13,1.9598E+13
IDA & IBRD total,,3.75835E+11,4.0265E+11,4.25079E+11,4.66822E+11,4.98156E+11,5.12187E+11,5.40742E+11,5.68435E+11,6.21439E+11,6.72127E+11,7.39964E+11,8.1897E+11,1.01513E+12,1.26721E+12,1.39526E+12,1.49011E+12,1.67966E+12,1.85332E+12,2.18765E+12,2.57682E+12,2.85583E+12,2.86881E+12,2.83473E+12,2.86989E+12,3.02147E+12,3.21628E+12,3.24772E+12,3.45796E+12,3.43356E+12,3.96965E+12,3.87127E+12,4.01912E+12,4.4075E+12,4.82994E+12,5.50054E+12,6.01808E+12,6.39922E+12,6.27977E+12,6.10024E+12,6.51772E+12,6.61598E+12,6.67525E+12,7.38723E+12,8.54728E+12,1.00947E+13,1.17074E+13,1.4405E+13,1.70847E+13,1.69672E+13,1.94134E+13,2.1947E+13,1.79645E+13,1.91756E+13,1.99497E+13,1.87464E+13,1.89804E+13,2.07215E+13,2.17824E+13,2.25242E+13,2.14228E+13
IDA total,,,,,,,,,,,,,,,,,,,,,,1.01186E+12,1.01319E+12,1.00125E+12,1.07102E+12,1.18491E+12,1.208E+12,1.35471E+12,1.30631E+12,1.23749E+12,1.33859E+12,1.38067E+12,1.41761E+12,1.43718E+12,1.40313E+12,1.61922E+12,1.84564E+12,1.90891E+12,1.97478E+12,2.01199E+12,2.12936E+12,2.1964E+12,2.37062E+12,2.63128E+12,3.05597E+12,3.58125E+12,4.10305E+12,5.14996E+12,6.06112E+12,6.12016E+12,6.54697E+12,6.75117E+12,1.44819E+12,1.59855E+12,1.67721E+12,1.6837E+12,1.64901E+12,1.68963E+12,1.79369E+12,1.84769E+12,1.83821E+12
IDA blend,,,,,,,,,,,,,,,,,,,,,,74269751913,78015997323,77452457778,84512525626,95201343136,84729934149,87996779653,96383117106,85905239560,92094358482,95785634519,1.01617E+11,1.0128E+11,98449898244,1.15241E+11,1.31649E+11,1.34934E+11,1.33957E+11,1.3559E+11,1.42682E+11,1.57071E+11,1.75922E+11,1.96116E+11,2.33213E+11,2.80875E+11,3.26745E+11,4.31864E+11,4.96861E+11,4.95292E+11,5.7216E+11,6.52385E+11,6.89424E+11,8.14832E+11,8.6253E+11,8.72603E+11,8.27147E+11,8.0676E+11,8.33304E+11,8.48177E+11,8.02927E+11
Indonesia,,,,,,,,5672436321,6786548584,7849693252,8178082192,8066696893,9194216867,13269156627,19517108434,24092048193,29046506024,35025783133,40365118183,37311174030,51342286961,65448745348,73330109844,58087455109,61393944672,61770878923,60132466689,54222527192,60792610173,65495856729,77508422170,85553554573,92635473319,1.0671E+11,1.19927E+11,1.40292E+11,1.58986E+11,1.4784E+11,70128577939,1.12769E+11,1.12515E+11,1.12376E+11,1.4651E+11,1.79055E+11,1.9286E+11,2.07175E+11,2.59925E+11,3.10717E+11,3.52288E+11,3.6849E+11,4.92496E+11,5.75805E+11,6.02472E+11,6.05434E+11,5.92963E+11,5.78489E+11,6.27662E+11,6.74332E+11,6.87911E+11,7.46888E+11,7.22454E+11
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41826E+12,1.45499E+12,1.46252E+12,1.50066E+12,1.46946E+12,1.68029E+12,1.91245E+12,1.98969E+12,2.11185E+12,2.1601E+12,2.29389E+12,2.27218E+12,2.39177E+12,2.64668E+12,3.02221E+12,3.47067E+12,3.92988E+12,4.72824E+12,5.67182E+12,5.78588E+12,6.14415E+12,6.26929E+12,7.6153E+11,7.83459E+11,8.14032E+11,8.10128E+11,8.22209E+11,8.85854E+11,9.6505E+11,1.00498E+12,1.04608E+12
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,34792321598,36540969271,38915229736,43778123130,51117805616,54394573193,42851042995,47393058420,47799884223,51881738172,55326240286,60584508355,64036134461,75179842897,89810713779,85890197379,87093123892,1.03806E+11,1.18062E+11,1.31101E+11,1.63031E+11,1.65954E+11,1.71249E+11,1.86911E+11,1.80251E+11,1.95099E+11,2.10914E+11,2.32654E+11,2.42384E+11,2.3605E+11,2.51521E+11,2.10944E+11,2.20939E+11,2.13534E+11,2.46362E+11,2.67476E+11,2.94225E+11,3.11654E+11,3.19042E+11,3.49552E+11,3.54513E+11,3.6849E+11,3.82824E+11,4.39853E+11,4.87584E+11,5.55766E+11,6.19748E+11,7.98454E+11,8.05841E+11,9.04694E+11,1.10142E+12,1.22676E+12,1.22716E+12,1.26147E+12,1.3982E+12,1.46064E+12,1.59727E+12,1.84257E+12,1.89633E+12,2.05848E+12,1.89096E+12
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,3797238707,4391835952,5248400865,6192178275,6994032407,8121336237,8077257288,9451573018,12259438236,15809522888,19283691536,18367212574,17692465907,16980140942,16137933242,17203996002,23386573760,27026575375,29445358128,29941317111,36694023707,37733024464,42490380544,38911601349,42177910483,48139738636,52541537298,54945359360,57833844342,61766258257,61643942325,66613796868,77261933936,99440063205,1.16276E+11,1.26426E+11,1.39299E+11,1.67337E+11,1.83892E+11,1.58536E+11,1.46305E+11,1.55457E+11,1.42917E+11,1.47817E+11,1.52998E+11,1.32324E+11,1.38864E+11,1.47047E+11,1.63071E+11,1.64507E+11,1.60561E+11
"Iran, Islamic Rep.",3878276757,3997584337,4140385922,4290071101,4457316042,4864040213,5321654384,5934494560,6250256497,7274984344,8245151101,10235364927,12017714495,16721326215,26720505892,35922072191,40358553558,50357034181,57365366955,65242992306,74267288017,85965816870,1.01214E+11,1.23206E+11,1.31007E+11,1.49408E+11,1.81836E+11,1.11595E+11,1.10886E+11,1.00641E+11,98255385174,,,42490899733,47219047950,61982334619,71945123755,72900231304,78267473289,72736499319,68669376116,80050782763,75004507712,85772891200,1.02461E+11,1.20653E+11,1.43542E+11,1.78098E+11,2.13232E+11,2.31841E+11,2.61545E+11,3.07879E+11,3.42111E+11,2.52272E+11,2.44863E+11,2.42494E+11,2.62107E+11,2.719E+11,1.78874E+11,1.58201E+11,1.21148E+11
Iraq,,,,,,,,,,,2389806777,2729278642,2916491439,3087157478,5012529631,7731798171,9962072469,12355570606,13589569929,15638672536,20177000000,25341333333,35012666667,39753870968,41304193548,40420967742,44033870968,47994193548,52778709677,70886774194,1.0141E+11,452061479.3,346467532.5,372183259,1459739578,5662656614,4097639591,8150657623,10199782098,10892153673,12274453883,12795337250,14349259925,12779964731,22806861106,28720536685,34421497594,50879972852,63055918301,81855679701,87766724530,1.01722E+11,1.23018E+11,1.31606E+11,1.37207E+11,1.23988E+11,1.25322E+11,1.26859E+11,1.35096E+11,1.45515E+11,
Iceland,,,,,,,,,,,375695454.5,478709090.9,602091547.7,787036502.8,1091995998,1006859466,1157480375,1530486247,1774046328,2058805445,2414043480,2553121730,2406511355,2079612765,2155169923,2309065571,3034791384,4340825396,4785366857,4383317094,5047646653,5492436407,5682132732,4865413412,4931373734,5581983686,5847948902,5886384704,6673974207,7270608265,7396292294,6419265884,7323440346,9333532154,11166297084,13964880751,14086271459,17195520084,13748618762,10080496771,10484545741,11680231174,11538262366,12387977550,13651561869,12807031664,15029522435,18242804761,19543671914,18462438310,17190323435
Israel,,,,,,,,,,,6313333333,5610000000,6927500000,10132500000,14512500000,14150000000,13653750000,14960000000,14843529412,18520800000,20878039216,22858070175,24166255144,26564786477,24726006139,23492603274,28777326926,36026797943,42981120145,42268909413,49624637933,55293058225,60523485828,61927250274,70626903457,82163233155,89263080490,91400891459,91979950791,92350557287,1.02153E+11,1.04378E+11,99385669931,1.03045E+11,1.08531E+11,1.13312E+11,1.2206E+11,1.42279E+11,1.73891E+11,1.64281E+11,1.85861E+11,2.07578E+11,2.0334E+11,2.29561E+11,2.42217E+11,2.31183E+11,2.4629E+11,2.73482E+11,2.88673E+11,3.044E+11,2.98137E+11
Italy,,,,,,,,,,,83820944857,94170564919,1.10964E+11,1.32916E+11,1.48282E+11,1.73772E+11,1.67887E+11,1.92494E+11,2.3343E+11,2.93805E+11,3.6321E+11,3.33796E+11,3.32197E+11,3.42989E+11,3.38457E+11,3.50102E+11,4.9385E+11,6.25338E+11,6.91342E+11,7.23012E+11,9.14263E+11,9.69119E+11,1.037E+12,8.29828E+11,8.5437E+11,8.96235E+11,9.98944E+11,9.53605E+11,9.80891E+11,9.76406E+11,8.95453E+11,9.09026E+11,9.86985E+11,1.23358E+12,1.40919E+12,1.46613E+12,1.5362E+12,1.72609E+12,1.89483E+12,1.77735E+12,1.73449E+12,1.85497E+12,1.69276E+12,1.72823E+12,1.73044E+12,1.4665E+12,1.48471E+12,1.54761E+12,1.65326E+12,1.57781E+12,1.48691E+12
Jamaica,533352373,553916561.7,585490690.2,618838303.2,707501190,749265014.7,772084558.3,820629660.3,762630505.2,852274091,1020520821,1155379443,1517915179,1488142730,2040369596,2419315697,2688153228,2807391816,2161395316,1978977788,2252554115,2631132761,2955316100,3079029190,1967890864,1796297647,2206360145,2597280715,3083044857,3619729659,3578674749,3180118588,2677094742,3776043546,4146993130,5251535907,6038615718,6897400048,7469849521,7544687336,7966742428,8074714705,8648481181,8362373984,8929575209,10456674379,10982935299,12187240758,14441518386,11741061118,12961864120,14682740836,15064653667,14385151482,13865578337,13468459380,12886206483,13576468474,14085146832,14211178130,12399324264
Jordan,,,,,,,,,,,,,,,,,1935843373,2296386274,2948625654,3941391941,4212823095,4773607748,5346382979,5536766731,5491027308,5770146984,6747142857,6896898080,6187550094,4014618865,4117673648,4236304891,5231685790,5269014288,5611134965,5932077626,6565162200,6995486601,7727644570,7848236953,8825669958,9331170663,9496332863,10208180536,11737658674,13514104372,15909026798,18352186178,21017532760,21951960563,23115494366,27708656197,30486674366,35233313380,36796939296,37596877042,38506635634,41270104507,43243445634,44858749718,46314840563
Japan,,,,,,,,,,,1.22882E+11,1.43337E+11,1.91954E+11,2.6002E+11,2.9704E+11,3.42961E+11,3.85908E+11,4.75934E+11,6.66483E+11,7.04092E+11,7.40784E+11,8.12179E+11,7.6983E+11,8.49717E+11,8.89821E+11,9.34432E+11,1.3795E+12,1.67896E+12,1.99622E+12,1.97922E+12,2.02733E+12,2.30395E+12,2.55856E+12,2.99225E+12,3.3731E+12,3.7612E+12,3.32799E+12,3.05063E+12,2.81413E+12,3.25975E+12,3.48868E+12,3.13453E+12,3.04668E+12,3.28724E+12,3.54524E+12,3.50503E+12,3.34192E+12,3.31893E+12,3.76816E+12,4.07015E+12,4.38099E+12,4.8061E+12,4.86964E+12,4.06524E+12,3.798E+12,3.35097E+12,3.72067E+12,3.65008E+12,3.74865E+12,3.82431E+12,3.76717E+12
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19844219906,18772371432,17254207188,16872567913,18375111848,18605855692,14163204999,13529373482,15800686676,16311522372,20270827901,28112227736,34905705148,45283234752,58878803827,72859528575,68246290934,83191990092,1.01451E+11,1.17433E+11,1.42146E+11,1.31016E+11,1.20499E+11,90844162088,1.05294E+11,1.08356E+11,1.11564E+11,1.12382E+11
Kenya,655619611.2,659917609.5,725171555.3,778245534,826559556.7,847279520.4,929879347.3,995119881.1,1080575427,1154859397,1225699369,1469551273,1681679328,1893389705,2419465483,2820843748,2747173738,3274306871,4243546812,5218245712,5945132789,5505831355,5269782762,4757405305,5052626029,4644382799,5664025836,6442180175,6679942075,7201479648,6946363016,6544473733,6812470906,4463730165,5544910263,7608381522,10991860268,12160379896,13240462043,12165238560,11859823697,12407249714,12581400930,14196627401,15030590928,17384946681,23392445021,28597558439,32665142038,36430861516,38948319644,41571520581,49331831690,54480283409,59962102859,61876663424,66598244017,74035703200,82477017145,90287082067,89139262457
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575000000,2208333333,2133437500,1946704545,1635510490,1570483539,1838942477,1524309376,1746345128,1208684288,1174171997,1255143515,1383280747,1818082809,2083608748,2510799331,3205813279,3977082401,5656996932,4535857878,4924889534,6298784888,7655784021,8481319457,8474209799,7232597138,6829005880,7642056320,8242612249,8228424701,7135736053
Cambodia,559999971.4,565714300,599999985.7,625714262.9,665714277.1,759999985.7,794285728.6,831428548.6,937142857.1,877934237.1,642779955,,,,,,,,,,,,,,,,,,,,,,,2676392340,2846064838,3464153672,3638518125,3297861362,3133762654,3333518727,3436280310,3587808952,3827318197,4138038503,4783495465,5560808533,6141390857,7246506360,8807262907,8563075481,9852339797,11402784952,12068038515,12829590605,13870626122,14837626914,16279567637,17412423426,18578018119,20120650044,19375959467
Kiribati,,,,,,,,,,,,,15964071.86,24512769.3,41448016.9,30522319.68,29887571.8,29448880.02,31918278.59,36918175.72,42395809.61,43848540.57,35646617.3,32981981.98,31831505.05,27024931.91,26422459.89,28953928.02,33469021.02,36868575.04,36112715.64,41099080.85,41591509.99,,,,,,,,,,,,,,,,222787284,208491655,236259401.9,280630221.8,288846552.1,276729098.3,284908058.4,254006460.8,274921201.3,294723329.2,296466676.6,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",3933319393,2348242504,2721010465,3634629364,3146985750,2883596096,3468194885,4323081473,5237448039,6306322876,7530589902,8475586922,9039680318,10769230769,15335871634,17469008264,22477892562,27583057851,36177685950,46745454545,48805952949,54590106163,57488510149,61058072833,65434998387,67425231604,74204889670,89873566991,1.1735E+11,1.51509E+11,1.73428E+11,2.01975E+11,2.20384E+11,2.42918E+11,2.87568E+11,3.51291E+11,3.88309E+11,3.62418E+11,2.36583E+11,3.16859E+11,3.76821E+11,3.67782E+11,4.25508E+11,4.65331E+11,5.07484E+11,6.09364E+11,6.9935E+11,7.72973E+11,6.97345E+11,6.26127E+11,7.39525E+11,8.21756E+11,8.43169E+11,8.97633E+11,9.67198E+11,9.32585E+11,9.48008E+11,1.02248E+12,1.1052E+12,1.08516E+12,1.05618E+12
Kuwait,,,,,,831699804,980117614.1,1162139457,1234948194,1282553906,1499859983,1666105027,1903314077,2202629804,2874829468,3945862069,5000341997,6800418353,7609960015,9204414255,12036256382,13117288379,15679750261,13656295026,13778655860,15056051197,14272126979,14993684966,16487669892,18639210007,17600000000,18630671474,18643148603,18992384106,18715487542,20353217158,22611222445,22189251566,23030511811,23781208936,23762385919,24396478644,28551826259,31473825503,34045469969,38672945205,43121640248,50952498241,61219866071,55077484364,53118632240,60275724638,67387281172,72332510578,76007378777,75317713526,77616352201,81738942961,86801773510,90676760211,
Latin America & Caribbean (excluding high income),,54441578697,64096604257,63969134582,72142523687,76039802342,84795014827,87843155170,95539910560,1.0479E+11,1.14747E+11,1.29409E+11,1.46261E+11,1.89028E+11,2.50719E+11,2.64996E+11,2.93421E+11,3.14868E+11,3.59744E+11,4.27368E+11,5.00933E+11,5.76895E+11,5.41237E+11,4.72726E+11,4.81673E+11,4.88662E+11,5.14785E+11,5.35343E+11,5.97063E+11,6.04069E+11,7.70738E+11,8.42534E+11,9.2504E+11,1.06573E+12,1.2576E+12,1.38384E+12,1.51081E+12,1.64443E+12,1.64878E+12,1.46512E+12,1.61537E+12,1.58222E+12,1.4125E+12,1.44667E+12,1.61053E+12,1.95222E+12,2.25862E+12,2.65794E+12,3.07865E+12,2.92675E+12,3.59508E+12,4.17867E+12,4.20037E+12,4.36367E+12,4.41935E+12,3.81125E+12,3.71966E+12,4.14596E+12,4.01527E+12,3.96009E+12,3.28704E+12
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,1711428520,2335555584,1726315854,1062718108,627531791.9,,,,,,,,,,,,1629016417,1708654241,1419014713,1736006432,1999636298,2183169761,2611370790,3364659688,4567327040,4833852390,6168256614,6769749707,9166165499,10927002924,11652446734,12455275986,12676764914,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3852597511,5595508534,7705899074,10083305861,11315269027,13484512576,14732244677,16351412796,17038094308,17365854823,17493200663,17920398010,19170812604,20375456053,20693332914,20755585498,21877798425,24679032508,29566777584,34367833516,38487405822,40952183930,46738525791,49379209134,51662519345,51732161362,52179900629,55011588342,58534101736,56117541450,34733332931
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21048728814,26822230139,28025568182,26678712221,23671067738,20710356374,22234432234,25387285745,24403336185,25045278137,22604451386,21350190051,14185826772,12192455391,16027612154,16928206053,19098736297,25532076667,28136645963,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,,68587614178,80048088221,80506581169,88324532236,92661325826,1.02849E+11,1.06254E+11,1.15125E+11,1.26572E+11,1.38506E+11,1.57329E+11,1.76943E+11,2.28402E+11,2.92446E+11,3.05222E+11,3.40766E+11,3.71633E+11,4.24242E+11,5.05943E+11,5.98911E+11,6.92325E+11,6.52193E+11,5.80305E+11,5.68041E+11,5.76072E+11,6.08747E+11,6.22169E+11,6.99868E+11,6.9624E+11,8.71303E+11,9.56543E+11,1.0561E+12,1.206E+12,1.40512E+12,1.56107E+12,1.68652E+12,1.84363E+12,1.8604E+12,1.67681E+12,1.83803E+12,1.80993E+12,1.60935E+12,1.64277E+12,1.83947E+12,2.22279E+12,2.57631E+12,3.03707E+12,3.53764E+12,3.43316E+12,4.15766E+12,4.72732E+12,4.83263E+12,5.03067E+12,5.22319E+12,4.36757E+12,4.27841E+12,4.76163E+12,4.64464E+12,4.57116E+12,3.81711E+12
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44697E+12,1.66613E+12,1.76414E+12,1.84375E+12,1.95673E+12,1.98004E+12,2.22261E+12,2.16392E+12,2.34516E+12,2.6052E+12,2.9137E+12,3.35958E+12,3.7606E+12,4.48083E+12,5.32051E+12,5.50395E+12,5.83732E+12,6.11784E+12,6.54379E+11,6.90839E+11,7.31999E+11,7.37349E+11,7.35283E+11,7.96855E+11,8.3947E+11,8.63672E+11,8.85183E+11
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1279E+11,1.27346E+11,1.39653E+11,1.47916E+11,1.55721E+11,1.56955E+11,1.75952E+11,1.68945E+11,1.81655E+11,2.00204E+11,2.35287E+11,2.80551E+11,3.22667E+11,3.93974E+11,4.77872E+11,4.90685E+11,5.22449E+11,3.42738E+11,3.36644E+11,3.45628E+11,3.53178E+11,3.47101E+11,3.26457E+11,3.45859E+11,3.71322E+11,3.91876E+11,4.05267E+11
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,1277506029,1238592655,1249265553,1080815378,1167357034,1519604622,1557922689,1648893004,1584950398,1716351765,1986826891,2063396290,2218603015,2452250000,3065458647,3163606277,3017053508,3384838782,2276003844,2787592807,3305493648,3572605195,3895185007,4206838504,4890880503,4979035346,5332451820,5531599864,5763247406,5808099861,6610289566,7404360648,7952368241,8414095613,9583128288,10877137561,11458773295,12398533285,12871418154,12621429697,13390088300,12858034915,13889082014,15862339412,17267131139,20037830846,23479094331,26664497140,35068316629,34518916906,43625939562,52121260703,49822694507,56011532222,60123496115,61542184076,65456039498,66120988027,68240781941,66587457038,65445682389
Lower middle income,,,,,,,,2.78797E+11,2.90642E+11,3.19378E+11,3.4588E+11,3.77429E+11,4.00168E+11,4.71898E+11,6.01816E+11,6.89734E+11,7.13034E+11,8.33737E+11,9.67009E+11,1.08133E+12,1.31599E+12,1.40905E+12,1.50559E+12,1.56185E+12,1.61946E+12,1.76401E+12,1.91249E+12,1.81148E+12,1.87615E+12,1.83673E+12,1.95466E+12,1.83679E+12,1.95948E+12,1.99765E+12,2.13086E+12,2.42227E+12,2.7099E+12,2.78639E+12,2.61191E+12,2.80748E+12,2.83473E+12,2.95001E+12,3.13619E+12,3.54524E+12,3.96881E+12,4.54122E+12,5.25071E+12,6.56015E+12,7.43559E+12,7.74677E+12,8.57172E+12,9.29463E+12,4.44737E+12,4.61863E+12,4.8226E+12,4.84607E+12,5.05769E+12,5.36458E+12,5.46681E+12,5.80728E+12,5.61233E+12
Low & middle income,,3.56825E+11,3.80602E+11,4.0217E+11,4.45633E+11,4.76948E+11,4.89029E+11,5.17609E+11,5.4408E+11,5.94273E+11,6.42735E+11,7.06161E+11,7.82906E+11,9.66539E+11,1.21725E+12,1.35214E+12,1.43665E+12,1.60994E+12,1.77632E+12,2.08816E+12,2.44218E+12,2.69105E+12,2.7141E+12,2.68941E+12,2.76851E+12,2.91577E+12,3.10371E+12,3.15313E+12,3.33981E+12,3.33311E+12,3.85446E+12,3.73704E+12,3.85806E+12,4.23254E+12,4.65133E+12,5.27761E+12,5.7786E+12,6.14198E+12,5.99128E+12,5.82047E+12,6.23374E+12,6.30481E+12,6.39191E+12,7.09814E+12,8.19595E+12,9.66829E+12,1.12213E+13,1.3801E+13,1.62871E+13,1.62181E+13,1.85849E+13,2.11088E+13,1.7078E+13,1.82434E+13,1.8875E+13,1.80183E+13,1.82502E+13,1.99077E+13,2.08911E+13,2.16453E+13,2.05932E+13
Lesotho,43119137.62,46059078.82,52918941.62,59918801.62,64678706.43,69298614.03,76858462.83,78860422.79,80344393.11,83326333.47,86938261.23,101649888.1,114739170,168731988.5,227373068.4,256389452.3,275298988,341651333.9,395354185.8,489667458.4,656136748.8,695210712.3,,,,,,,,,,,,,,,,,,,,,,,,,,2247768161,2249417978,2416874612,3006833383,3327935550,3243211836,2939940410,2829089471,2678310662,2469760694,2980772560,3029783072,2801829850,
Late-demographic dividend,,1.42394E+11,1.54787E+11,1.63009E+11,1.70315E+11,1.77965E+11,1.97652E+11,2.10246E+11,2.1688E+11,2.33041E+11,2.59233E+11,2.88879E+11,3.33993E+11,4.17316E+11,4.85291E+11,5.27686E+11,5.93904E+11,6.7907E+11,7.08397E+11,8.40641E+11,9.45306E+11,1.01286E+12,1.06152E+12,9.73289E+11,1.00014E+12,1.05798E+12,1.15088E+12,1.16204E+12,1.28357E+12,1.26322E+12,1.42971E+12,1.38845E+12,1.3347E+12,1.46116E+12,1.72576E+12,2.21034E+12,2.44702E+12,2.57166E+12,2.4726E+12,2.2314E+12,2.40317E+12,2.46297E+12,2.5839E+12,2.8663E+12,3.35557E+12,4.01697E+12,4.75567E+12,5.92287E+12,7.28563E+12,7.16364E+12,8.333E+12,1.00874E+13,1.0794E+13,1.17187E+13,1.21975E+13,1.1365E+13,1.15465E+13,1.2799E+13,1.38638E+13,1.42992E+13,1.3707E+13
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6910322352,7392043159,8646941735,9781045317,9719574450,10067825637,10570944325,12102853386,15743597293,19046328862,21650103247,25146963233,32073932677,39902577199,33314004726,31142421306,35142684888,34183019045,36764611874,38127168762,33022138377,34444944712,37398914186,41812485668,42212414918,43679204551
Luxembourg,,,,,,,,,,,836605889.5,951311597.2,1170173220,1480928379,1732127175,2148264780,2311107628,2706902645,3288806200,3859987617,4307178921,3753469144,3346165460,3229775937,3088318207,3234238060,4493193065,5731271745,6271433900,6378293407,8143672139,8743729474,9645006274,9599607043,10534578008,12540729338,12540883388,11407214705,11858345188,12338532921,11555150175,11999140045,13543061359,17160899549,19758764589,20681330680,22035228955,25152109225,28507949319,27939691581,28174488080,31095769285,30255127316,32345629698,33511531067,29124560524,30035472252,32387709629,35765591885,35599756233,35953289557
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156759840,5376564574,5743502299,6193854402,6608845784,6644059096,6897510634,7860575261,9735178945,11866429036,13468487866,17426889892,24055126522,27738476831,20998746177,19574589514,22029292092,21925283683,24171973786,24779111545,21247087663,22030555433,23906952506,26646446130,26572035036,25776740270
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,765363487.4,735108919.9,789755332.7,867255088.3,965531872.4,1109266149,1332611994,1562503890,1829323027,2170083580,2502038308,2848285557,3238068917,3598358393,3925863627,4122101990,4114277836,4192119521,3987091790,4001867181,4125650410,4241260659,4607713595,5114653418,5678256305,6704413942,7740801237,8209736608,8994276574,10478037465,11886256399,13420950521,15129270949,16283782091,16700604120,17306877648,18438773614,19453441546,18456396841
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1810368462,1889481850,2180943346,2396439858,2495627527,2597767019,2597766999,2711787373,2910977196,3149886375,3380950499,3695643564,4331746653,5268791546,6153897204,7680690932,8589143077,9714609287,11683274534,14060244672,17017258548,14297198538,13924275278,13124051861,11560539129,11634836530,15381683582,17320359604,19459091740,19727857496,22468412324,25124359578,26364968377,25030856114,28401092100,31604634426,34076896121,30684180424,31850073498,32408649606,30787092283,29746594223,31883417811,38675709830,44389868730,47254096469,51537772466,59643323609,69472020438,71403234414,71503944305,79322117702,78855523620,85236333353,88031476393,77703061151,80341575325,84376289723,90957053515,91879984611,90838387667
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453003733,1599104783,1878868831,1713851769,1053794018,1327287307,1497083813,1715853017,2183995094,2700916753,3283313439,3881814319,4993291790,6875612779,6172502970,7562729015,9212715997,9566337830,10120034719,9947601029,7895858384,8155167639,9733785232,11453754902,11901209274,11819028834
