Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cuba,,,,,,,,,,,4910951200,5964179000,7017200525,8616759831,9843796707,11232880976,11888044823,12256503735,15409418701,16931887123,17091168333,17356902651,18146617059,19259987660,20907137507,18955025330,21240883009,22424813684,24000115172,23817172882,24320799202,22542811246,21169800270,21768601622,27089798919,28878852547,21540000000,22310000000,23367647400,25793904100,27604324800,28966000000,31064075900,33093512500,34561199600,36908451700,46431035300,51050900000,54079500000,54045000000,54729000000,60906000000,63098000000,66910000000,70570000000,76616000000,80172000000,84089000000,86047000000,89877000000,96049000000
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504301676,2596368715,2529329609,2599888268,2570949721,2564301676,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,,,,,,,,,,,,,,,483433337.1,530023629.2,659332215.1,842976049.9,1043986228,1734953068,1672380056,1748841060,1782153059,1771971386,1892743378,2326593898,2820961389,3307226600,3445511006,4392484251,4856570328,5701426988,5031418728,5560480714,7377742561,7626420326,7380881414,8038425339,8126902913,7688108388,8062167577,8949991346,11463959230,13519285000,14393656262,15723089951,19265120449,23335680387,21397667408,21696579610,23403183463,21409139149,20433902245,19798314069,16609050261,16944034758,18244610258,20254175720,20471331020,20592740148
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28997671810,20590045154,24995905058,28946258567,33688524718,41438470234,46312313042,44249209744,46345767815,46046509610,43229055201,46908667384,58120261709,71888794356,83089129098,93422533330,1.04533E+11,1.23968E+11,1.57502E+11,1.43764E+11,1.45477E+11,1.58463E+11,1.43854E+11,1.46682E+11,1.41644E+11,1.24243E+11,1.30223E+11,1.44528E+11,1.66443E+11,1.67653E+11,1.64933E+11
Germany,,,,,,,,,,,1.55152E+11,1.82894E+11,2.22287E+11,2.96213E+11,3.3632E+11,3.88098E+11,4.07871E+11,4.72756E+11,5.79499E+11,6.91654E+11,7.57522E+11,6.46945E+11,6.24506E+11,6.18658E+11,5.79149E+11,5.79983E+11,8.11754E+11,1.01545E+12,1.08572E+12,1.07181E+12,1.33658E+12,1.39639E+12,1.60382E+12,1.57444E+12,1.66496E+12,1.94623E+12,1.89849E+12,1.67108E+12,1.67366E+12,1.65539E+12,1.46404E+12,1.46611E+12,1.55092E+12,1.89179E+12,2.10578E+12,2.1433E+12,2.21462E+12,2.45812E+12,2.70353E+12,2.59701E+12,2.53612E+12,2.75052E+12,2.61672E+12,2.76924E+12,2.8357E+12,2.4387E+12,2.51933E+12,2.64896E+12,2.85937E+12,2.80776E+12,2.81272E+12
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594341693,1766532936,1975433404,2178296318,2324536774,2537758622,2630434839,2359808976
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510800000,491933333.3,494466666.7,504822222.2,480255555.6,507451851.9,539851851.9,560748148.1,540948148.1,638662963,,
Denmark,,,,,,,9059582260,10044761442,10310031067,11567031467,12992117200,14526747505,17122528168,22850227953,26103005628,31767702830,35267351365,39409847248,47735715736,55775012545,57133820330,50479677963,48825682636,48167812685,45936863160,48325585293,67304911136,83071212081,87203818763,84173963366,1.01813E+11,1.03263E+11,1.13393E+11,1.07532E+11,1.17656E+11,1.38023E+11,1.3936E+11,1.2769E+11,1.31453E+11,1.30115E+11,1.16451E+11,1.17059E+11,1.28269E+11,1.57647E+11,1.82647E+11,1.91181E+11,2.02569E+11,2.29426E+11,2.5616E+11,2.45475E+11,2.41426E+11,2.56209E+11,2.4377E+11,2.53228E+11,2.57497E+11,2.19682E+11,2.24008E+11,2.35047E+11,2.54271E+11,2.4553E+11,2.51478E+11
Dominican Republic,561000000,569899800,746600300,858500200,942200200,857500000,935400000,966800000,1021200000,1126300000,1349326996,1530481307,1662631844,1930153083,2516289091,2837833453,3341664894,3918026627,4116448530,4640214740,6023883259,6403238062,7354424941,8079307094,10480846007,4403887508,5141122184,4904138356,4254835463,5507452448,5986263362,8477270016,10220400000,11179856000,12262958912,13874731935,15106821336,16351730342,17169209214,17538353206,19544733183,20470834582,21796441767,17279707184,17507258474,28700126805,30451543544,35203901326,40208725747,41010750780,45387143577,49667350224,51534750355,52417189872,55141745335,57789942862,61165645216,64309500964,67723440933,70147197129,64905431758
Algeria,2253355188,1754577728,1344135201,2231679225,2383643110,2528614835,2472700006,2520141135,2819120678,3062185190,3425396245,3754093718,4802700100,5729929287,7493283565,9936827138,10763554734,13472143846,16455012557,19670638985,24104862876,26298715464,27481380689,29422821563,35758719469,39739050161,48890966782,51116563128,46950021201,44397130037,45235837153,28636543564,32542442666,36092764399,31244920068,30025576891,32157723689,32753222764,35075504496,33261063270,30219637841,32018264586,33756367506,37519503844,44655759180,46657776116,50249392263,58488701503,74196165233,73688594499,83097951227,1.03696E+11,1.09684E+11,1.12834E+11,1.19506E+11,1.03855E+11,1.01466E+11,1.04632E+11,1.03576E+11,1.03459E+11,99045724454
East Asia & Pacific (excluding high income),1.23263E+11,1.32275E+11,1.32663E+11,1.37658E+11,1.46397E+11,1.57621E+11,1.70852E+11,1.76195E+11,1.80122E+11,1.93749E+11,2.08053E+11,2.19649E+11,2.53796E+11,3.14254E+11,3.53041E+11,3.94707E+11,4.13789E+11,4.64728E+11,4.39279E+11,5.03001E+11,5.93128E+11,6.5837E+11,7.01366E+11,7.12935E+11,7.62906E+11,8.33063E+11,8.13549E+11,7.60932E+11,8.57862E+11,9.69684E+11,1.0466E+12,1.12006E+12,1.2275E+12,1.30998E+12,1.56709E+12,1.94499E+12,2.24976E+12,2.30893E+12,2.10192E+12,2.40582E+12,2.62492E+12,2.76163E+12,3.04507E+12,3.33231E+12,3.71586E+12,4.23121E+12,4.95685E+12,6.11211E+12,7.53258E+12,8.17725E+12,9.09849E+12,1.02921E+13,5.89872E+12,6.51526E+12,7.08618E+12,7.53819E+12,7.82736E+12,8.50492E+12,9.52499E+12,1.0021E+13,1.00676E+13
Early-demographic dividend,,,2.4819E+11,2.61945E+11,2.97855E+11,3.21779E+11,3.14671E+11,3.3067E+11,3.52738E+11,3.91331E+11,4.16994E+11,4.54018E+11,4.91307E+11,6.10511E+11,8.05366E+11,8.90919E+11,9.27928E+11,1.05143E+12,1.21598E+12,1.44311E+12,1.74833E+12,1.99558E+12,1.97322E+12,2.026E+12,2.01089E+12,2.08121E+12,2.1797E+12,2.1858E+12,2.30282E+12,2.31585E+12,2.70214E+12,2.91919E+12,3.22888E+12,3.53646E+12,3.68855E+12,3.74483E+12,4.04835E+12,4.34539E+12,4.35234E+12,4.60325E+12,4.88516E+12,4.89424E+12,4.71384E+12,5.18925E+12,5.86667E+12,6.69144E+12,7.52469E+12,8.91224E+12,1.00002E+13,1.00131E+13,1.12332E+13,1.20053E+13,7.26371E+12,7.46428E+12,7.865E+12,7.60293E+12,7.75212E+12,8.29014E+12,8.31316E+12,8.58084E+12,8.08147E+12
East Asia & Pacific,2.06775E+11,2.15748E+11,2.20259E+11,2.33191E+11,2.47004E+11,2.65211E+11,2.88564E+11,3.05125E+11,3.21429E+11,3.49686E+11,3.82456E+11,4.30033E+11,5.37093E+11,7.0116E+11,8.22078E+11,9.37984E+11,1.03668E+12,1.22812E+12,1.54469E+12,1.6847E+12,1.83239E+12,2.03204E+12,2.02373E+12,2.1501E+12,2.26596E+12,2.37344E+12,3.06321E+12,3.55638E+12,4.22245E+12,4.42711E+12,4.63264E+12,5.20644E+12,5.75313E+12,6.50702E+12,7.37568E+12,8.40057E+12,8.08634E+12,7.73104E+12,6.96904E+12,7.96695E+12,8.59493E+12,8.08621E+12,8.25042E+12,8.96974E+12,9.89022E+12,1.04568E+13,1.08858E+13,1.1895E+13,1.36366E+13,1.41936E+13,1.57882E+13,1.77444E+13,1.35869E+13,1.35266E+13,1.38562E+13,1.37417E+13,1.4358E+13,1.518E+13,1.65101E+13,1.70371E+13,1.69239E+13
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76568E+11,6.04958E+11,6.92948E+11,6.36072E+11,5.19283E+11,5.98479E+11,5.3873E+11,5.88148E+11,5.99121E+11,6.43175E+11,5.96529E+11,4.93965E+11,5.17692E+11,5.18566E+11,6.01862E+11,7.61263E+11,9.87534E+11,1.2374E+12,1.4889E+12,1.92805E+12,2.37775E+12,2.00711E+12,2.30277E+12,2.75325E+12,2.95898E+12,3.2045E+12,2.96677E+12,2.26534E+12,2.19754E+12,2.43916E+12,2.44074E+12,2.53761E+12,2.36877E+12
Europe & Central Asia,,,,,,,,,,,7.42895E+11,8.49203E+11,1.02158E+12,1.29106E+12,1.47845E+12,1.78091E+12,1.84308E+12,2.08961E+12,2.55056E+12,3.12002E+12,3.58038E+12,3.23169E+12,3.11731E+12,3.01984E+12,2.8773E+12,2.96875E+12,4.02722E+12,5.00694E+12,5.51653E+12,5.51881E+12,6.78601E+12,7.01862E+12,7.57467E+12,7.04964E+12,7.34197E+12,8.32128E+12,8.53265E+12,8.09533E+12,8.27626E+12,8.20326E+12,7.66852E+12,7.76321E+12,8.51244E+12,1.04109E+13,1.20685E+13,1.28298E+13,1.37258E+13,1.58665E+13,1.75132E+13,1.60102E+13,1.61906E+13,1.77024E+13,1.71301E+13,1.79202E+13,1.80542E+13,1.54549E+13,1.54005E+13,1.6163E+13,1.72228E+13,1.70033E+13,1.65278E+13
Ecuador,1551874062,1324710379,1150255241,1382784426,1721001341,1836736458,1900843188,2017859281,2182416163,2524446118,2404757745,2305581203,2545242087,3045537909,4715637488,6393201645,7354173297,8528523233,9207582747,10982660648,13474450112,16326063062,16209975414,13566028011,13449445126,13273906980,11988363742,11378211259,10251015927,10759414633,11428569399,12877652826,13366034017,15533934967,18605633817,20404561281,20466505253,22991046523,23397216608,15091047524,13549882941,20051882000,23606958000,26742603000,29770074000,32884561000,35842793000,38775487000,45298051000,47494560000,53193172000,58748321000,64735024000,70265165000,74555251000,75319038000,74486286000,77675205000,80031510000,80080014000,74208173000
"Egypt, Arab Rep.",,,,,,4261904762,4631772070,4945157010,5496261682,6024213075,7151469480,7892629431,8686918304,9232945932,8494494079,10635686103,11867527309,12354148395,12654032747,15189857143,18384677668,17805810811,22252586207,24912689173,27520963234,31200921369,32553788587,34014139827,29642248722,32940933757,35800807761,31472249917,34754611380,39315726291,44039145907,51135358301,59050707547,69410029499,74645808737,78590386317,86922060766,83719676550,73528089888,68807692308,66509740260,75524126456,89043478261,1.09212E+11,1.35473E+11,1.65408E+11,1.8775E+11,2.05353E+11,2.56483E+11,2.65721E+11,2.8967E+11,3.10229E+11,3.14209E+11,2.31529E+11,2.34226E+11,2.72853E+11,3.42433E+11
Euro area,,,,,,,,,,,4.63277E+11,5.31459E+11,6.443E+11,8.3312E+11,9.52307E+11,1.14503E+12,1.19202E+12,1.36224E+12,1.66156E+12,2.02077E+12,2.29367E+12,2.02843E+12,1.96619E+12,1.91614E+12,1.8251E+12,1.87487E+12,2.59993E+12,3.2387E+12,3.518E+12,3.57148E+12,4.46983E+12,4.65785E+12,5.18316E+12,4.77063E+12,4.99971E+12,5.72577E+12,5.82464E+12,5.28511E+12,5.399E+12,5.38696E+12,4.90039E+12,4.97793E+12,5.41007E+12,6.72247E+12,7.66979E+12,7.98894E+12,8.41428E+12,9.56333E+12,1.06054E+13,1.00436E+13,9.78014E+12,1.0469E+13,9.7419E+12,1.01384E+13,1.02768E+13,8.77074E+12,8.96151E+12,9.40255E+12,1.01423E+13,9.89056E+12,9.68077E+12
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599807998.6,582115811.2,691087662.3,799125000,905485550.7,857456353.6,991339097.2,907145708.1,893865402.6,866638277.6,900557772.5,1171172476,1483439434,1410765114,1426515070,1454283089,1504266341,2035887057,2313015811,2576888267,,,,,,,,,
Spain,,,,,,,,,,,30151687663,34461485030,43396632151,57471587664,72117980963,85897568116,91365834370,1.01538E+11,1.22001E+11,1.65366E+11,1.8373E+11,1.62953E+11,1.57195E+11,1.36777E+11,1.34856E+11,1.41662E+11,1.9446E+11,2.48255E+11,2.89467E+11,3.22397E+11,4.16317E+11,4.51368E+11,5.03367E+11,4.21359E+11,4.2146E+11,4.83097E+11,5.00923E+11,4.55632E+11,4.73888E+11,4.84879E+11,4.55509E+11,4.75577E+11,5.31211E+11,6.76424E+11,8.04747E+11,8.69769E+11,9.46135E+11,1.10904E+12,1.23974E+12,1.15234E+12,1.11842E+12,1.17047E+12,1.05322E+12,1.0683E+12,1.0818E+12,9.31755E+11,9.51891E+11,1.00793E+12,1.09086E+12,1.06122E+12,9.97452E+11
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3148507542,3367785474,3624102282,3855509169,4040453111,4430291467,4496548126,4205885930,4591668606,5423313554,7219660117,8841968944,10046340007,11911317275,15333926909,17464694595,14504137260,14055135356,15908035623,15881394859,17598148332,18448799183,16239487016,17125885401,18661044766,21136088363,21537716745,21775997372
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26441409677,34980052338,39272855426,44191766063,51838253125,57655158036,63486796022,63972813139,74692274241,85133040141
European Union,,,,,,,,,,,5.26203E+11,6.02019E+11,7.28514E+11,9.39522E+11,1.07317E+12,1.29267E+12,1.35233E+12,1.54147E+12,1.87127E+12,2.27004E+12,2.57119E+12,2.2793E+12,2.2012E+12,2.13678E+12,2.04107E+12,2.09949E+12,2.90316E+12,3.6152E+12,3.92207E+12,3.98082E+12,4.96891E+12,5.15363E+12,5.72005E+12,5.24854E+12,5.50894E+12,6.31375E+12,6.45125E+12,5.87601E+12,6.01881E+12,6.00053E+12,5.48801E+12,5.58153E+12,6.08716E+12,7.54179E+12,8.62252E+12,9.03948E+12,9.55542E+12,1.09289E+13,1.22016E+13,1.14369E+13,1.12306E+13,1.20577E+13,1.12474E+13,1.1716E+13,1.18685E+13,1.01435E+13,1.0368E+13,1.09286E+13,1.18134E+13,1.1547E+13,1.13438E+13
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,1.08803E+12,1.1874E+12,1.273E+12,1.16735E+12,1.2824E+12,1.31624E+12,1.36898E+12,1.36635E+12,1.30706E+12,1.62276E+12,1.08599E+12,1.15406E+12,1.15583E+12,1.14846E+12,1.34616E+12,1.3854E+12,1.54878E+12,1.65538E+12,1.686E+12,1.80356E+12,1.9335E+12,1.92532E+12,2.00207E+12,2.4562E+12,2.95979E+12,3.45361E+12,4.64652E+12,5.67302E+12,6.13648E+12,6.54071E+12,6.62046E+12,1.25378E+12,1.37284E+12,1.57779E+12,1.28867E+12,1.18761E+12,1.16937E+12,1.23503E+12,1.30665E+12,1.256E+12
Finland,,,,,,,,,,,7783236127,8591969309,10191073989,13155031897,16404951946,20553038629,22696284044,24177922385,26040934296,31276777591,37333439592,36789749242,37605772789,36380230572,37407004353,40102647736,53008444757,66369538753,76787491116,82929194956,1.00316E+11,98503161300,88095301301,68848756115,77425156517,97761437908,97385451721,90624212576,93375611927,93441295547,84899576193,87330648770,96252587992,1.21177E+11,1.39094E+11,1.45514E+11,1.54306E+11,1.77553E+11,2.01711E+11,1.92435E+11,1.90166E+11,2.10626E+11,2.01838E+11,2.13555E+11,2.16932E+11,1.84869E+11,1.87681E+11,1.93678E+11,2.09433E+11,2.03329E+11,2.03731E+11
Fiji,,,,,,,,,,,,,,,,,,,,,894127139.4,974782354.3,952826040.3,963401179.9,959728431.6,945310332.9,993748786.3,976570463.9,948710060.8,1063567721,1208124114,1241365546,1326246174,1358953172,1456160781,1580830548,1586973562,1582046131,1182252869,1277467506,1249412760,1210225775,1283231972,1568519886,1764512406,2768866884,2919347967,3034012793,3287996737,2652227233,2741880154,3205195182,3407651880,3560302704,3786928102,3621853547,3960758104,4288693212,4512216154,4475513794,3789452693
France,44795063219,48968318256,55049498869,62125830077,67997085731,72733683696,78604939349,85240162417,93863029399,1.02156E+11,1.05797E+11,1.18924E+11,1.45645E+11,1.88092E+11,2.05536E+11,2.6749E+11,2.77267E+11,3.06004E+11,3.78205E+11,4.58895E+11,5.31504E+11,4.79838E+11,4.60048E+11,4.39592E+11,4.17338E+11,4.38082E+11,6.04556E+11,7.36456E+11,7.87733E+11,7.83436E+11,9.69334E+11,9.73684E+11,1.08432E+12,1.04207E+12,1.08993E+12,1.24705E+12,1.26199E+12,1.1265E+12,1.15098E+12,1.13805E+12,1.03781E+12,1.04973E+12,1.14603E+12,1.42431E+12,1.63119E+12,1.70116E+12,1.78521E+12,2.03408E+12,2.24799E+12,2.1376E+12,2.09678E+12,2.2527E+12,2.11135E+12,2.21365E+12,2.23711E+12,1.89825E+12,1.9275E+12,2.0096E+12,2.15227E+12,2.09012E+12,2.05713E+12
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851405802.3,897867033.6,827071296.9,873996731.9,984723928.7,1254443888,1429069787,1554986743,1659884308,1925363264,2119142426,2031916283,1962198396,2178218191,1997065170,2135587486,2211759465,1956271645,1936509351,2048675582,2120736072,2133580232,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,151500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,182342431.2,206278475.1,219816892.9,442820861.2,524293945.9,770368931.3,813139142.5,1168594783,1198284856,1393840298,1684971361,1582812722,1557791417,1594999141,1714586499,1760661496,2489706329,2499529488,2591588437,2892714708,3758473535,3174431750,3641546751,2788346088,2305517068,2630460200,2869289637,2368095706,2783001933,2544457187,2120366146,2615371403,2869364458,3484918194,3897113426,4079172565,4488434334,5380310663,6152170404,6199791449,6342562172,7350999678,7465027388,8224186301,8981745995,7573397774,7724418617,7942704349,8295386304,8212291798,8449554565
United Kingdom,,,,,,,,,,,1.10126E+11,1.25678E+11,1.46289E+11,1.64221E+11,1.8398E+11,2.20648E+11,2.0885E+11,2.28745E+11,2.88448E+11,3.75762E+11,4.88801E+11,4.72392E+11,4.4937E+11,4.26618E+11,4.01122E+11,4.2002E+11,5.28009E+11,6.4375E+11,7.82717E+11,7.87363E+11,9.35975E+11,9.96451E+11,1.04714E+12,9.43972E+11,1.00956E+12,1.09241E+12,1.15199E+12,1.28057E+12,1.36785E+12,1.40772E+12,1.38668E+12,1.38176E+12,1.50793E+12,1.73793E+12,2.05914E+12,2.15354E+12,2.28291E+12,2.59795E+12,2.48704E+12,2.09949E+12,2.13748E+12,2.27824E+12,2.31973E+12,2.37884E+12,2.59942E+12,2.47925E+12,2.28249E+12,2.24111E+12,2.41649E+12,2.39083E+12,2.29958E+12
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5996071539,,,3195032787,3738720814,3038354857,3497869830,3938811021,3440259965,2570096962,3028480293,2869121225,2974831625,3529617374,4541266694,5608925912,7532857785,9777072733,13420713711,11619994014,11810694047,14498250815,15339792890,15671215583,16128787450,13570660556,12881734060,13594461048,14522434000,14622075689,15123278140
Ghana,1008522011,1175208288,1204623513,1348898190,1462356916,1883975146,1959614296,1611269360,1489433260,1742411391,1931654722,2184098525,1846661789,2118309859,2617391304,2426595745,2529237288,2870285714,3514310646,3754558405,4225829876,4053313718,3885294118,3922707145,4229158513,4205482131,5395264984,4876353741,4916255575,4957224428,5566939671,6113828804,6333194508,5605363636,4766503138,5715750626,6018220183,6600153320,6713978806,7452874344,4706233070,4941824515,5707354114,7097537610,8231800889,10344006186,18924808873,25056160841,29528557541,25157044270,32417242587,39184781862,39406282098,53466147471,43922188428,40030174231,44807421249,49654529571,52762226223,56215265899,57642379649
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,1637198701,1690598444,2077095750,1982264389,2075818274,2347842797,2626985694,2618985155,2778103920,3028755557,3263680927,3112909994,3101446140,2926343502,2514940658,2403956384,2594826721,2674850862,2925199159,2372877548,4100773335,6319574307,6594076366,6950461883,6342114152,6561014528,7208635429,8710944864,8829245359,9259030549,8632625702,9257161551,10555437359,11796920770,10723208765
"Gambia, The",,,,,,,43871310.97,45518988.72,41330485.29,45465799.45,50324005.18,55294461.21,59017188.83,74555333.65,94633935.36,104080088.5,104949409.2,134646096.8,177118809,205469921.6,227018012.8,213212290.2,200589648.4,198741757,169094054.3,214360897.8,172418758.1,204615571.6,244623516.8,255287726.1,283271988.8,659317184,670101633.4,782340965.9,787209250.9,748097964.2,889580951.7,755160065.5,826930471.4,795167054.3,791554764,636343777.1,569220270.3,467978377.5,949081088.6,1040335393,992813291.7,1218289418,1606991583,1450098332,1596494360,1341615328,1233029170,1304326838,1183486313,1240191153,1297964551,1412964159,1592542146,1716554307,1685381259
Guinea-Bissau,,,,,,,,,,,76068940.88,80231357.14,95177085.71,101687118.6,115976644.7,114832129.9,119583894.3,119015308.7,129804899.1,131262819.7,,152843787.9,174106837.8,169437836.5,138694496.5,176224993.8,133897666.8,160580792.2,154632483.7,209554980.7,237064471,248971090.7,219750201.5,220275378.4,226393773.6,256951132.1,265712549.8,254766588.6,227235718.1,227039683.2,396665758.1,398618583.5,417434966.9,474674840.4,547105534.6,611006773.9,620569045.6,705550916.3,869498539.7,876373389.5,930897383,1048545127,1024128472,1049660885,1052400848,1012693717,1143314586,1300194801,1327204514,1360160043,1404763678
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373365340,2761727560,3562735453,4482742835,5129712573,5725563565,6863705659,7100977359,9060172926,9520932076,8024648389,8214380486,8622426250,9418731402,9268686865,9802853016
Greece,3788106235,4101947195,4366163598,4740492223,5327476100,5972012649,6611617410,7280446026,7876960680,8657672282,9744829545,10578170455,11716579545,14580264672,18158125000,20860308183,22242733209,27121239593,33143283859,40621131555,43234892086,41207410824,42929938776,39772801858,37689915357,37390685912,43927874878,54173653749,61647276003,65472152749,82285965176,87302011591,97853594923,92652537158,98496390449,1.17422E+11,1.24812E+11,1.20809E+11,1.22041E+11,1.20754E+11,1.10813E+11,1.15587E+11,1.31331E+11,1.69063E+11,2.00054E+11,2.13532E+11,2.30544E+11,2.71847E+11,3.12263E+11,3.01757E+11,2.66008E+11,2.59518E+11,2.23837E+11,2.16193E+11,2.10838E+11,1.73983E+11,1.71027E+11,1.78395E+11,1.88662E+11,1.82827E+11,1.74893E+11
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439516068,1699704562,1728242926,1830900652,2071275052,2327082639,2329646142,2253000480,2430588411,2303875701,2427594680,2488071269,2097043654,2160598363,2258689364,2411142432,2411971092,
Guatemala,955900000,997300000,1061900000,1150300000,1167700000,1191800000,1243800000,1313400000,1393700000,1513300000,1644700000,1727300000,1838700000,2200200000,2676500000,3125100100,3693300000,4481000100,5109500000,5919499800,6843999900,7702000100,7824000200,8189000200,8577600300,8704608783,6379132192,6555520160,7224733206,7708557777,6901317825,8401504265,9491242834,10388377506,11899096658,13353452019,14434319576,16358853357,17588802812,16669144381,17537427079,17481597333,19297132708,20626869876,22594597735,26178270989,29061477547,32727010465,38465881640,36262840558,39918429658,45512294127,48519308977,51325179844,55841098264,59329031457,62754070975,68417675662,70934474545,73929597100,73814308729
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,136090532.6,142973808.6,139590503.4,116549028.8,156507029.1,170941176.5,185941176.5,191470588.2,171500000,187900000,208300000,219000000,232476190.5,274761904.8,311000000,331333333.3,397520000,389080000,403160000,416000000,480120000,524821428.6,445066666.7,476166666.7,349131578.9,353720907,336953488.4,283979602,344099990,322647040.4,341139248.1,272611716.5,267944898.5,346461701.2,463828107.7,482863190.8,523670099,583792740.2,595958788.6,576955236,647335270.5,657032198.2,662654538.6,660264341.6,677947831.5,827522201.4,,,,,,,,,,,,,,,
High income,,,,,,,,,,,1.773E+12,1.9765E+12,2.28569E+12,2.72662E+12,3.08751E+12,3.56169E+12,3.84381E+12,4.34572E+12,5.17088E+12,5.9731E+12,6.72194E+12,6.81525E+12,6.90359E+12,7.17194E+12,7.36154E+12,7.76983E+12,9.41957E+12,1.09047E+13,1.21451E+13,1.26658E+13,1.42964E+13,1.51806E+13,1.64451E+13,1.6606E+13,1.77398E+13,1.95147E+13,1.97321E+13,1.93655E+13,1.95429E+13,2.0629E+13,2.1031E+13,2.11368E+13,2.22021E+13,2.49204E+13,2.75497E+13,2.9041E+13,3.04862E+13,3.3192E+13,3.56195E+13,3.4405E+13,3.56737E+13,3.81777E+13,3.80833E+13,3.84116E+13,3.90982E+13,3.69211E+13,3.77467E+13,3.92075E+13,4.15479E+13,4.19185E+13,4.10652E+13
"Hong Kong SAR, China",1036782137,1156872935,1287724117,1424885853,1575782323,1669109948,1889611408,2025750326,2119274950,2386602337,2732386952,3198342532,3919239905,5685611581,6668256618,7180458745,8232955472,10523380523,12867391165,14883362984,18951588593,20676292201,22104153281,21391152343,22646840624,24440108846,27711224738,32154700383,37449654112,42659393069,49458394311,58961550340,69469291786,79438311185,91623621966,1.01532E+11,1.11298E+11,1.22652E+11,1.18997E+11,1.15798E+11,1.16749E+11,1.18275E+11,1.14219E+11,1.10586E+11,1.16564E+11,1.2115E+11,1.28805E+11,1.43735E+11,1.50832E+11,1.50433E+11,1.60583E+11,1.78946E+11,1.93425E+11,2.07791E+11,2.21429E+11,2.35346E+11,2.44504E+11,2.62485E+11,2.82903E+11,2.91335E+11,2.74589E+11
Honduras,294500000,311400000,328400000,355550000,400600000,432000000,469750000,492650000,534950000,557900000,616800000,612000000,666500000,746500000,887000000,1012000000,1149000000,1358500000,2590512502,2961107228,3497669263,3682687203,3965482923,4234466675,4593305780,4872992077,5301457074,5572808018,5128730446,4890508676,4250263247,3921588410,4197924644,3873040715,3508948946,4153568770,4117355169,4433104722,5082589801,5235583422,5978529120,6595822235,6863825021,7226885425,7802865750,8787511264,10048199032,11586525011,13380232504,14087048415,15107413363,16480334549,17447088078,18126495060,18768289834,19128254122,19627865161,20862758954,22483013541,23784226977,22851742666
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24376E+11,1.19625E+11,1.25486E+11,1.23934E+11,1.20285E+11,1.22659E+11,1.02912E+11,1.21443E+11,1.3117E+11,1.36389E+11,1.47852E+11,1.49799E+11,1.6124E+11,1.54603E+11,1.67711E+11,1.87895E+11,2.13283E+11,2.43873E+11,2.80197E+11,3.35893E+11,3.91773E+11,3.90084E+11,4.17002E+11,4.62781E+11,4.78094E+11,5.32616E+11,5.51011E+11,5.3844E+11,5.43868E+11,5.7606E+11,6.17651E+11,6.38257E+11,6.46272E+11
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20688800060,20724346732,21048680680,21928136324,20080898450,18449083494,19538160465,22996325443,28860404369,34349686746,37514769969,40446450030,48142209913,56351565240,50846791829,48781829141,51769087737,47459711381,48782329215,47603690575,39843852166,40863043063,43670509285,48337737769,48253916830,47392862011
