Country,Year,High Tech Exports(% of total),High Tech Exports(total),Price To Income Ratio,Gross Rental Yield City Centre,Gross Rental Yield Outside of Centre,Price To Rent Ratio City Centre,Price To Rent Ratio Outside Of City Centre,Mortgage As A Percentage Of Income,Affordability Index,Cost of Living Index,Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Health Care Index,Continent,Third World,Least Developed Country
Albania,2016.0,0.784313359,10199913.0,14.05,4.01,5.33,24.92,18.78,128.55,0.78,33.81,7.12,27.33,27.59,43.58,31.699642857142862,1,0,0
Albania,2017.0,0.088456603,1119016.0,14.43,3.96,5.0,25.22,20.02,137.95,0.72,32.42,6.3,26.07,25.06,34.49,29.94654761904758,1,0,0
Albania,2018.0,0.044701906,591717.0,14.25,3.69,4.75,27.07,21.05,129.22,0.77,37.88,7.33,30.87,29.08,37.03,28.193452380952294,1,0,0
Albania,2019.0,0.1483026193333501,1753203.0,15.2,4.28,5.27,23.37,18.99,128.83,0.78,36.17,8.21,28.59,29.34,33.81,26.44035714285701,1,0,0
Albania,2020.0,0.021893543412147665,5055767.0,15.49,4.2,5.3,23.82,18.86,125.86,0.79,36.39,8.55,28.39,26.75,29.56,53.05,1,0,0
Albania,2021.0,0.0,1544040.2878785133,14.78,4.31,5.19,23.2,19.28,117.52,0.85,40.25,9.21,32.73,30.71,26.58,50.66,1,0,0
Algeria,2009.0,1.176831871,4616076.0,27.538999999999987,2.636454545454548,2.863454545454559,40.116818181818076,36.915181818181736,250.2103636363645,0.42654545454545456,44.49236363636419,9.316727272727235,46.8578181818184,31.77672727272693,36.7143636363636,0.0,6,1,0
Algeria,2010.0,1.168677212,5381398.0,26.675636363636386,2.6589090909090913,2.926727272727277,39.60909090909081,36.13599999999997,240.85199999999895,0.44690909090908804,43.06284848484893,8.96769696969693,45.27690909090916,30.321030303030057,36.322848484848464,0.0,6,1,0
Algeria,2011.0,0.541468119,3565016.0,30.0,3.44,3.48,29.1,28.74,279.11,0.36,41.63333333333367,8.618666666666627,43.69599999999991,28.865333333333183,35.93133333333333,0.0,6,1,0
Algeria,2012.0,0.343094834,2215525.0,30.53,1.99,2.13,50.19,46.9,284.04,0.35,40.64,8.32,43.59,25.57,27.54,0.0,6,1,0
Algeria,2013.0,0.569126975,3256008.0,17.18,2.38,2.67,42.05,37.51,159.84,0.63,41.49,6.06,43.76,24.84,32.71,3.528214285712238,6,1,0
Algeria,2014.0,0.328391618,4033112.0,18.61,3.17,4.37,31.56,22.89,151.12,0.66,39.11,8.94,40.11,27.48,32.1,9.142857142855064,6,1,0
Algeria,2015.0,0.233281062,2549728.0,20.91,2.7,3.4,36.98,29.38,161.45,0.62,34.1,7.83,33.95,26.96,36.94,57.22,6,1,0
Algeria,2016.0,0.48961408,4844795.0,19.06,2.94,3.69,34.02,27.1,152.14,0.66,28.89,7.1,30.5,18.77,49.46,20.372142857140716,6,1,0
Algeria,2017.0,0.960299341,9027398.0,21.76,2.66,2.96,37.6,33.8,177.68,0.56,32.38,6.83,32.5,20.12,36.66,25.986785714283542,6,1,0
Algeria,2018.0,0.35110971972221705,5706213.722222209,22.23,2.56,2.81,39.14,35.62,184.28,0.54,32.13,6.05,33.8,17.6,35.98,31.601428571428187,6,1,0
Algeria,2019.0,0.29220310562222096,5969921.8888888955,21.22,2.71,3.02,36.84,33.1,180.38,0.55,30.56,5.51,32.0,16.38,32.93,54.12,6,1,0
Algeria,2020.0,0.23329649152222487,6233630.055555522,17.81,3.0,3.81,33.29,26.21,150.28,0.67,30.1,5.34,30.71,15.89,28.69,54.86,6,1,0
Algeria,2021.0,0.17438987742221457,6497338.222222209,17.14,3.18,4.03,31.42,24.82,151.4,0.66,28.31,5.01,29.09,14.98,24.77,55.01,6,1,0
Argentina,2009.0,9.072411085,1615045571.0,10.04,3.12,3.72,32.1,26.87,139.49530303030042,0.44818181818181557,70.7054545454539,23.389090909090555,59.797121212121056,62.768939393939945,51.345757575757546,82.49250000000029,4,0,0
Argentina,2010.0,7.748539738,1700363226.0,11.82,3.94,5.48,25.38,18.26,661.87,0.15,53.21,21.18,34.51,48.02,40.6,81.2800000000002,4,0,0
Argentina,2011.0,7.359094505,1936261822.0,9.57,4.89,5.4,20.44,18.51,265.33,0.38,56.63,18.61,49.57,44.6,51.78,80.06750000000056,4,0,0
Argentina,2012.0,6.674939563,1664145543.0,11.97,5.18,5.06,19.32,19.77,255.32,0.39,63.13,19.21,52.4,54.37,41.71,78.85500000000047,4,0,0
Argentina,2013.0,7.485894854,1797685979.0,10.23,4.51,5.35,22.19,18.71,208.58,0.48,70.44,20.12,64.52,65.43,50.24,77.64250000000038,4,0,0
Argentina,2014.0,7.088182385,1515780203.0,8.95,4.62,4.77,21.65,20.98,186.31,0.54,66.85,17.63,63.23,64.18,57.08,76.75,4,0,0
Argentina,2015.0,9.282262488,1484221227.0,11.59,3.63,3.75,27.58,26.64,231.65,0.43,67.12,18.26,61.47,64.4,59.38,75.18,4,0,0
Argentina,2016.0,9.022443729,1339371534.0,12.22,3.61,3.83,27.73,26.14,269.12,0.37,64.09,18.07,52.51,64.19,74.92,73.73,4,0,0
Argentina,2017.0,9.247428305,1494147748.0,12.07,3.77,3.9,26.53,25.64,333.23,0.3,52.57,13.92,44.06,50.37,58.4,73.3,4,0,0
Argentina,2018.0,5.402984041,647172436.0,10.68,4.2,4.2,23.8,23.79,286.2,0.35,53.74,13.84,44.64,53.69,60.15,71.31,4,0,0
Argentina,2019.0,5.21279068,561915854.0,19.02,2.57,2.85,38.89,35.14,566.2,0.18,33.09,9.48,26.25,32.5,55.0,69.39,4,0,0
Argentina,2020.0,6.698418445890866,546445776.0,24.53,1.93,1.95,51.89,51.32,1041.24,0.1,32.95,8.33,25.82,30.52,47.22,69.25,4,0,0
Argentina,2021.0,6.548200741827259,602165930.8030396,22.68,2.22,2.29,45.04,43.75,941.22,0.11,37.87,8.49,29.2,33.39,34.56,68.58,4,0,0
Armenia,2009.0,2.842802044,5130103.0,10.799181818181864,8.461909090909103,5.939818181818168,5.607363636363516,8.547727272727343,162.30809090909315,0.33236363636363464,49.25890909090913,17.59363636363628,27.63209090909092,39.889181818181896,12.634181818181787,48.33,0,0,0
Armenia,2010.0,2.324428013,4727601.0,11.295272727272732,8.168909090909096,5.873999999999995,6.7798181818184275,9.546363636363594,167.7056363636384,0.3452727272727252,47.528545454545565,16.75181818181818,27.51218181818183,38.83800000000019,14.392545454545598,48.33,0,0,0
Armenia,2011.0,3.373336197,7448895.0,15.77,12.4,8.24,8.07,12.13,214.94,0.47,58.68,25.86,27.57,47.41,17.43,48.33,0,0,0
Armenia,2012.0,2.850901413,7581095.0,13.72,9.95,8.02,10.05,12.48,185.08,0.54,62.75,19.62,38.38,53.15,20.71,48.33,0,0,0
Armenia,2013.0,3.027848224,9332592.0,12.783545454545447,7.289909090909077,5.6765454545454475,10.297181818181798,12.542272727272803,183.89827272727416,0.3839999999999968,42.337454545454875,14.226363636363658,27.15245454545456,35.68445454545463,19.66763636363612,48.33,0,0,0
Armenia,2014.0,3.021633743,9307631.0,19.28,5.61,5.8,17.81,17.25,279.29,0.36,46.66,13.92,36.75,41.14,23.56,48.33,0,0,0
Armenia,2015.0,5.651814027,11860132.0,13.39,6.55,5.33,15.28,18.75,197.43,0.51,40.68,9.65,33.2,32.71,27.74,48.33,0,0,0
Armenia,2016.0,6.13781179,21845876.0,18.24,5.81,5.06,17.21,19.76,286.45,0.35,35.49,9.77,28.3,30.98,33.08,48.33,0,0,0
Armenia,2017.0,7.550863596,28235643.0,14.29,6.27,5.21,15.94,19.19,213.1,0.47,33.87,9.91,26.83,31.03,32.88,48.33,0,0,0
Armenia,2018.0,7.055598424,36293329.0,13.58,6.66,5.64,15.02,17.74,194.54,0.51,33.45,8.81,27.75,31.21,31.78,48.33,0,0,0
Armenia,2019.0,9.794845162,45646416.0,14.09,6.38,6.31,15.67,15.85,187.15,0.53,32.51,9.9,25.77,32.53,33.06,48.33,0,0,0
Armenia,2020.0,8.989185656890868,28653375.0,16.62,5.84,5.75,17.12,17.4,213.97,0.47,32.84,10.91,25.61,30.43,28.0,48.33,0,0,0
Armenia,2021.0,9.674778984054456,40102984.409090996,18.01,5.05,4.91,19.79,20.37,229.05,0.44,31.68,10.36,24.56,27.25,26.13,48.33,0,0,0
Australia,2009.0,16.7798091,3866842538.0,6.52,2.75,3.19,36.43,31.35,68.25136363636352,1.4566666666666634,83.34,48.19,98.87,76.74,120.04,68.37654761904741,5,0,0
Australia,2010.0,16.63547086,4589861226.0,6.3,3.07,4.8,32.56,20.82,58.06,1.72,100.49,52.74,101.9,82.16,114.38,69.1710714285714,5,0,0
Australia,2011.0,18.11314422,5651820508.0,6.94,4.16,4.5,24.04,22.22,65.34,1.53,107.83,51.03,112.03,88.67,117.1,69.96559523809515,5,0,0
Australia,2012.0,17.34872458,5488081110.0,6.95,5.02,5.11,19.92,19.58,65.53,1.53,122.96,58.85,113.72,108.95,109.5,70.7601190476189,5,0,0
Australia,2013.0,18.08936181,5367019937.0,8.12,4.64,5.31,21.53,18.84,74.43,1.34,133.66,72.72,128.69,116.39,103.02,71.55464285714265,5,0,0
Australia,2014.0,19.09525207,5487641576.0,7.44,5.15,5.46,19.42,18.3,64.46,1.55,108.51,57.97,105.03,97.44,104.2,73.55,5,0,0
Australia,2015.0,19.81792696,5123915237.0,7.13,5.03,5.4,19.88,18.5,59.32,1.69,99.32,49.47,94.31,90.63,110.39,71.85,5,0,0
Australia,2016.0,20.73105115,5406743775.0,8.43,4.37,4.52,22.9,22.14,66.25,1.51,78.45,40.95,74.68,74.85,147.25,73.71,5,0,0
Australia,2017.0,17.96185454,4837243928.0,9.24,4.9,5.05,20.41,19.82,70.87,1.41,80.66,42.54,76.87,77.12,101.94,74.25,5,0,0
Australia,2018.0,18.32479628,5274079796.0,7.41,4.97,5.15,20.13,19.41,56.1,1.78,84.3,41.85,80.66,81.57,122.98,76.21,5,0,0
Australia,2019.0,21.5247036,6411061180.0,7.6,4.62,4.78,21.67,20.94,57.42,1.74,72.08,35.5,66.9,70.69,122.85,76.38,5,0,0
Australia,2020.0,20.68497902072727,5709107539.0,7.52,4.47,4.67,22.35,21.43,55.61,1.8,73.54,34.86,67.23,70.32,107.31,77.38,5,0,0
Australia,2021.0,21.035171051909174,5961257337.0,7.38,4.29,4.3,23.3,23.25,52.89,1.89,84.14,38.38,81.14,76.28,99.29,77.71,5,0,0
Austria,2009.0,13.43983175,14167226735.0,5.23,6.0,5.61,16.66,17.84,42.78,2.34,110.39,65.99,97.71,84.8,54.37,79.51571428571428,1,1,0
Austria,2010.0,13.70791913,15804923820.0,5.23,6.0,5.61,16.66,17.84,42.78,2.34,107.28,59.6,96.41,87.46,89.59,79.45357142857142,1,1,0
Austria,2011.0,13.25781917,17850022700.0,6.58,4.64,4.73,21.54,21.16,53.39,1.87,95.23,40.52,85.12,75.91,99.03,79.39142857142856,1,1,0
Austria,2012.0,14.546138,18477385978.0,6.85,4.2,4.38,23.81,22.86,53.24,1.88,94.84,34.34,85.06,76.59,98.31,79.3292857142857,1,1,0
Austria,2013.0,15.37014895,20794516765.0,8.46,3.76,4.58,26.63,21.83,61.49,1.63,97.88,36.81,92.75,81.43,87.47,79.26714285714284,1,1,0
Austria,2014.0,15.49076884,21648681499.0,9.17,3.49,3.81,28.69,26.26,63.91,1.56,89.5,33.23,88.71,79.25,91.53,79.67,1,1,0
Austria,2015.0,15.034673,18086949416.0,9.6,2.95,3.66,33.95,27.3,64.32,1.55,76.87,29.2,73.56,70.43,104.55,78.42,1,1,0
Austria,2016.0,14.45812551,17339815988.0,9.52,3.63,3.98,27.51,25.12,60.17,1.66,66.59,26.15,61.71,62.64,120.46,77.78,1,1,0
Austria,2017.0,12.88668608,17027611644.0,9.66,3.63,3.78,27.55,26.46,59.08,1.69,71.52,25.86,65.86,66.94,95.66,80.91,1,1,0
Austria,2018.0,11.655288,16687499480.0,9.58,3.6,3.87,27.8,25.87,58.7,1.7,81.47,29.28,76.77,75.85,98.69,78.8,1,1,0
Austria,2019.0,11.49867138,15989939763.0,10.14,3.43,3.9,29.14,25.63,62.11,1.61,71.79,27.63,65.63,70.08,96.7,79.19,1,1,0
Austria,2020.0,12.692848533454537,15988002803.0,10.88,3.28,3.59,30.53,27.83,66.86,1.5,70.38,26.81,61.73,68.09,82.38,78.73,1,1,0
Austria,2021.0,12.515201019181802,17315396040.409096,10.4,3.16,3.46,31.68,28.94,63.66,1.57,75.49,28.42,67.62,70.98,78.23,78.4,1,1,0
Azerbaijan,2009.0,1.016460646,4537422.0,13.921727272727253,11.405909090909063,19.285090909091195,6.9011818181816125,2.636363636363967,193.30636363636359,0.522,84.55336363636525,59.13218181818229,65.93663636363635,77.47245454545373,27.849727272727307,0.0,0,1,0
Azerbaijan,2010.0,1.36855164,7200494.0,14.336545454545444,10.777272727272702,17.862545454545398,8.133090909090697,4.1918181818186895,193.30272727272722,0.5223636363636364,79.17963636363675,54.1429090909096,61.9885454545456,72.88418181818088,28.0596363636364,0.0,0,1,0
Azerbaijan,2011.0,1.789469204,10676252.0,9.98,12.03,20.73,8.31,4.82,184.89,0.54,67.31,59.5,46.97,57.83,32.96,0.0,0,1,0
Azerbaijan,2012.0,8.559600609,45374670.0,13.09,9.24,17.48,10.82,5.72,162.13,0.62,71.24,41.03,53.2,68.17,26.38,0.0,0,1,0
Azerbaijan,2013.0,13.77614203,73400927.0,20.95,7.78,11.25,12.86,8.89,210.31,0.48,78.25,41.92,67.88,64.83,20.48,0.0,0,1,0
Azerbaijan,2014.0,8.637813107,37909594.0,16.59,8.74,11.19,11.44,8.94,190.52,0.52,63.13,34.91,54.46,65.44,24.92,0.0,0,1,0
Azerbaijan,2015.0,4.464668791,15948624.0,16.19,7.7,9.0,12.99,11.11,185.65,0.54,59.13,30.46,50.22,64.69,29.21,23.94,0,1,0
Azerbaijan,2016.0,2.853777778,11900634.0,17.77,5.62,5.52,17.8,18.12,210.94,0.47,28.93,11.08,24.16,28.41,41.07,5.405714285716385,0,1,0
Azerbaijan,2017.0,3.301082291,14069403.0,20.35,5.47,5.51,18.28,18.15,232.95,0.43,27.76,10.66,22.93,29.25,30.8,10.641428571430879,0,1,0
Azerbaijan,2018.0,4.345525454,21177989.0,20.12,5.36,5.36,18.67,18.65,227.73,0.44,30.62,9.5,27.43,30.59,28.71,15.877142857143554,0,1,0
Azerbaijan,2019.0,6.057566365733351,27996627.0,17.22,5.03,5.69,19.89,17.58,178.87,0.56,29.12,8.72,24.08,30.67,32.01,21.112857142858047,0,1,0
Azerbaijan,2020.0,6.247794949503032,36524219.0,16.24,5.25,5.43,19.05,18.4,165.33,0.6,29.92,9.48,23.74,30.36,30.2,43.18,0,1,0
Azerbaijan,2021.0,6.4380235332727125,31231191.075757504,16.58,4.84,5.44,20.66,18.39,176.77,0.57,30.9,9.02,26.23,28.66,25.77,44.02,0,1,0
Bahrain,2009.0,0.031213136,310482.0,5.74,14.4,14.22,6.94,7.03,50.94606060606043,2.3693939393939445,58.01,82.35,70.11,67.2,48.96,84.44,0,1,0
Bahrain,2010.0,0.110260452,964226.0,5.74,14.4,14.22,6.94,7.03,59.79,1.67,55.0,73.46,68.32,68.45,56.04,84.44,0,1,0
Bahrain,2011.0,0.152292189,1619723.0,5.22,12.03,11.83,8.31,8.46,54.39,1.84,59.957142857142856,46.57263736263758,78.71967032967041,57.19318681318691,49.93901098901097,84.44,0,1,0
Bahrain,2012.0,0.386616226,7237732.0,3.98,15.29,14.17,6.54,7.06,39.98,2.5,99.52,37.54,150.55,86.92,52.77,84.44,0,1,0
Bahrain,2013.0,0.592039173,18922398.0,3.47,11.83,10.51,8.46,9.51,35.52,2.82,113.49,29.58,162.91,71.01,59.29,84.44,0,1,0
Bahrain,2014.0,1.499138744,47086504.0,6.92,10.7,8.82,9.34,11.34,69.5,1.44,59.07,36.1,57.64,56.24,62.03,84.44,0,1,0
Bahrain,2015.0,0.935614434,22835704.0,7.89,9.32,10.82,10.73,9.24,69.39,1.44,56.17,37.39,55.32,54.19,59.69,84.44,0,1,0
Bahrain,2016.0,1.058340088,21521244.0,5.7,10.41,12.65,9.61,7.9,49.06,2.04,48.2,33.74,44.15,48.58,101.01,84.44,0,1,0
Bahrain,2017.0,0.62494863,14797113.0,4.64065934065934,6.543296703297074,6.666813186813215,7.292307692307688,7.126373626373621,42.791934731934816,1.1291142191142285,57.78,31.64,55.45,49.24,94.78,84.44,0,1,0
Bahrain,2018.0,0.449029825,11790575.0,4.585219780219774,5.467252747253042,5.676758241758307,7.316923076923075,7.0753296703296655,41.772668997668916,0.9740792540792427,59.63,31.05,57.99,54.16,72.29,84.44,0,1,0
Bahrain,2019.0,1.0655326609333429,27195792.53333378,4.529780219780221,4.39120879120901,4.686703296703399,7.341538461538455,7.0242857142857105,40.753403263403015,0.8190442890442569,56.71,29.56,51.16,52.21,74.61,84.44,0,1,0
Bahrain,2020.0,1.1530932738848492,29466196.612121582,8.63,7.46,7.77,13.41,12.88,77.22,1.29,58.94,30.95,48.11,54.55,57.88,84.44,0,1,0
Bahrain,2021.0,1.240653886836384,31736600.690909386,8.48,7.2,7.4,13.88,13.52,77.0,1.3,57.7,29.53,46.96,52.27,53.24,84.44,0,1,0
Bangladesh,2009.0,0.305868196,44116907.0,5.550151515151356,5.514848484848528,8.434696969696915,17.723636363636615,11.737878787878344,106.557272727272,1.1453030303030403,47.986222222222295,8.057111111111112,45.51133333333382,30.33066666666673,39.39533333333327,10.764642857142462,0,1,1
Bangladesh,2010.0,0.213042263,37563901.0,5.03,5.56,9.39,18.0,10.65,75.1,1.33,46.50738888888873,7.773444444444408,44.07450000000017,29.37016666666682,38.893833333333305,13.649999999999636,0,1,1
Bangladesh,2011.0,0.194943639,43978821.0,4.19,6.42,7.51,15.57,13.32,62.53,1.6,45.02855555555561,7.489777777777817,42.63766666666697,28.409666666666908,38.39233333333323,16.53535714285681,0,1,1
Bangladesh,2012.0,0.463362869,105405034.0,8.92,3.55,9.76,28.17,10.24,129.25,0.77,43.549722222222044,7.206111111111113,41.200833333333776,27.44916666666677,37.89083333333326,19.420714285713984,0,1,1
Bangladesh,2013.0,0.299088588,68647409.0,11.11,4.44,4.16,22.53,24.04,185.44,0.54,44.83,7.79,38.51,26.43,33.26,22.30607142857116,0,1,1
Bangladesh,2014.0,0.23231564178571418,63189840.28571415,11.04,4.26,3.87,23.46,25.85,197.32,0.51,40.37,6.64,41.26,25.98,33.61,25.191428571428332,0,1,1
Bangladesh,2015.0,0.307870408,93608711.0,10.9,3.74,4.29,26.75,23.31,194.01,0.52,39.22,5.85,40.11,25.52,33.43,43.25,0,1,1
Bangladesh,2016.0,0.20974900314285705,70190997.28571415,9.85,4.15,4.48,24.08,22.32,146.97,0.68,35.5,5.3,32.58,21.26,44.48,30.96214285714268,0,1,1
Bangladesh,2017.0,0.19846568382142848,73691575.78571415,12.89,3.25,3.48,30.81,28.71,181.3,0.55,36.1,5.61,32.71,24.86,37.0,43.49,0,1,1
Bangladesh,2018.0,0.18718236449999992,77192154.28571415,12.46,3.84,3.41,26.06,29.3,161.59,0.62,31.99,5.55,30.25,21.2,39.57,44.56,0,1,1
Bangladesh,2019.0,0.17589904517857136,80692732.78571415,12.33,3.33,3.82,30.0,26.15,153.78,0.65,31.83,5.44,29.52,18.97,39.82,40.33,0,1,1
Bangladesh,2020.0,0.1646157258571428,84193311.28571415,13.1,2.91,3.69,34.41,27.09,163.36,0.61,32.25,5.01,29.72,19.21,33.21,42.8,0,1,1
Bangladesh,2021.0,0.15333240653571423,87693889.78571415,14.43,3.26,3.41,30.66,29.33,180.7,0.55,33.31,4.9,31.49,20.39,24.07,42.7,0,1,1
Barbados,2009.0,13.69191338,74254804.0,0.43088888888894417,1.29,1.32,0.451818181818453,0.5395555555555802,4.074272727273637,0.057999999999992724,15.849999999998545,4.4099999999998545,0.0,16.329999999999927,114.45999999999913,0.3707142857128929,3,1,0
Barbados,2010.0,13.69191338,69805623.0,0.7568888888888523,0.88,0.7319999999999709,0.049999999999272404,0.47400000000016007,12.559833333333245,0.01,21.31999999999789,5.799999999999727,2.099999999998545,21.040000000000873,108.69999999999891,4.5185714285707945,3,1,0
Barbados,2011.0,13.69191338,65356442.0,1.0828888888888741,1.39,1.27,3.49,1.706000000000131,14.396999999999935,0.12999999999999545,26.789999999999054,7.190000000000055,8.409999999999854,25.75,102.93999999999869,2.2317857142861612,3,1,0
Barbados,2012.0,13.69191338,60907261.0,1.408888888888896,1.5038888888888806,1.98,0.17599999999993088,2.938000000000102,16.234166666666624,0.1999999999999993,32.2599999999984,8.579999999999927,14.719999999999345,30.460000000000946,97.18000000000029,0.5035714285713766,3,1,0
Barbados,2013.0,13.69191338,56458080.0,2.7079953379952713,1.44,1.5390792540792688,2.0150000000003274,3.3823888888888973,21.570549450549493,0.10072727272727189,37.729999999997744,9.9699999999998,21.029999999998836,35.17000000000007,91.42000000000007,3.528214285712238,3,1,0
Barbados,2014.0,13.69191338,52008899.0,2.43,1.97,1.0,3.83,3.33,17.99,0.10472727272727322,43.19999999999891,11.359999999999673,27.339999999998327,39.88000000000102,85.65999999999985,9.142857142855064,3,1,0
Barbados,2015.0,13.69191338,47559718.0,2.62,1.7966317016317248,1.4291491841491961,4.047090909090912,3.32,19.43,0.10872727272727278,48.669999999998254,12.75,33.649999999999636,44.590000000000146,79.89999999999964,23.94,3,1,0
Barbados,2016.0,13.69191338,43110537.0,2.651818181818186,1.3899999999999864,1.2890909090909304,1.2550000000001091,3.8588888888888846,19.585000000000946,0.08999999999997499,54.13999999999942,14.139999999999873,39.95999999999913,49.30000000000109,74.13999999999942,5.405714285716385,3,1,0
Barbados,2017.0,13.69191338,38661356.0,2.584363636363662,0.7500000000009095,1.0421818181818594,4.814627039627339,2.680000000000291,17.15400000000045,0.02,59.60999999999876,15.529999999999745,46.26999999999862,54.01000000000022,68.3799999999992,10.641428571430879,3,1,0
Barbados,2018.0,13.69191338,34212175.0,1.4849999999999,0.4500000000000455,0.36999999999898137,3.573822843823109,3.050792540792827,3.095000000001164,0.016181818181820518,65.07999999999811,16.920000000000073,52.57999999999993,58.720000000001164,62.61999999999898,15.223142857143102,3,1,0
Barbados,2019.0,13.69191338,29762994.0,0.6980000000000928,0.31563636363637215,0.5483636363636606,2.3330186480188786,0.790442890443046,11.559324009322154,0.0861771561771576,70.54999999999927,18.309999999999945,58.88999999999942,63.43000000000029,56.85999999999876,21.112857142858047,3,1,0
Barbados,2020.0,13.69191338,25313813.0,1.0422494172494225,0.5066666666666606,0.3014545454545896,1.0922144522146482,2.9989090909090237,9.861000000000786,0.016181818181792096,76.02,19.7,65.2,68.14,51.1,8.673999999999978,3,1,0
