Year,Country,Cost of Living Index,Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
2015,France,88.37,31.13,85.3,91.06,92.62
2015,Belgium,87.22,30.96,79.54,95.93,86.16
2015,Netherlands,85.98,35.5,66.82,102.13,102.02
2015,Sweden,82.91,27.49,78.72,89.99,110.95
2015,South Korea,82.9,35.55,98.06,52.51,85.83
2015,Italy,82.72,25.71,71.43,93.07,79.35
2015,Canada,81.8,33.08,87.41,74.07,105.07
2015,Japan,80.36,29.71,82.68,50.51,98.21
2015,Israel,79.29,30.26,69.19,85.34,88.18
2015,Austria,76.87,29.2,73.56,70.43,104.55
2015,United States,76.53,36.17,81.81,68.06,126.09
2015,Germany,76.27,27.16,64.85,72.46,111.84
2015,Hong Kong,75.23,81.09,79.46,53.82,74.93
2015,Qatar,74,76.31,65.4,78.14,113.02
2015,Puerto Rico,73.5,19.7,76.35,63.6,94.43
2015,Cyprus,72.52,16.2,66.06,75.18,71.05
2015,Ghana,71.83,54.15,73.39,59.13,14.17
2015,Greece,68.88,11.92,58.2,70.03,51.89
2015,Malta,68.81,18.33,58.1,75.93,72.45
2015,Belize,68.74,11.44,63.91,42.52,119.98
2015,Uruguay,68.55,21.8,60.62,64.57,44.87
2015,Lebanon,67.61,31.68,51.59,67.43,50.17
2015,United Arab Emirates,67.16,66.86,60.3,63.67,104.59
2015,Argentina,67.12,18.26,61.47,64.4,59.38
2015,Zimbabwe,65.89,19.8,59.42,54.33,33.4
2015,Spain,65.7,21.53,54.17,71.09,76.71
2015,Slovenia,65.15,17.27,55.58,54.03,64.16
2015,Jamaica,63.56,14.78,59.42,44.12,43.53
2015,Costa Rica,62.53,18.22,64.35,52.84,48.14
2015,Russia,61.91,28.73,49.88,71.8,38.86
2015,Jordan,61.38,15.27,50.86,58.59,38.67
2015,Estonia,61.2,16.17,48.98,51.51,51.44
2015,Mauritius,60.1,20.88,51.27,52.3,60.1
2015,Mozambique,59.92,34.18,52.71,71.25,41.2
2015,Nigeria,59.4,22.37,54.04,49.6,40.23
2015,Azerbaijan,59.13,30.46,50.22,64.69,29.21
2015,Trinidad And Tobago,59.08,22.15,60.07,51.01,46.98
2015,Croatia,58.92,11.8,52.32,46.36,50.47
2015,Portugal,58.22,18.29,47.4,51.07,58.22
2015,Tanzania,57.13,29.62,58.21,39.01,47.16
2015,Taiwan,57.06,17.23,66.73,27.88,69.9
2015,Cambodia,57.05,14.82,68.86,26.07,11.93
2015,Bahrain,56.17,37.39,55.32,54.19,59.69
2015,Dominican Republic,55.95,12.34,55.21,44.16,28.2
2015,Latvia,55.94,13.01,44.79,47.18,44.39
2015,Uzbekistan,55.92,13.74,49.89,43.13,23.16
2015,Brazil,55.33,18.53,44.31,45.44,41.16
2015,Panama,55.16,31.22,61.03,40.39,43.34
2015,Kazakhstan,54.27,19.41,44.37,58.98,43.48
2015,Oman,54.2,28.96,47.38,44.45,106.83
2015,Uganda,53.9,8.34,49.84,26.6,16.91
2015,Namibia,53.67,20.68,46.69,51.35,42.86
2015,Palestine,53.27,7.55,48.5,35.97,46.09
2015,Chile,53.21,17.12,47.77,44.59,55.11
2015,Honduras,53.06,10.12,49.71,33.92,62.64
2015,Myanmar,53.04,27.47,59.38,26.39,21.18
2015,Lithuania,52.76,13.59,44.55,37.53,46.86
2015,Libya,52.12,19.12,58.09,47.66,44.29
2015,Slovakia,51.6,17.42,46.94,38.13,56.05
2015,Ethiopia,51.47,16.88,50.27,24.76,15.85
2015,El Salvador,50.64,10.59,44.45,36.33,28.67
2015,Guatemala,50.42,14.05,51.53,35.75,38.02
2015,Saudi Arabia,50.35,15.22,46.91,34.83,126.19
2015,Belarus,50.2,17.64,45.38,57.88,35.82
2015,Kenya,50.01,17.11,50.55,34.83,28.74
2015,Turkey,49.55,11.5,39.94,38.74,53.63
2015,Peru,49.43,17.01,47.65,34.29,30.64
2015,Hungary,48.9,9.52,39.3,37.78,46.85
2015,China,48.89,22.42,50.18,36.52,48.64
2015,Czech Republic,48.5,16.61,43.78,33.04,68.07
2015,Iraq,48.21,17.97,41.85,43.29,41.2
2015,Montenegro,48.09,9.59,40.34,41.46,40.24
2015,Nicaragua,47.85,7.9,43.27,28.34,20.62
2015,Thailand,46.52,16.72,52.74,24.72,38.75
2015,Malaysia,45.97,13.41,45.88,25.44,73.54
2015,South Africa,45.58,16.95,40.41,41.52,101.78
2015,Ecuador,45.57,14.01,46.26,29.26,28
2015,Poland,45.11,15.13,36.5,38.77,63.49
2015,Iran,44.53,17.77,45.98,40.07,30.65
2015,Bulgaria,43.57,9.49,38.5,33.81,39.88
2015,Serbia,43.29,8.47,35,37.2,39.15
2015,Romania,42.39,10.01,37.43,35.06,40.62
2015,Bosnia And Herzegovina,42.3,7.31,37.52,29.14,44.74
2015,Albania,41.95,8.55,34.1,33.21,34.79
2015,Vietnam,41.86,14.86,39.42,22.69,21.32
2015,Sri Lanka,41.66,10.74,50.79,22.81,28.24
2015,Ukraine,41.29,12.68,35.53,38.18,27.87
2015,Mexico,41.26,11.71,42.35,33.27,59.51
2015,Armenia,40.68,9.65,33.2,32.71,27.74
2015,Kosovo (Disputed Territory),40.17,14.76,30.52,29.75,29.19
2015,Bolivia,40.02,10.84,33.95,26.01,41.1
2015,Philippines,40,7.53,41.14,23.13,35.41
2015,Morocco,39.78,10.26,34.82,32.35,35.49
2015,Georgia,39.56,11.94,31.82,37.93,26.21
2015,Indonesia,39.35,13.85,44.12,21.91,26.01
2015,Bangladesh,39.22,5.85,40.11,25.52,33.43
2015,Colombia,38.92,12.91,36.21,29.61,36.08
2015,Syria,38.24,10.35,35.37,31.25,23.11
2015,North Macedonia,37.41,7.02,31.99,28.48,35.48
2015,Egypt,37.22,9.01,35.09,32.04,25.84
2015,Moldova,34.72,7.69,29.75,28.38,23.7
2015,Algeria,34.1,7.83,33.95,26.96,36.94
2015,Tunisia,34.06,8.47,31.97,23.26,36.75
2015,Pakistan,30.71,4.81,30.38,23.5,33.21
2015,Nepal,28.85,3.23,27.8,18.66,21.33
2016,Bermuda,133.68,120.12,131.95,121.27,118.54
2016,Switzerland,123.1,55.14,123.86,119.14,178.74
2016,Bahamas,107.54,38.21,107.12,88.43,58.96
2016,Norway,99.8,37.04,93.27,110.77,125.75
2016,Iceland,96.45,35.45,91.4,98.82,93.98
2016,Denmark,84.88,30.83,69.2,97.88,142.14
2016,Singapore,83.67,73.88,75.83,53.75,110.5
2016,Luxembourg,82.01,48.87,69.16,90.33,154.4
2016,Kuwait,81.62,38.26,96.13,46.01,113.6
2016,Hong Kong,81.48,82.57,88.8,50.73,102.32
2016,Japan,81.25,29.75,86.9,47.45,117.55
2016,United Kingdom,81.03,36.29,68.48,86.68,120
2016,Australia,78.45,40.95,74.68,74.85,147.25
2016,New Zealand,78.17,29.71,72.06,75.37,115.47
2016,Ireland,78.03,37.87,66.59,82.3,125.66
2016,Israel,75.75,26.78,65.71,77.27,115.54
2016,Sweden,75.7,25.21,67.89,79.18,128.22
2016,Belgium,75.44,31.42,67.15,82.87,106.69
2016,France,75.3,26.22,69.62,73.48,118.51
2016,Finland,75.25,26.98,66.59,76.85,132.93
2016,United States,74.08,38.39,75.69,69.13,139.17
2016,South Korea,73.18,34.41,86.23,41.18,120.64
2016,Netherlands,72.12,31.76,56.11,80.73,129.34
2016,Qatar,69.99,74.5,59.46,69.32,141.86
2016,Italy,68.77,21.49,58.64,75.27,105.67
2016,Puerto Rico,66.73,19.7,65.94,58.71,108.26
2016,Austria,66.59,26.15,61.71,62.64,120.46
2016,United Arab Emirates,66.09,68.25,57.23,59.85,136.43
2016,Germany,65.54,24.01,53.12,60.68,147.61
2016,Canada,64.82,26.83,65.04,60.04,134.81
2016,Argentina,64.09,18.07,52.51,64.19,74.92
2016,Macao,64.06,43.47,55.85,46.43,99.42
2016,Ghana,63.44,53.34,59.32,51.88,18.44
2016,Lebanon,63.08,35.05,48.75,59.7,66.57
2016,Malta,61.36,20.23,51.89,66.63,82.77
2016,Venezuela,60.02,11.51,73.7,47.09,14.27
2016,Belize,59.42,11.88,51.2,38.11,146.27
2016,Costa Rica,57.76,16.15,56.87,46.54,67.59
2016,Cyprus,56.99,13.1,48,59.72,93.84
2016,Spain,56.11,18.86,46.02,56.99,105.31
2016,Taiwan,55.84,14.71,64.6,25.14,106.38
2016,Jamaica,55.7,12.56,54.12,38.73,48.83
2016,Trinidad And Tobago,55.67,22.45,53.8,48.58,68.21
2016,Uruguay,55.63,15.81,48.14,52.75,50.59
2016,Zimbabwe,54.51,14.59,46,45.37,36.42
2016,Greece,54.4,9.51,44.75,55.07,79.27
2016,Oman,53.12,24.73,47.08,43.86,148.16
2016,Jordan,53.08,12.04,43.75,52.38,50.89
2016,Palestine,52.88,9.19,49.77,38.04,53.54
2016,Panama,52.57,30.53,55.25,40.41,48.09
2016,Slovenia,52.19,14.71,42.78,42.78,89.76
2016,Brunei,51.93,20.2,50.61,33.04,94.3
2016,Myanmar,51.57,20.19,49.64,28.36,33.35
2016,Dominican Republic,51.38,12.07,48,39.33,36.44
2016,Iraq,50.56,17.4,42.06,45.93,57.22
2016,Portugal,49.83,15.28,40.58,41.56,75.47
2016,Tanzania,49.51,25.71,42.76,35.74,53.86
2016,Estonia,48.94,13.5,38.5,44.13,77.42
2016,Croatia,48.2,9.71,40.68,37.57,67.89
2016,Bahrain,48.2,33.74,44.15,48.58,101.01
2016,China,48.1,23.24,53.27,29.28,77.42
2016,Mauritius,47.89,15.12,44.1,37.22,71.93
2016,Honduras,47.85,9.62,44.28,33.53,70.66
2016,Saudi Arabia,47.6,13.78,41.81,30,167.86
2016,Cambodia,47.29,12.36,52.24,22.56,16.4
2016,Nigeria,47.16,22.9,42.68,35.78,48.87
2016,Latvia,47.14,12.67,36.25,40.45,61.46
2016,Lithuania,45.56,12.45,37.32,35.42,61.25
2016,Zambia,45.53,21.28,34.04,31.59,142.24
2016,Turkey,45.07,10.45,39.89,31.89,64.12
2016,Slovakia,45,14.98,40.59,31.81,68.8
2016,Uzbekistan,44.67,12.55,40.76,29.35,31.11
2016,Ecuador,44.32,12.12,43.4,27.95,47.64
2016,Ethiopia,44.27,21.3,38.42,24.34,20.74
2016,Guatemala,44.08,11.42,41.76,33.02,51.59
2016,Chile,43.88,13.12,38.49,36.25,78.4
2016,Fiji,43.82,15.49,49.54,34.12,42.37
2016,El Salvador,42.56,9.76,38.38,28.83,43.15
2016,Czech Republic,41.8,14.45,36.51,28.34,89.88
2016,Hungary,41.29,10.54,33.18,30.75,56.3
2016,Iran,41.12,16.38,38.6,35.05,47.73
2016,Thailand,40.02,15.18,43.8,20.22,40.06
2016,Kenya,39.84,12.66,37.86,29.11,31.07
2016,Namibia,39.74,16.67,32.66,35.68,49.16
2016,Libya,39.66,14.08,39.71,32.17,62.51
2016,Vietnam,39.5,13.94,39.51,18.24,25.88
2016,Montenegro,39.49,9.2,31.77,35.84,52.5
2016,Belarus,39.45,13.25,32.44,49.3,39.16
2016,Brazil,38.88,12.3,29.92,31.55,48.69
2016,Poland,38.53,13.54,30.76,31.71,80.77
2016,Russia,38.48,17.13,32.22,42.05,57.42
2016,Peru,38.04,13.07,35.46,25.22,47.52
2016,Botswana,37.65,8.49,31.46,29.96,76.27
2016,Malaysia,37.47,11.06,37.54,19.85,96.34
2016,Bolivia,37.44,10.02,30.58,24.42,53.95
2016,Egypt,36.71,9.63,33.13,31.8,40.3
2016,Bulgaria,36.36,8.45,30.9,29.89,59.19
2016,Indonesia,36.33,9.86,40.9,18.41,35.51
2016,Morocco,35.56,9.67,31.74,23.98,48.74
2016,Bangladesh,35.5,5.3,32.58,21.26,44.48
2016,Armenia,35.49,9.77,28.3,30.98,33.08
2016,Mexico,35.01,9.88,33.71,28.19,76.51
2016,Romania,34.8,8.63,28.79,29.17,61.9
2016,South Africa,34.75,13.18,29.15,32.27,126.1
2016,Philippines,34.73,6.72,34.56,18.59,42.86
2016,Bosnia And Herzegovina,34.59,5.83,29.77,24.07,60.64
2016,Sri Lanka,34.11,8.6,38.52,21.15,32.95
2016,Albania,33.81,7.12,27.33,27.59,43.58
2016,Serbia,33.56,6.69,25.77,25.64,49.62
2016,Syria,31.75,8.02,29.84,23.68,25.83
2016,North Macedonia,31.05,5.92,26.14,21.17,46.74
2016,Tunisia,30.67,7.05,29.9,18.34,46.24
2016,Colombia,29.25,9.46,24.72,20.86,45.99
2016,Azerbaijan,28.93,11.08,24.16,28.41,41.07
2016,Algeria,28.89,7.1,30.5,18.77,49.46
2016,Georgia,28.71,10.64,24.61,26.9,30.88
2016,Ukraine,28.56,9.47,22.43,22.75,29.66
2016,Nepal,27.34,3,24.99,14.43,31.2
2016,Kazakhstan,26.82,9.53,21.48,27.65,59.3
2016,Pakistan,26.69,4.68,25.4,20.64,43.34
2016,Moldova,25.7,7.12,20.38,18.64,32.04
2017,Bermuda,146.19,104.76,139.55,151.39,91.65
2017,Switzerland,122.06,56.57,122.72,119.85,95.35
2017,Iceland,111.71,46.53,103.88,119.74,77.62
2017,Norway,106.31,39.88,98.31,117.13,105.58
2017,Bahamas,104.05,40.59,103.52,89.95,34.76
2017,Us Virgin Islands,85.86,37.23,75.41,81.12,95.82
2017,Japan,85.28,27.56,89.92,47.83,102.52
2017,Italy,83.7,21.49,73.94,76.24,71.83
2017,Denmark,83.02,35.02,63.84,101.01,98.76
2017,Singapore,82.41,70.22,71.68,58.33,92.7
2017,New Zealand,80.77,33.8,73.13,77.46,89.87
2017,Australia,80.66,42.54,76.87,77.12,101.94
2017,Hong Kong,79.96,84.08,81.88,54.87,81.45
2017,Israel,77.74,28.44,65.39,81.35,94.47
2017,Luxembourg,77.28,49.95,65.94,87.3,97.4
2017,Ireland,76.98,40.64,62.21,81.38,103.52
2017,Sweden,75.88,26.86,67.94,78.27,107.23
2017,United States,75.42,40.3,75.57,70.02,123.17
2017,South Korea,75.41,22.02,88.52,44.62,102.38
2017,Belgium,75.36,29.64,65.77,82.34,91.02
2017,Kuwait,75.24,37.82,81.39,45.79,69.68
2017,France,74.89,24.83,69.54,72.89,87.29
2017,Finland,73.06,26.95,61.47,76.43,114.97
2017,Netherlands,72.47,32.45,55.95,82.27,86.52
2017,Austria,71.52,25.86,65.86,66.94,95.66
2017,Uruguay,70.29,18.57,56.82,67.62,32.86
2017,Canada,70.16,29.84,69.26,65.65,108.01
2017,Puerto Rico,69.59,19.55,66.84,63.26,83.05
2017,United Kingdom,69.49,30.98,55.85,76.84,96.85
2017,Qatar,69.2,66.81,56.09,72.73,111.28
2017,United Arab Emirates,67.98,68.84,55.36,63.92,116.77
2017,Germany,65.5,25.35,50.09,62.62,124.88
2017,Malta,62.8,23.2,52.83,66.89,68.09
2017,Macao,62.56,39,56.33,48.56,86.41
2017,Lebanon,61.65,30.89,46.92,60.23,53.61
2017,Taiwan,61.38,14.8,72.89,28.14,118.57
2017,Ghana,60.48,46.73,56.35,43.38,14.52
2017,Jordan,59.22,12.51,50.19,56.19,42.27
2017,Costa Rica,58.57,18.76,57.55,45.38,53.63
2017,Bahrain,57.78,31.64,55.45,49.24,94.78
2017,Jamaica,56.9,11.92,55.96,39.04,36.61
2017,Panama,56.88,31.86,57.44,47.42,38.48
2017,Trinidad And Tobago,56.15,21.09,53.54,51.94,57.14
2017,Greece,55.87,10.2,44.95,54.62,58.24
2017,Belize,55.8,11.35,49.35,33.41,134.33
2017,Mongolia,55.56,29.65,53.99,31.81,22.83
2017,Spain,54.98,18.83,44.68,53.68,87.87
2017,Cyprus,54.07,12.28,44.06,58.05,95.92
2017,Palestine,53.46,10.31,50.02,37.8,50.54
2017,Slovenia,53.24,14.06,43.48,43.13,78.23
2017,Fiji,53.11,27.43,57.09,36.84,33.67
2017,Brazil,53.07,15.52,41.65,42.33,42.38
2017,Oman,52.59,27.92,49.34,51.26,111.86
2017,Argentina,52.57,13.92,44.06,50.37,58.4
2017,Dominican Republic,52.09,12.54,46.92,42.31,29.08
2017,Zimbabwe,51.56,13.58,44.75,39.95,27.18
2017,Mauritius,50.39,12.62,43.28,35.81,50.77
2017,Chile,50.09,15.43,43.19,44.38,61.28
2017,Estonia,49.5,13.98,36.74,46.76,68.48
2017,Portugal,49.19,16.77,39.14,41.24,62.72
2017,Tanzania,48.51,22.8,37.55,33.48,41.95
2017,Saudi Arabia,48.37,14.36,40.54,30.22,138.05
2017,Croatia,48,10.09,39.91,37.53,60.71
2017,Latvia,47.83,12.09,36.72,41.16,52.45
2017,Honduras,47.4,11.6,39.37,36.27,37.49
2017,Iraq,47.04,15.22,39.2,44.43,55.09
2017,Cambodia,46.77,14.55,50.58,22.11,16.59
2017,Lithuania,46.73,13.25,36.15,40.08,51.67
2017,Namibia,46.48,21.03,40.86,43.21,50.49
2017,Ecuador,46.1,12.44,44.87,30.41,37.77
2017,Guatemala,46.01,14.31,43.88,32.63,48.18
2017,El Salvador,45.95,9.38,41.17,35.15,29.7
2017,Libya,45.85,18.8,47.01,35.69,132.65
2017,Ethiopia,45.72,20.83,36.9,23.9,16.66
2017,Slovakia,44.9,16.49,38.84,33.17,64.75
2017,China,44.76,18.67,47.74,29.68,67.84
2017,Zambia,44.73,21.94,33.83,32.32,89.93
2017,Thailand,43.71,14.94,48.31,21.42,34.28
2017,South Africa,43.12,16.33,36.27,40.2,98.96
2017,Hungary,42.77,12.67,33.62,32.72,47.52
2017,Russia,42.01,17.58,33.58,43.85,48.27
2017,Czech Republic,41.22,14.83,35.84,27.99,76.22
2017,Indonesia,41.11,11.66,45.8,20.29,27.61
2017,Malaysia,40.24,11.19,42.44,20.87,73.34
2017,Vietnam,40.11,15.49,39.6,20.46,24.77
2017,Peru,39.47,17.23,36.17,25.5,41.2
2017,Montenegro,39.35,9.54,31.1,35.03,46.61
2017,Kenya,39,9.68,37.65,29.98,30.99
2017,Bolivia,38.65,11.07,32.13,27.97,46.74
2017,Turkey,38.6,10.56,33.46,26.45,55.64
2017,Venezuela,38.3,7.51,39.4,37.34,3.35
2017,Iran,38.26,17.05,33.53,33.17,43.18
2017,Poland,38.15,13.93,29.69,31.53,71.75
2017,Nigeria,36.82,17.62,37.02,22.37,25.23
2017,Bulgaria,36.49,8.91,30.49,29.56,51.4
2017,Bangladesh,36.1,5.61,32.71,24.86,37
2017,Romania,35.63,9.59,29.05,30.16,53.44
2017,Morocco,35.53,10.44,31.51,23.89,41.2
2017,Bosnia And Herzegovina,35.05,6.22,29.76,24.22,51.29
2017,Philippines,34.71,7.32,33.95,19.86,36
2017,Colombia,34.45,10.69,28.76,24.97,37.63
2017,Uganda,34.14,6.83,29.41,20.79,19.42
2017,Armenia,33.87,9.91,26.83,31.03,32.88
2017,Belarus,33.84,12.21,27.19,37.6,36.43
2017,Serbia,33.79,7.25,24.96,27.2,40.8
2017,Sri Lanka,33.47,8.74,36.79,19.51,30.28
2017,Albania,32.42,6.3,26.07,25.06,34.49
2017,Algeria,32.38,6.83,32.5,20.12,36.66
2017,North Macedonia,30.93,6.02,25.41,20.74,39.85
2017,Kazakhstan,30.74,11.27,24.83,32.04,44.84
2017,Nepal,30.02,3.36,26.38,16.27,25.09
2017,Mexico,29.81,8.37,28.06,25.8,60.08
2017,Tunisia,28.74,6.1,27.58,16.95,40.19
2017,Moldova,28.37,7.85,21.97,20.32,29.38
2017,Syria,28.31,5.98,26.72,22.21,14.08
2017,Azerbaijan,27.76,10.66,22.93,29.25,30.8
2017,Georgia,27.37,8.57,22.26,26.65,33.03
2017,Pakistan,27.18,5.03,24.83,21.01,39.95
2017,Ukraine,26.22,9.36,19.87,19.69,26.93
2017,India,25.08,6.77,25.2,16.38,76.73
2018,Bermuda,144.88,100.71,143.42,151.59,104.24
2018,Switzerland,131.39,53.84,133.34,131.86,126.15
2018,Iceland,123.96,54.63,118.95,132.59,87.84
2018,Norway,113.7,40.85,106.52,125.04,107.95
2018,Bahamas,100.68,35.31,88.38,102.08,71.4
2018,Luxembourg,96.56,59.87,84.98,107.94,116.73
2018,Denmark,93.3,36.62,72.46,113.39,117.53
2018,Singapore,91.4,71.89,83.64,64.4,95.89
2018,Japan,86.58,25.6,91.58,49.16,107.35
2018,Israel,86.53,35.57,72.44,94.89,102.3
2018,Ireland,85.45,47.16,69.51,93.16,96.1
2018,Australia,84.3,41.85,80.66,81.57,122.98
2018,France,83.86,28.62,78.06,81.87,101.21
2018,Sweden,83.7,28.01,76.1,86.67,113.01
2018,New Zealand,83.41,33.79,76.98,79.05,98.61
2018,Belgium,83.35,28.05,72.79,93.25,98.91
2018,South Korea,82.94,23.39,99.67,48.98,109.36
2018,Netherlands,82.69,36.21,65.83,92.73,109.48
2018,Finland,81.7,29.72,68.78,86.89,119.42
2018,Austria,81.47,29.28,76.77,75.85,98.69
2018,Italy,79.06,23.14,68.05,84.74,81.07
2018,Hong Kong,78.72,79.54,83.47,56.17,82.86
2018,United Kingdom,75.85,33.4,60.96,83.87,108.54
2018,Germany,74.35,29.06,58.87,71.21,125.01
2018,United States,72.95,38.52,73.93,69.95,127.62
2018,Canada,72.48,30.82,71.44,68.7,118.92
2018,Malta,70.92,29.33,59.82,75.14,66.24
2018,United Arab Emirates,67.21,60.72,55.59,63.33,124.78
2018,Puerto Rico,66.99,18.69,66.25,55.72,103.77
2018,Uruguay,66.88,20.03,54.51,69.18,34.31
2018,Taiwan,65.42,15.06,79.24,28.86,106.38
2018,Qatar,65.37,65.33,57.5,64.8,125.05
2018,Greece,63.15,11.82,50.87,61.7,53.8
2018,Spain,61.75,22.23,51.28,60.56,90.67
2018,Jamaica,60.62,12.47,60.25,39.67,35.26
2018,Cyprus,60.32,15.44,49.67,65.36,94.78
2018,Lebanon,60.23,27.93,46.15,58.7,56.36
2018,Ghana,59.79,32.79,54.89,37.39,15.95
2018,Slovenia,59.65,15.5,50.78,48.93,80.33
2018,Bahrain,59.63,31.05,57.99,54.16,72.29
2018,Palestine,58.16,10.29,54.43,41.78,60.19
2018,Estonia,57.65,15.81,43.8,56.8,74.82
2018,Kuwait,56.9,36.33,43.97,48.48,100.58
2018,Costa Rica,56.2,17.65,55.56,45.89,54.7
2018,Portugal,55.86,20.39,45.47,46.83,61.97
2018,Chile,55.24,16.61,47.8,51.4,54.53
2018,Jordan,55.09,12.07,46.54,52.66,43.43
2018,Croatia,55.06,12.02,46.33,43.42,59.77
2018,Mauritius,55.04,13.33,49.51,39.37,46.66
2018,Trinidad And Tobago,54.57,18.76,53.37,50.33,54.91
2018,Argentina,53.74,13.84,44.64,53.69,60.15
2018,Latvia,53.42,13.35,42.47,48.05,53.1
2018,Lithuania,53.24,15.21,41.74,48.86,57.29
2018,Panama,52.41,26.59,53.04,44.3,39.12
2018,Brazil,51.33,13.89,39.69,41.21,41.56
2018,Slovakia,50.41,18.86,43.66,37.34,67.29
2018,Czech Republic,50.09,19.07,43.62,36.03,76.35
2018,Zimbabwe,49.54,12.29,44.3,37.66,27.29
2018,Oman,49.31,20.31,46.71,46.17,99.24
2018,Thailand,48.91,17.1,54.9,23.94,38.59
2018,Hungary,48.6,15.37,38.61,37.38,50.62
2018,South Africa,48.05,17.91,40.66,45.74,99.83
2018,Dominican Republic,47.9,10.3,41.87,43.65,27.43
2018,El Salvador,47.87,11.45,46.79,36.16,30.92
2018,Saudi Arabia,47.86,13.5,42.04,32.03,131.46
2018,Ethiopia,47.55,24.02,39.15,20.21,14.98
2018,Guatemala,46.87,14.59,44.62,36.81,41.3
2018,Zambia,46.49,19.5,40.41,33.5,101.26
2018,Cambodia,45.92,13.55,49.33,23.07,14.94
2018,Poland,45.2,16.63,35.85,37.7,74.42
2018,Tanzania,44.97,19,34.48,29.36,23.1
2018,Malaysia,44.73,11.52,48.21,23.22,72.98
2018,China,44.56,18.38,47.73,29.59,72.28
2018,Montenegro,44.41,10.85,35.75,38.08,48.68
2018,Ecuador,44.28,11.18,42.85,30.82,39.39
2018,Honduras,44.28,10.64,36.58,32.99,34.86
2018,Russia,43.89,16.61,35.9,45.91,51.11
2018,Iraq,43.88,12.84,37.67,38.4,51.2
2018,Turkey,41.8,10.38,36.17,31.23,53.78
2018,Bulgaria,41.21,9.81,35.2,33.61,54.44
2018,Indonesia,39.74,8.5,43.52,19.5,37.49
2018,Romania,39.71,10.85,32.83,33.28,66.2
2018,Peru,39.64,14.4,35.87,26.29,37.07
2018,Serbia,39.59,8.44,29.95,31.45,41.81
2018,Vietnam,39.44,15.11,39.09,19.96,30.09
2018,Bosnia And Herzegovina,39.26,6.94,33.76,26.68,52.4
2018,Kenya,38.72,8.67,36.57,31.61,32.06
2018,Albania,37.88,7.33,30.87,29.08,37.03
2018,Morocco,37.12,11.46,33.26,25.76,45.07
2018,Bolivia,36.53,9.87,28.84,28.52,44.68
2018,Philippines,35.99,8.04,34.3,20.94,34.02
2018,Colombia,35.29,10.13,29.52,26.68,38.59
2018,North Macedonia,34.84,6.91,28.73,23.64,42.55
2018,Nigeria,34.65,15.97,35.8,22.06,19.56
2018,Iran,34.56,15.9,31,27.27,45.6
2018,Sri Lanka,34.32,8.33,38.38,19.69,29.56
2018,Kazakhstan,34.25,11.23,28.06,35.41,40.75
2018,Belarus,34.06,10.58,27.91,35.76,41.32
2018,Mexico,33.56,9.51,32.18,29.48,58.18
2018,Armenia,33.45,8.81,27.75,31.21,31.78
2018,Moldova,33.1,8.75,26.64,23.52,29.27
2018,Uganda,32.67,6.83,28.32,23.17,21.39
2018,Nepal,32.62,4.43,30.18,19.03,25.33
2018,Venezuela,32.21,7.62,33.83,26.7,4
2018,Algeria,32.13,6.05,33.8,17.6,35.98
2018,Bangladesh,31.99,5.55,30.25,21.2,39.57
2018,Azerbaijan,30.62,9.5,27.43,30.59,28.71
2018,Georgia,29.66,9.76,24.59,29.15,35.5
2018,Kosovo (Disputed Territory),29.44,8.65,26.29,20.97,59.23
2018,Syria,27.81,5.12,26.23,22.16,11.32
2018,Tunisia,27.67,5.81,26.41,17.05,38.23
2018,India,26.88,6.77,27.46,18.34,79.27
2018,Ukraine,25.98,8.85,20.38,18.62,30.24
2018,Egypt,25.69,5.07,23.01,21.02,24.67
2019,Switzerland,121.16,50.25,120.81,123.09,129.7
2019,Iceland,101.86,48.28,92.1,111.85,91.8
2019,Norway,100.99,37.28,92.67,111.53,103.61
2019,Bahamas,92.4,33.49,76.97,99.92,57.01
2019,Luxembourg,86.09,55.64,75.1,96.08,106.26
2019,Japan,83.33,27.97,83.58,48.75,103.12
2019,Denmark,81.38,32.91,63.62,95.14,114.39
2019,Hong Kong,78.14,76.83,80.3,56.08,69.34
2019,South Korea,76.93,22.23,89.7,44.84,103.4
2019,Ireland,75.35,41.8,59.1,82.65,95.09
2019,France,74.85,26.25,68.31,75.37,91.55
2019,Netherlands,74.83,34.74,58.8,83.49,102.54
2019,Israel,74.28,29.42,61.92,80.83,92.48
2019,Belgium,72.97,25.81,60.86,83.4,95.09
2019,Finland,72.82,26.14,60.02,77.91,112.3
2019,New Zealand,72.62,31.64,65.71,68.78,101.09
2019,Australia,72.08,35.5,66.9,70.69,122.85
2019,Austria,71.79,27.63,65.63,70.08,96.7
2019,Sweden,71.55,26.05,63.45,75.04,111.38
2019,United States,69.91,38.98,67.44,69.33,122.03
2019,Singapore,69.79,53.1,57.48,46.75,103.77
2019,Italy,69.25,21.68,58.34,75.72,77.49
2019,Germany,67.62,26.85,54.27,63.56,116.2
2019,United Kingdom,65.28,28.6,51.85,72.37,105.73
2019,Canada,65.01,28.32,62.37,61.81,109.44
2019,Puerto Rico,63.84,17.96,61.66,54.82,98.39
2019,Malta,63.32,28.68,51.23,67.28,59.67
2019,Taiwan,59.84,23.37,69.61,26.88,56.36
2019,Qatar,59.09,46.56,47.72,61.95,138.29
2019,Jamaica,58.8,14.74,58.84,42.26,34.69
